fuel,measured,year,data
Koks (1000 t),Neenergetska raba,2001,
Koks (1000 t),Oskrba - skupaj,2001,60.000
Koks (1000 t),Proizvodnja,2001,
Koks (1000 t),Sprememba zalog,2001,0.000
Koks (1000 t),Transformacija,2001,
Koks (1000 t),Uvoz,2001,60.000
Kurilno olje (1000 t),Izvoz,2001,-1.000
Kurilno olje (1000 t),Končna poraba - drugi porabniki,2001,20.000
Kurilno olje (1000 t),Končna poraba - energetski sektor,2001,
Kurilno olje (1000 t),Končna poraba - gospodinjstva,2001,
Kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,
Kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,82.000
Kurilno olje (1000 t),Končna poraba - promet,2001,
Kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2001,
Kurilno olje (1000 t),Končna poraba - skupaj,2001,102.000
Kurilno olje (1000 t),Kurilnost,2001,39700.000
Kurilno olje (1000 t),Medn. pomorska skladišča,2001,
Kurilno olje (1000 t),Neenergetska raba,2001,
Kurilno olje (1000 t),Oskrba - skupaj,2001,112.000
Kurilno olje (1000 t),Proizvodnja,2001,
Kurilno olje (1000 t),Sprememba zalog,2001,3.000
Kurilno olje (1000 t),Transformacija,2001,10.000
Kurilno olje (1000 t),Uvoz,2001,110.000
Neosvinčen motorni bencin 95 (1000 t),Izvoz,2001,-20.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - drugi porabniki,2001,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - energetski sektor,2001,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - gospodinjstva,2001,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,5.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,5.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - promet,2001,709.000
Neosvinčen motorni bencin 95 (1000 t),"Končna poraba - promet, od tega železniški",2001,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - skupaj,2001,719.000
Neosvinčen motorni bencin 95 (1000 t),Kurilnost,2001,43850.000
Neosvinčen motorni bencin 95 (1000 t),Medn. pomorska skladišča,2001,
Neosvinčen motorni bencin 95 (1000 t),Neenergetska raba,2001,
Neosvinčen motorni bencin 95 (1000 t),Oskrba - skupaj,2001,719.000
Neosvinčen motorni bencin 95 (1000 t),Proizvodnja,2001,
Neosvinčen motorni bencin 95 (1000 t),Sprememba zalog,2001,7.000
Neosvinčen motorni bencin 95 (1000 t),Transformacija,2001,
Neosvinčen motorni bencin 95 (1000 t),Uvoz,2001,732.000
Neosvinčen motorni bencin 98 (1000 t),Izvoz,2001,0.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - drugi porabniki,2001,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - energetski sektor,2001,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - gospodinjstva,2001,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,0.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - promet,2001,55.000
Neosvinčen motorni bencin 98 (1000 t),"Končna poraba - promet, od tega železniški",2001,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - skupaj,2001,55.000
Neosvinčen motorni bencin 98 (1000 t),Kurilnost,2001,43850.000
Neosvinčen motorni bencin 98 (1000 t),Medn. pomorska skladišča,2001,
Neosvinčen motorni bencin 98 (1000 t),Neenergetska raba,2001,
Neosvinčen motorni bencin 98 (1000 t),Oskrba - skupaj,2001,55.000
Neosvinčen motorni bencin 98 (1000 t),Proizvodnja,2001,
Neosvinčen motorni bencin 98 (1000 t),Sprememba zalog,2001,-3.000
Neosvinčen motorni bencin 98 (1000 t),Transformacija,2001,
Neosvinčen motorni bencin 98 (1000 t),Uvoz,2001,58.000
Petrolejski koks (1000 t),Izvoz,2001,
Petrolejski koks (1000 t),Končna poraba - drugi porabniki,2001,
Petrolejski koks (1000 t),Končna poraba - energetski sektor,2001,
Petrolejski koks (1000 t),Končna poraba - gospodinjstva,2001,
Petrolejski koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,
Petrolejski koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,
Petrolejski koks (1000 t),Končna poraba - promet,2001,
Petrolejski koks (1000 t),"Končna poraba - promet, od tega železniški",2001,
Petrolejski koks (1000 t),Končna poraba - skupaj,2001,
Petrolejski koks (1000 t),Kurilnost,2001,
Petrolejski koks (1000 t),Medn. pomorska skladišča,2001,
Petrolejski koks (1000 t),Neenergetska raba,2001,
Petrolejski koks (1000 t),Oskrba - skupaj,2001,
Petrolejski koks (1000 t),Proizvodnja,2001,
Petrolejski koks (1000 t),Sprememba zalog,2001,
Petrolejski koks (1000 t),Transformacija,2001,
Petrolejski koks (1000 t),Uvoz,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Izvoz,2001,-1.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - drugi porabniki,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - energetski sektor,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - gospodinjstva,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - promet,2001,26.000
Petrolejsko gorivo za reaktivne motorje (1000 t),"Končna poraba - promet, od tega železniški",2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - skupaj,2001,26.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Kurilnost,2001,43540.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Medn. pomorska skladišča,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Neenergetska raba,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Oskrba - skupaj,2001,26.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Proizvodnja,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Sprememba zalog,2001,0.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Transformacija,2001,
Petrolejsko gorivo za reaktivne motorje (1000 t),Uvoz,2001,27.000
Utekočinjen naftni plin (UNP)  (1000 t),Izvoz,2001,0.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - drugi porabniki,2001,35.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - energetski sektor,2001,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - gospodinjstva,2001,41.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,12.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - promet,2001,
Utekočinjen naftni plin (UNP)  (1000 t),"Končna poraba - promet, od tega železniški",2001,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - skupaj,2001,88.000
Utekočinjen naftni plin (UNP)  (1000 t),Kurilnost,2001,46050.000
Utekočinjen naftni plin (UNP)  (1000 t),Medn. pomorska skladišča,2001,
Utekočinjen naftni plin (UNP)  (1000 t),Neenergetska raba,2001,
Utekočinjen naftni plin (UNP)  (1000 t),Oskrba - skupaj,2001,88.000
Utekočinjen naftni plin (UNP)  (1000 t),Proizvodnja,2001,
Utekočinjen naftni plin (UNP)  (1000 t),Sprememba zalog,2001,2.000
Utekočinjen naftni plin (UNP)  (1000 t),Transformacija,2001,
Utekočinjen naftni plin (UNP)  (1000 t),Uvoz,2001,86.000
Uvoženi lignit (1000 t),Izvoz,2001,
Uvoženi lignit (1000 t),Končna poraba - drugi porabniki,2001,
Uvoženi lignit (1000 t),Končna poraba - energetski sektor,2001,
Uvoženi lignit (1000 t),Končna poraba - gospodinjstva,2001,
Uvoženi lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,
Uvoženi lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,
Uvoženi lignit (1000 t),Končna poraba - promet,2001,
Uvoženi lignit (1000 t),"Končna poraba - promet, od tega železniški",2001,
Uvoženi lignit (1000 t),Končna poraba - skupaj,2001,
Uvoženi lignit (1000 t),Kurilnost,2001,
Uvoženi lignit (1000 t),Medn. pomorska skladišča,2001,
Uvoženi lignit (1000 t),Neenergetska raba,2001,
Uvoženi lignit (1000 t),Oskrba - skupaj,2001,
Uvoženi lignit (1000 t),Proizvodnja,2001,
Uvoženi lignit (1000 t),Sprememba zalog,2001,
Uvoženi lignit (1000 t),Transformacija,2001,
Uvoženi lignit (1000 t),Uvoz,2001,
Uvoženi rjavi premog (1000 t),Izvoz,2001,-29.000
Uvoženi rjavi premog (1000 t),Končna poraba - drugi porabniki,2001,
Uvoženi rjavi premog (1000 t),Končna poraba - energetski sektor,2001,
Uvoženi rjavi premog (1000 t),Končna poraba - gospodinjstva,2001,8.000
Uvoženi rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,
Uvoženi rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,53.000
Uvoženi rjavi premog (1000 t),Končna poraba - promet,2001,0.000
Uvoženi rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2001,0.000
Uvoženi rjavi premog (1000 t),Končna poraba - skupaj,2001,61.000
Uvoženi rjavi premog (1000 t),Kurilnost,2001,18700.000
Uvoženi rjavi premog (1000 t),Medn. pomorska skladišča,2001,
Uvoženi rjavi premog (1000 t),Neenergetska raba,2001,
Uvoženi rjavi premog (1000 t),Oskrba - skupaj,2001,463.000
Uvoženi rjavi premog (1000 t),Proizvodnja,2001,
Uvoženi rjavi premog (1000 t),Sprememba zalog,2001,61.000
Uvoženi rjavi premog (1000 t),Transformacija,2001,402.000
Uvoženi rjavi premog (1000 t),Uvoz,2001,431.000
White spirit (1000 t),Izvoz,2001,0.000
White spirit (1000 t),Končna poraba - drugi porabniki,2001,
White spirit (1000 t),Končna poraba - energetski sektor,2001,
White spirit (1000 t),Končna poraba - gospodinjstva,2001,
White spirit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,
White spirit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,
White spirit (1000 t),Končna poraba - promet,2001,
White spirit (1000 t),"Končna poraba - promet, od tega železniški",2001,
White spirit (1000 t),Končna poraba - skupaj,2001,5.000
White spirit (1000 t),Kurilnost,2001,43600.000
White spirit (1000 t),Medn. pomorska skladišča,2001,
White spirit (1000 t),Neenergetska raba,2001,5.000
White spirit (1000 t),Oskrba - skupaj,2001,5.000
White spirit (1000 t),Proizvodnja,2001,
White spirit (1000 t),Sprememba zalog,2001,0.000
White spirit (1000 t),Transformacija,2001,
White spirit (1000 t),Uvoz,2001,5.000
Zemeljski plin (mio Sm3),Izvoz,2001,
Zemeljski plin (mio Sm3),Končna poraba - drugi porabniki,2001,98.000
Zemeljski plin (mio Sm3),Končna poraba - energetski sektor,2001,6.000
Zemeljski plin (mio Sm3),Končna poraba - gospodinjstva,2001,76.000
Zemeljski plin (mio Sm3),Končna poraba - kmetijstvo in gozdarstvo,2001,
Zemeljski plin (mio Sm3),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,563.000
Zemeljski plin (mio Sm3),Končna poraba - promet,2001,
Zemeljski plin (mio Sm3),"Končna poraba - promet, od tega železniški",2001,
Zemeljski plin (mio Sm3),Končna poraba - skupaj,2001,883.000
Zemeljski plin (mio Sm3),Kurilnost,2001,34076.000
Zemeljski plin (mio Sm3),Medn. pomorska skladišča,2001,
Zemeljski plin (mio Sm3),Neenergetska raba,2001,140.000
Zemeljski plin (mio Sm3),Oskrba - skupaj,2001,1044.000
Zemeljski plin (mio Sm3),Proizvodnja,2001,6.000
Zemeljski plin (mio Sm3),Sprememba zalog,2001,
Zemeljski plin (mio Sm3),Transformacija,2001,161.000
Zemeljski plin (mio Sm3),Uvoz,2001,1038.000
Črni premog in antracit (1000 t),Izvoz,2001,
Črni premog in antracit (1000 t),Končna poraba - drugi porabniki,2001,
Črni premog in antracit (1000 t),Končna poraba - energetski sektor,2001,
Črni premog in antracit (1000 t),Končna poraba - gospodinjstva,2001,
Črni premog in antracit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2001,
Črni premog in antracit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2001,16.000
Črni premog in antracit (1000 t),Končna poraba - promet,2001,
Črni premog in antracit (1000 t),"Končna poraba - promet, od tega železniški",2001,
Črni premog in antracit (1000 t),Končna poraba - skupaj,2001,16.000
Črni premog in antracit (1000 t),Kurilnost,2001,27052.000
Črni premog in antracit (1000 t),Medn. pomorska skladišča,2001,
Črni premog in antracit (1000 t),Neenergetska raba,2001,
Črni premog in antracit (1000 t),Oskrba - skupaj,2001,16.000
Črni premog in antracit (1000 t),Proizvodnja,2001,
Črni premog in antracit (1000 t),Sprememba zalog,2001,
Črni premog in antracit (1000 t),Transformacija,2001,
Črni premog in antracit (1000 t),Uvoz,2001,16.000
Biobencin (1000 t),Izvoz,2002,
Biobencin (1000 t),Končna poraba - drugi porabniki,2002,
Biobencin (1000 t),Končna poraba - energetski sektor,2002,
Biobencin (1000 t),Končna poraba - gospodinjstva,2002,
Biobencin (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2002,
Biobencin (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2002,
Biobencin (1000 t),Končna poraba - promet,2002,
Biobencin (1000 t),"Končna poraba - promet, od tega železniški",2002,
Biobencin (1000 t),Končna poraba - skupaj,2002,
Biobencin (1000 t),Kurilnost,2002,
Biobencin (1000 t),Medn. pomorska skladišča,2002,
Biobencin (1000 t),Neenergetska raba,2002,
Biobencin (1000 t),Oskrba - skupaj,2002,
Biobencin (1000 t),Proizvodnja,2002,
Biobencin (1000 t),Sprememba zalog,2002,
Biobencin (1000 t),Transformacija,2002,
Biobencin (1000 t),Uvoz,2002,
Biodizelsko gorivo (1000 t),Izvoz,2002,
Biodizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2002,
Biodizelsko gorivo (1000 t),Končna poraba - energetski sektor,2002,
Biodizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2002,
Biodizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2002,
Biodizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2002,
Biodizelsko gorivo (1000 t),Končna poraba - promet,2002,
Biodizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2002,
Biodizelsko gorivo (1000 t),Končna poraba - skupaj,2002,
Biodizelsko gorivo (1000 t),Kurilnost,2002,
Biodizelsko gorivo (1000 t),Medn. pomorska skladišča,2002,
Biodizelsko gorivo (1000 t),Neenergetska raba,2002,
Biodizelsko gorivo (1000 t),Oskrba - skupaj,2002,
Biodizelsko gorivo (1000 t),Proizvodnja,2002,
Biodizelsko gorivo (1000 t),Sprememba zalog,2002,
Biodizelsko gorivo (1000 t),Transformacija,2002,
Biodizelsko gorivo (1000 t),Uvoz,2002,
Dizelsko gorivo (1000 t),Izvoz,2002,-73.000
Dizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2002,
Dizelsko gorivo (1000 t),Končna poraba - energetski sektor,2002,
Dizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2002,
Dizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2002,69.000
Dizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2002,32.000
Dizelsko gorivo (1000 t),Končna poraba - promet,2002,467.000
Dizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2002,11.000
Dizelsko gorivo (1000 t),Končna poraba - skupaj,2002,568.000
Dizelsko gorivo (1000 t),Kurilnost,2002,42600.000
Dizelsko gorivo (1000 t),Medn. pomorska skladišča,2002,
Dizelsko gorivo (1000 t),Neenergetska raba,2002,
Dizelsko gorivo (1000 t),Oskrba - skupaj,2002,568.000
Dizelsko gorivo (1000 t),Proizvodnja,2002,
Dizelsko gorivo (1000 t),Sprememba zalog,2002,11.000
Dizelsko gorivo (1000 t),Transformacija,2002,
Dizelsko gorivo (1000 t),Uvoz,2002,630.000
Domači lignit (1000 t),Izvoz,2002,
Domači lignit (1000 t),Končna poraba - drugi porabniki,2002,
Domači lignit (1000 t),Končna poraba - energetski sektor,2002,
Domači lignit (1000 t),Končna poraba - gospodinjstva,2002,17.000
Domači lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2002,
Domači lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2002,
Domači lignit (1000 t),Končna poraba - promet,2002,
Domači lignit (1000 t),"Končna poraba - promet, od tega železniški",2002,
Domači lignit (1000 t),Končna poraba - skupaj,2002,17.000
Domači lignit (1000 t),Kurilnost,2002,10251.000
Domači lignit (1000 t),Medn. pomorska skladišča,2002,
Domači lignit (1000 t),Neenergetska raba,2002,
Domači lignit (1000 t),Oskrba - skupaj,2002,4361.000
Domači lignit (1000 t),Proizvodnja,2002,4048.000
Domači lignit (1000 t),Sprememba zalog,2002,313.000
Domači lignit (1000 t),Transformacija,2002,4344.000
Domači lignit (1000 t),Uvoz,2002,
Domači rjavi premog (1000 t),Izvoz,2002,
Domači rjavi premog (1000 t),Končna poraba - drugi porabniki,2002,
Domači rjavi premog (1000 t),Končna poraba - energetski sektor,2002,
Domači rjavi premog (1000 t),Končna poraba - gospodinjstva,2002,3.000
Domači rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2002,
Domači rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2002,
Domači rjavi premog (1000 t),Končna poraba - promet,2002,
Domači rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2002,
Domači rjavi premog (1000 t),Končna poraba - skupaj,2002,3.000
Domači rjavi premog (1000 t),Kurilnost,2002,11293.000
Domači rjavi premog (1000 t),Medn. pomorska skladišča,2002,
Domači rjavi premog (1000 t),Neenergetska raba,2002,
Domači rjavi premog (1000 t),Oskrba - skupaj,2002,662.000
Domači rjavi premog (1000 t),Proizvodnja,2002,639.000
Domači rjavi premog (1000 t),Sprememba zalog,2002,23.000
Domači rjavi premog (1000 t),Transformacija,2002,659.000
Domači rjavi premog (1000 t),Uvoz,2002,
Ekstra lahko kurilno olje (1000 t),Izvoz,2002,-14.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - drugi porabniki,2002,273.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - energetski sektor,2002,
Ekstra lahko kurilno olje (1000 t),Končna poraba - gospodinjstva,2002,372.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2002,
Ekstra lahko kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2002,48.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - promet,2002,
Ekstra lahko kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2002,
Ekstra lahko kurilno olje (1000 t),Končna poraba - skupaj,2002,693.000
Ekstra lahko kurilno olje (1000 t),Kurilnost,2002,42600.000
Ekstra lahko kurilno olje (1000 t),Medn. pomorska skladišča,2002,
Ekstra lahko kurilno olje (1000 t),Neenergetska raba,2002,
Ekstra lahko kurilno olje (1000 t),Oskrba - skupaj,2002,700.000
Ekstra lahko kurilno olje (1000 t),Proizvodnja,2002,
Ekstra lahko kurilno olje (1000 t),Sprememba zalog,2002,-33.000
Ekstra lahko kurilno olje (1000 t),Transformacija,2002,7.000
Ekstra lahko kurilno olje (1000 t),Uvoz,2002,747.000
Koks (1000 t),Izvoz,2002,
Koks (1000 t),Končna poraba - drugi porabniki,2002,
Koks (1000 t),Končna poraba - energetski sektor,2002,
Koks (1000 t),Končna poraba - gospodinjstva,2002,
Koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2002,
Koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2002,53.000
Koks (1000 t),Končna poraba - promet,2002,
Koks (1000 t),"Končna poraba - promet, od tega železniški",2002,
Koks (1000 t),Končna poraba - skupaj,2002,57.000
Koks (1000 t),Kurilnost,2002,30202.000
Koks (1000 t),Medn. pomorska skladišča,2002,
Koks (1000 t),Neenergetska raba,2002,4.000
Koks (1000 t),Oskrba - skupaj,2002,57.000
Koks (1000 t),Proizvodnja,2002,
Koks (1000 t),Sprememba zalog,2002,0.000
Koks (1000 t),Transformacija,2002,
