supply_and_consumption,year,energy_source,data
Domača proizvodnja,2016,Toplota,
Domača proizvodnja,2016,Trdna goriva,39433.167975
Domača proizvodnja,2016,Zemeljski plin,163.99296
Izvoz,2016,Električna energija,-34327.4256
Izvoz,2016,Energetski viri-SKUPAJ,-120078.5777637421
Izvoz,2016,"Geoterm., sončna itd.",
Izvoz,2016,Hidro energija,
Izvoz,2016,Naftni proizvodi,-85620.50745327027
Izvoz,2016,Nuklearna energija,
Izvoz,2016,Obnovljivi viri in odpadki,-45.71910000000001
Izvoz,2016,Surova nafta,-14.84
Izvoz,2016,Toplota,
Izvoz,2016,Trdna goriva,-70.08561047183035
Izvoz,2016,Zemeljski plin,0
Končna poraba,2016,Električna energija,47235.3228
Končna poraba,2016,Energetski viri-SKUPAJ,208061.550147
Končna poraba,2016,"Geoterm., sončna itd.",2352.997
Končna poraba,2016,Hidro energija,0
Končna poraba,2016,Naftni proizvodi,96797.31440199999
Končna poraba,2016,Nuklearna energija,0
Končna poraba,2016,Obnovljivi viri in odpadki,27229.066832
Končna poraba,2016,Surova nafta,0
Končna poraba,2016,Toplota,7391.473
Končna poraba,2016,Trdna goriva,1782.295633
Končna poraba,2016,Zemeljski plin,25273.08047999999
Končna poraba-Drugi porabniki,2016,Električna energija,12116.826
Končna poraba-Drugi porabniki,2016,Energetski viri-SKUPAJ,21322.71031325248
Končna poraba-Drugi porabniki,2016,"Geoterm., sončna itd.",360
Končna poraba-Drugi porabniki,2016,Hidro energija,
Končna poraba-Drugi porabniki,2016,Naftni proizvodi,4349.653393252487
Končna poraba-Drugi porabniki,2016,Nuklearna energija,
Končna poraba-Drugi porabniki,2016,Obnovljivi viri in odpadki,52.815
Končna poraba-Drugi porabniki,2016,Surova nafta,
Končna poraba-Drugi porabniki,2016,Toplota,1741.758
Končna poraba-Drugi porabniki,2016,Trdna goriva,0
Končna poraba-Drugi porabniki,2016,Zemeljski plin,2701.657919999996
Končna poraba-Energetski sektor,2016,Električna energija,340.8948
Končna poraba-Energetski sektor,2016,Energetski viri-SKUPAJ,460.28359
Končna poraba-Energetski sektor,2016,"Geoterm., sončna itd.",0
Končna poraba-Energetski sektor,2016,Hidro energija,
Končna poraba-Energetski sektor,2016,Naftni proizvodi,13.66995
Končna poraba-Energetski sektor,2016,Nuklearna energija,
Končna poraba-Energetski sektor,2016,Obnovljivi viri in odpadki,0
Končna poraba-Energetski sektor,2016,Surova nafta,
Končna poraba-Energetski sektor,2016,Toplota,85.339
Končna poraba-Energetski sektor,2016,Trdna goriva,0
Končna poraba-Energetski sektor,2016,Zemeljski plin,20.37984
Končna poraba-Gospodinjstva,2016,Električna energija,11735.9532
Končna poraba-Gospodinjstva,2016,Energetski viri-SKUPAJ,49650.19855674752
Končna poraba-Gospodinjstva,2016,"Geoterm., sončna itd.",1864.997
Končna poraba-Gospodinjstva,2016,Hidro energija,
Končna poraba-Gospodinjstva,2016,Naftni proizvodi,5990.905156747514
Končna poraba-Gospodinjstva,2016,Nuklearna energija,
Končna poraba-Gospodinjstva,2016,Obnovljivi viri in odpadki,21804.925
Končna poraba-Gospodinjstva,2016,Surova nafta,
Končna poraba-Gospodinjstva,2016,Toplota,3435.019
Končna poraba-Gospodinjstva,2016,Trdna goriva,5.792000000000001
Končna poraba-Gospodinjstva,2016,Zemeljski plin,4812.6072
Končna poraba-Kmetijstvo in gozdarstvo,2016,Električna energija,0
Končna poraba-Kmetijstvo in gozdarstvo,2016,Energetski viri-SKUPAJ,3074.447250000001
Končna poraba-Kmetijstvo in gozdarstvo,2016,"Geoterm., sončna itd.",128
Končna poraba-Kmetijstvo in gozdarstvo,2016,Hidro energija,
Končna poraba-Kmetijstvo in gozdarstvo,2016,Naftni proizvodi,2946.447250000001
Končna poraba-Kmetijstvo in gozdarstvo,2016,Nuklearna energija,
Končna poraba-Kmetijstvo in gozdarstvo,2016,Obnovljivi viri in odpadki,0
Končna poraba-Kmetijstvo in gozdarstvo,2016,Surova nafta,
Končna poraba-Kmetijstvo in gozdarstvo,2016,Toplota,0
Končna poraba-Kmetijstvo in gozdarstvo,2016,Trdna goriva,0
Končna poraba-Kmetijstvo in gozdarstvo,2016,Zemeljski plin,0
Končna poraba-Neenergetska raba,2016,Električna energija,
Končna poraba-Neenergetska raba,2016,Energetski viri-SKUPAJ,1999.423716
Končna poraba-Neenergetska raba,2016,"Geoterm., sončna itd.",
Končna poraba-Neenergetska raba,2016,Hidro energija,
Končna poraba-Neenergetska raba,2016,Naftni proizvodi,1504.395702
Končna poraba-Neenergetska raba,2016,Nuklearna energija,
Končna poraba-Neenergetska raba,2016,Obnovljivi viri in odpadki,
Končna poraba-Neenergetska raba,2016,Surova nafta,
Končna poraba-Neenergetska raba,2016,Toplota,
Končna poraba-Neenergetska raba,2016,Trdna goriva,266.692014
Končna poraba-Neenergetska raba,2016,Zemeljski plin,228.336
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Električna energija,22444.776
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Energetski viri-SKUPAJ,51886.75308900001
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,"Geoterm., sončna itd.",0
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Hidro energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Naftni proizvodi,3829.66375
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Nuklearna energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Obnovljivi viri in odpadki,4587.34
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Surova nafta,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Toplota,2129.357
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Trdna goriva,1503.126899
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2016,Zemeljski plin,17392.48944
Končna poraba-Promet,2016,Električna energija,596.8728
Končna poraba-Promet,2016,Energetski viri-SKUPAJ,79667.73363199999
Končna poraba-Promet,2016,"Geoterm., sončna itd.",
Končna poraba-Promet,2016,Hidro energija,
Končna poraba-Promet,2016,Naftni proizvodi,78162.5792
Končna poraba-Promet,2016,Nuklearna energija,
Končna poraba-Promet,2016,Obnovljivi viri in odpadki,783.986832
Končna poraba-Promet,2016,Surova nafta,
Končna poraba-Promet,2016,Toplota,
Končna poraba-Promet,2016,Trdna goriva,6.68472
Končna poraba-Promet,2016,Zemeljski plin,117.61008
Lastna raba in izgube,2016,Električna energija,-7929.3204
Lastna raba in izgube,2016,Energetski viri-SKUPAJ,-9537.4984
Lastna raba in izgube,2016,"Geoterm., sončna itd.",
Lastna raba in izgube,2016,Hidro energija,
Lastna raba in izgube,2016,Naftni proizvodi,
Lastna raba in izgube,2016,Nuklearna energija,
Lastna raba in izgube,2016,Obnovljivi viri in odpadki,
Lastna raba in izgube,2016,Surova nafta,
Lastna raba in izgube,2016,Toplota,-1608.178
Lastna raba in izgube,2016,Trdna goriva,
Lastna raba in izgube,2016,Zemeljski plin,
Medn. pomorska skladiča,2016,Električna energija,
Medn. pomorska skladiča,2016,Energetski viri-SKUPAJ,-4954.6791
Medn. pomorska skladiča,2016,"Geoterm., sončna itd.",
Medn. pomorska skladiča,2016,Hidro energija,
Medn. pomorska skladiča,2016,Naftni proizvodi,-4954.6791
Medn. pomorska skladiča,2016,Nuklearna energija,
Medn. pomorska skladiča,2016,Obnovljivi viri in odpadki,0
Medn. pomorska skladiča,2016,Surova nafta,
Medn. pomorska skladiča,2016,Toplota,
Medn. pomorska skladiča,2016,Trdna goriva,
Medn. pomorska skladiča,2016,Zemeljski plin,
Oskrba z energijo,2016,Električna energija,-4236.256800000003
Oskrba z energijo,2016,Energetski viri-SKUPAJ,283318.5111445454
Oskrba z energijo,2016,"Geoterm., sončna itd.",3382.695
Oskrba z energijo,2016,Hidro energija,16212.3156
Oskrba z energijo,2016,Naftni proizvodi,97089.915952
Oskrba z energijo,2016,Nuklearna energija,62340.18545454546
Oskrba z energijo,2016,Obnovljivi viri in odpadki,30990.102332
Oskrba z energijo,2016,Surova nafta,0
Oskrba z energijo,2016,Toplota,0
Oskrba z energijo,2016,Trdna goriva,48049.720646
Oskrba z energijo,2016,Zemeljski plin,29489.83296
Reklasifikacije,2016,Električna energija,
Reklasifikacije,2016,Energetski viri-SKUPAJ,
Reklasifikacije,2016,"Geoterm., sončna itd.",
Reklasifikacije,2016,Hidro energija,
Reklasifikacije,2016,Naftni proizvodi,
Reklasifikacije,2016,Nuklearna energija,
Reklasifikacije,2016,Obnovljivi viri in odpadki,
Reklasifikacije,2016,Surova nafta,
Reklasifikacije,2016,Toplota,
Reklasifikacije,2016,Trdna goriva,
Reklasifikacije,2016,Zemeljski plin,
Spremembe zalog,2016,Električna energija,
Spremembe zalog,2016,Energetski viri-SKUPAJ,74.56642438969143
Spremembe zalog,2016,"Geoterm., sončna itd.",
Spremembe zalog,2016,Hidro energija,
Spremembe zalog,2016,Naftni proizvodi,-252.9351018030583
Spremembe zalog,2016,Nuklearna energija,
Spremembe zalog,2016,Obnovljivi viri in odpadki,2.878199999999998
Spremembe zalog,2016,Surova nafta,-0.9635
Spremembe zalog,2016,Toplota,
Spremembe zalog,2016,Trdna goriva,325.5868261927498
Spremembe zalog,2016,Zemeljski plin,
Statistične razlike,2016,Električna energija,0
Statistične razlike,2016,Energetski viri-SKUPAJ,401.8340619998926
Statistične razlike,2016,"Geoterm., sončna itd.",-0.001999999999953
Statistične razlike,2016,Hidro energija,0
Statistične razlike,2016,Naftni proizvodi,0
Statistične razlike,2016,Nuklearna energija,0
Statistične razlike,2016,Obnovljivi viri in odpadki,0
Statistične razlike,2016,Surova nafta,0
Statistične razlike,2016,Toplota,-0.001000000000204
Statistične razlike,2016,Trdna goriva,401.8370620000005
Statistične razlike,2016,Zemeljski plin,0
Transformacija-elektrarne-male HE,2016,Električna energija,506.0952
Transformacija-elektrarne-male HE,2016,Energetski viri-SKUPAJ,0
Transformacija-elektrarne-male HE,2016,"Geoterm., sončna itd.",
Transformacija-elektrarne-male HE,2016,Hidro energija,-506.0952
Transformacija-elektrarne-male HE,2016,Naftni proizvodi,
Transformacija-elektrarne-male HE,2016,Nuklearna energija,
Transformacija-elektrarne-male HE,2016,Obnovljivi viri in odpadki,
Transformacija-elektrarne-male HE,2016,Surova nafta,
Transformacija-elektrarne-male HE,2016,Toplota,
Transformacija-elektrarne-male HE,2016,Trdna goriva,
Transformacija-elektrarne-male HE,2016,Zemeljski plin,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Električna energija,37045.458
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Energetski viri-SKUPAJ,-40998.23159454546
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,"Geoterm., sončna itd.",-47.7684
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Hidro energija,-15394.014
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Naftni proizvodi,-49.5864
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Nuklearna energija,-62340.18545454546
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Obnovljivi viri in odpadki,-27.8595
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Surova nafta,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Toplota,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Trdna goriva,-123
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2016,Zemeljski plin,-61.27584
Transformacija-elektrarne-samoproizvajalci,2016,Električna energija,1256.4468
Transformacija-elektrarne-samoproizvajalci,2016,Energetski viri-SKUPAJ,-55.14233300000001
Transformacija-elektrarne-samoproizvajalci,2016,"Geoterm., sončna itd.",-935.9316
Transformacija-elektrarne-samoproizvajalci,2016,Hidro energija,-312.2064
Transformacija-elektrarne-samoproizvajalci,2016,Naftni proizvodi,0
Transformacija-elektrarne-samoproizvajalci,2016,Nuklearna energija,
Transformacija-elektrarne-samoproizvajalci,2016,Obnovljivi viri in odpadki,-35.666
Transformacija-elektrarne-samoproizvajalci,2016,Surova nafta,
Transformacija-elektrarne-samoproizvajalci,2016,Toplota,
Transformacija-elektrarne-samoproizvajalci,2016,Trdna goriva,-27.785133
Transformacija-elektrarne-samoproizvajalci,2016,Zemeljski plin,0
Transformacija-elektrarne-skupaj,2016,Električna energija,38808
Transformacija-elektrarne-skupaj,2016,Energetski viri-SKUPAJ,-41053.37392754547
Transformacija-elektrarne-skupaj,2016,"Geoterm., sončna itd.",-983.7
Transformacija-elektrarne-skupaj,2016,Hidro energija,-16212.3156
Transformacija-elektrarne-skupaj,2016,Naftni proizvodi,-49.5864
Transformacija-elektrarne-skupaj,2016,Nuklearna energija,-62340.18545454546
Transformacija-elektrarne-skupaj,2016,Obnovljivi viri in odpadki,-63.52549999999999
Transformacija-elektrarne-skupaj,2016,Surova nafta,0
Transformacija-elektrarne-skupaj,2016,Toplota,0
Transformacija-elektrarne-skupaj,2016,Trdna goriva,-150.785133
Transformacija-elektrarne-skupaj,2016,Zemeljski plin,-61.27584
Transformacija-plinarne,2016,Električna energija,
Transformacija-plinarne,2016,Energetski viri-SKUPAJ,0
Transformacija-plinarne,2016,"Geoterm., sončna itd.",
Transformacija-plinarne,2016,Hidro energija,
Transformacija-plinarne,2016,Naftni proizvodi,
Transformacija-plinarne,2016,Nuklearna energija,
Transformacija-plinarne,2016,Obnovljivi viri in odpadki,
Transformacija-plinarne,2016,Surova nafta,
Transformacija-plinarne,2016,Toplota,
Transformacija-plinarne,2016,Trdna goriva,
Transformacija-plinarne,2016,Zemeljski plin,
Transformacija-predelava premoga,2016,Električna energija,
Transformacija-predelava premoga,2016,Energetski viri-SKUPAJ,0
Transformacija-predelava premoga,2016,"Geoterm., sončna itd.",
Transformacija-predelava premoga,2016,Hidro energija,
Transformacija-predelava premoga,2016,Naftni proizvodi,
Transformacija-predelava premoga,2016,Nuklearna energija,
Transformacija-predelava premoga,2016,Obnovljivi viri in odpadki,
Transformacija-predelava premoga,2016,Surova nafta,
Transformacija-predelava premoga,2016,Toplota,
Transformacija-predelava premoga,2016,Trdna goriva,
Transformacija-predelava premoga,2016,Zemeljski plin,
Transformacija-rafinerije,2016,Električna energija,
Transformacija-rafinerije,2016,Energetski viri-SKUPAJ,0
Transformacija-rafinerije,2016,"Geoterm., sončna itd.",
Transformacija-rafinerije,2016,Hidro energija,
Transformacija-rafinerije,2016,Naftni proizvodi,
Transformacija-rafinerije,2016,Nuklearna energija,
Transformacija-rafinerije,2016,Obnovljivi viri in odpadki,
Transformacija-rafinerije,2016,Surova nafta,
Transformacija-rafinerije,2016,Toplota,
Transformacija-rafinerije,2016,Trdna goriva,
Transformacija-rafinerije,2016,Zemeljski plin,
Transformacija-skupaj,2016,Električna energija,59400.9
Transformacija-skupaj,2016,Energetski viri-SKUPAJ,-65317.62853554548
Transformacija-skupaj,2016,"Geoterm., sončna itd.",-1029.7
Transformacija-skupaj,2016,Hidro energija,-16212.3156
Transformacija-skupaj,2016,Naftni proizvodi,-292.60155
Transformacija-skupaj,2016,Nuklearna energija,-62340.18545454546
Transformacija-skupaj,2016,Obnovljivi viri in odpadki,-3761.0355
Transformacija-skupaj,2016,Surova nafta,0
Transformacija-skupaj,2016,Toplota,8999.65
Transformacija-skupaj,2016,Trdna goriva,-45865.587951
Transformacija-skupaj,2016,Zemeljski plin,-4216.75248
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Električna energija,19640.4048
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Energetski viri-SKUPAJ,-23691.75147400001
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Hidro energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Naftni proizvodi,-60.79275
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Nuklearna energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Obnovljivi viri in odpadki,-2621.351
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Surova nafta,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Toplota,7304.395
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Trdna goriva,-45327.41888400001
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2016,Zemeljski plin,-2626.98864
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Električna energija,952.4952
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Energetski viri-SKUPAJ,-410.6793239999998
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Hidro energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Naftni proizvodi,-6.0492
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Nuklearna energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Obnovljivi viri in odpadki,-639.0579999999999
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Surova nafta,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Toplota,141.961
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Trdna goriva,-274.363524
Transformacija-termoelektrarne toplarne-samoproizvajalci,2016,Zemeljski plin,-585.6647999999999
Transformacija-termoelektrarne toplarne-skupaj,2016,Električna energija,20592.9
Transformacija-termoelektrarne toplarne-skupaj,2016,Energetski viri-SKUPAJ,-24102.43079800001
Transformacija-termoelektrarne toplarne-skupaj,2016,"Geoterm., sončna itd.",0
Transformacija-termoelektrarne toplarne-skupaj,2016,Hidro energija,0
Transformacija-termoelektrarne toplarne-skupaj,2016,Naftni proizvodi,-66.84195
Transformacija-termoelektrarne toplarne-skupaj,2016,Nuklearna energija,0
Transformacija-termoelektrarne toplarne-skupaj,2016,Obnovljivi viri in odpadki,-3260.409
Transformacija-termoelektrarne toplarne-skupaj,2016,Surova nafta,0
Transformacija-termoelektrarne toplarne-skupaj,2016,Toplota,7446.356
Transformacija-termoelektrarne toplarne-skupaj,2016,Trdna goriva,-45601.78240800001
Transformacija-termoelektrarne toplarne-skupaj,2016,Zemeljski plin,-3212.65344
Transformacija-toplarne,2016,Električna energija,
Transformacija-toplarne,2016,Energetski viri-SKUPAJ,-161.8238100000001
Transformacija-toplarne,2016,"Geoterm., sončna itd.",-46
Transformacija-toplarne,2016,Hidro energija,
Transformacija-toplarne,2016,Naftni proizvodi,-176.1732
Transformacija-toplarne,2016,Nuklearna energija,
Transformacija-toplarne,2016,Obnovljivi viri in odpadki,-437.101
Transformacija-toplarne,2016,Surova nafta,
Transformacija-toplarne,2016,Toplota,1553.294
Transformacija-toplarne,2016,Trdna goriva,-113.02041
Transformacija-toplarne,2016,Zemeljski plin,-942.8231999999999
Transformacija-utekočinjanje,2016,Električna energija,
Transformacija-utekočinjanje,2016,Energetski viri-SKUPAJ,0
Transformacija-utekočinjanje,2016,"Geoterm., sončna itd.",
Transformacija-utekočinjanje,2016,Hidro energija,
Transformacija-utekočinjanje,2016,Naftni proizvodi,
Transformacija-utekočinjanje,2016,Nuklearna energija,
Transformacija-utekočinjanje,2016,Obnovljivi viri in odpadki,
Transformacija-utekočinjanje,2016,Surova nafta,
Transformacija-utekočinjanje,2016,Toplota,
Transformacija-utekočinjanje,2016,Trdna goriva,
Transformacija-utekočinjanje,2016,Zemeljski plin,
Uvoz,2016,Električna energija,30091.1688
Uvoz,2016,Energetski viri-SKUPAJ,256550.7850943524
Uvoz,2016,"Geoterm., sončna itd.",
Uvoz,2016,Hidro energija,
Uvoz,2016,Naftni proizvodi,187918.0376070733
Uvoz,2016,Nuklearna energija,
Uvoz,2016,Obnovljivi viri in odpadki,854.687232
Uvoz,2016,Surova nafta,0
Uvoz,2016,Toplota,
Uvoz,2016,Trdna goriva,8361.051455279081
Uvoz,2016,Zemeljski plin,29325.84
Domača proizvodnja,2017,Električna energija,
Domača proizvodnja,2017,Energetski viri-SKUPAJ,154919.4774663636
Domača proizvodnja,2017,"Geoterm., sončna itd.",3628.3628
Domača proizvodnja,2017,Hidro energija,13926.042
Domača proizvodnja,2017,Naftni proizvodi,0
Domača proizvodnja,2017,Nuklearna energija,68566.60363636364
Domača proizvodnja,2017,Obnovljivi viri in odpadki,29410.097
Domača proizvodnja,2017,Surova nafta,22.275646
Domača proizvodnja,2017,Toplota,
Domača proizvodnja,2017,Trdna goriva,39080.06294400001
Domača proizvodnja,2017,Zemeljski plin,286.03344
Izvoz,2017,Električna energija,-34733.4912
Izvoz,2017,Energetski viri-SKUPAJ,-123010.6647799404
Izvoz,2017,"Geoterm., sončna itd.",
Izvoz,2017,Hidro energija,
Izvoz,2017,Naftni proizvodi,-87419.96013611094
Izvoz,2017,Nuklearna energija,
Izvoz,2017,Obnovljivi viri in odpadki,-626.0428650000001
Izvoz,2017,Surova nafta,-22.007638
Izvoz,2017,Toplota,
Izvoz,2017,Trdna goriva,-86.5090208294931
Izvoz,2017,Zemeljski plin,-122.65392
Končna poraba,2017,Električna energija,49041.45
Končna poraba,2017,Energetski viri-SKUPAJ,211192.862991
Končna poraba,2017,"Geoterm., sončna itd.",2540.77
Končna poraba,2017,Hidro energija,0
Končna poraba,2017,Naftni proizvodi,97668.774172
Končna poraba,2017,Nuklearna energija,0
Končna poraba,2017,Obnovljivi viri in odpadki,26542.363985
Končna poraba,2017,Surova nafta,0
Končna poraba,2017,Toplota,7674.846000000001
Končna poraba,2017,Trdna goriva,1916.658674
Končna poraba,2017,Zemeljski plin,25808.00016
Končna poraba-Drugi porabniki,2017,Električna energija,12685.9248
Končna poraba-Drugi porabniki,2017,Energetski viri-SKUPAJ,20922.5631
Končna poraba-Drugi porabniki,2017,"Geoterm., sončna itd.",468.65
Končna poraba-Drugi porabniki,2017,Hidro energija,
Končna poraba-Drugi porabniki,2017,Naftni proizvodi,3549.3225
Končna poraba-Drugi porabniki,2017,Nuklearna energija,
Končna poraba-Drugi porabniki,2017,Obnovljivi viri in odpadki,33.851
Končna poraba-Drugi porabniki,2017,Surova nafta,
Končna poraba-Drugi porabniki,2017,Toplota,2121.782
Končna poraba-Drugi porabniki,2017,Trdna goriva,0
Končna poraba-Drugi porabniki,2017,Zemeljski plin,2063.032799999999
Končna poraba-Energetski sektor,2017,Električna energija,333.9972
Končna poraba-Energetski sektor,2017,Energetski viri-SKUPAJ,475.96692
Končna poraba-Energetski sektor,2017,"Geoterm., sončna itd.",0
Končna poraba-Energetski sektor,2017,Hidro energija,
Končna poraba-Energetski sektor,2017,Naftni proizvodi,14.028
Končna poraba-Energetski sektor,2017,Nuklearna energija,
Končna poraba-Energetski sektor,2017,Obnovljivi viri in odpadki,0
Končna poraba-Energetski sektor,2017,Surova nafta,
Končna poraba-Energetski sektor,2017,Toplota,94.407
Končna poraba-Energetski sektor,2017,Trdna goriva,0
Končna poraba-Energetski sektor,2017,Zemeljski plin,33.53472
Končna poraba-Gospodinjstva,2017,Električna energija,11977.2576
Končna poraba-Gospodinjstva,2017,Energetski viri-SKUPAJ,48413.20586
Končna poraba-Gospodinjstva,2017,"Geoterm., sončna itd.",1963.74
Končna poraba-Gospodinjstva,2017,Hidro energija,
Končna poraba-Gospodinjstva,2017,Naftni proizvodi,5609.8323
Končna poraba-Gospodinjstva,2017,Nuklearna energija,
Končna poraba-Gospodinjstva,2017,Obnovljivi viri in odpadki,20566.831
Končna poraba-Gospodinjstva,2017,Surova nafta,
Končna poraba-Gospodinjstva,2017,Toplota,3307.788
Končna poraba-Gospodinjstva,2017,Trdna goriva,4
Končna poraba-Gospodinjstva,2017,Zemeljski plin,4983.75696
Končna poraba-Kmetijstvo in gozdarstvo,2017,Električna energija,0
Končna poraba-Kmetijstvo in gozdarstvo,2017,Energetski viri-SKUPAJ,3052.9863
Končna poraba-Kmetijstvo in gozdarstvo,2017,"Geoterm., sončna itd.",108.38
Končna poraba-Kmetijstvo in gozdarstvo,2017,Hidro energija,
Končna poraba-Kmetijstvo in gozdarstvo,2017,Naftni proizvodi,2944.6063
Končna poraba-Kmetijstvo in gozdarstvo,2017,Nuklearna energija,
Končna poraba-Kmetijstvo in gozdarstvo,2017,Obnovljivi viri in odpadki,0
Končna poraba-Kmetijstvo in gozdarstvo,2017,Surova nafta,
Končna poraba-Kmetijstvo in gozdarstvo,2017,Toplota,0
Končna poraba-Kmetijstvo in gozdarstvo,2017,Trdna goriva,0
Končna poraba-Kmetijstvo in gozdarstvo,2017,Zemeljski plin,0
Končna poraba-Neenergetska raba,2017,Električna energija,
Končna poraba-Neenergetska raba,2017,Energetski viri-SKUPAJ,2124.300846
Končna poraba-Neenergetska raba,2017,"Geoterm., sončna itd.",
Končna poraba-Neenergetska raba,2017,Hidro energija,
Končna poraba-Neenergetska raba,2017,Naftni proizvodi,1577.91129
Končna poraba-Neenergetska raba,2017,Nuklearna energija,
Končna poraba-Neenergetska raba,2017,Obnovljivi viri in odpadki,
Končna poraba-Neenergetska raba,2017,Surova nafta,
Končna poraba-Neenergetska raba,2017,Toplota,
Končna poraba-Neenergetska raba,2017,Trdna goriva,319.859796
Končna poraba-Neenergetska raba,2017,Zemeljski plin,226.52976
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Električna energija,23206.4064
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Energetski viri-SKUPAJ,54134.722814
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,"Geoterm., sončna itd.",0
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Hidro energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Naftni proizvodi,3935.861492
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Nuklearna energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Obnovljivi viri in odpadki,4893.078694
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Surova nafta,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Toplota,2150.869
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Trdna goriva,1584.158428
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2017,Zemeljski plin,18364.3488
Končna poraba-Promet,2017,Električna energija,837.864
Končna poraba-Promet,2017,Energetski viri-SKUPAJ,82069.11715100003
Končna poraba-Promet,2017,"Geoterm., sončna itd.",
Končna poraba-Promet,2017,Hidro energija,
Končna poraba-Promet,2017,Naftni proizvodi,80037.21229000001
Končna poraba-Promet,2017,Nuklearna energija,
Končna poraba-Promet,2017,Obnovljivi viri in odpadki,1048.603291
Končna poraba-Promet,2017,Surova nafta,
Končna poraba-Promet,2017,Toplota,
Končna poraba-Promet,2017,Trdna goriva,8.64045
Končna poraba-Promet,2017,Zemeljski plin,136.79712
Lastna raba in izgube,2017,Električna energija,-7876.580400000003
Lastna raba in izgube,2017,Energetski viri-SKUPAJ,-9652.950400000003
Lastna raba in izgube,2017,"Geoterm., sončna itd.",
Lastna raba in izgube,2017,Hidro energija,
Lastna raba in izgube,2017,Naftni proizvodi,
Lastna raba in izgube,2017,Nuklearna energija,
Lastna raba in izgube,2017,Obnovljivi viri in odpadki,
Lastna raba in izgube,2017,Surova nafta,
Lastna raba in izgube,2017,Toplota,-1776.37
Lastna raba in izgube,2017,Trdna goriva,
Lastna raba in izgube,2017,Zemeljski plin,
Medn. pomorska skladiča,2017,Električna energija,
Medn. pomorska skladiča,2017,Energetski viri-SKUPAJ,-6245.008500000001
Medn. pomorska skladiča,2017,"Geoterm., sončna itd.",
