Day_of_year,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
11,267.2915360593856,266.66538725023565,272.14349288266965,273.70226479939623,268.5012229736636,271.3329611445937,265.84827871751565,273.5297567296199,272.5102108301561,271.4980612679057,274.05878843906396,271.7553208981707,270.87542859302346,268.5173833461407,274.43019223944793,272.71528293245626,271.7173542986402,272.7385685180305,273.8737761796949,272.4824530981127,272.447991915138,271.3942689001686,267.3198441212395,267.5388072888959,272.5219322355318,271.92552499983583,271.9549836988157,270.775221392907,270.41570286792887,271.85860732705123,272.4574253103121,272.05363103250033,271.8977896011693,275.03457378629577,275.49624238689694,272.84746401106526,273.0250861162697,272.40360232109083,272.5456343559018,272.8062696677389,271.29293320388444,271.44299334365314,274.36430677660076,273.18409532095615,270.5955210457634,272.6803621065221,269.8680704701293,275.91579207315726,273.3510428545304,275.37365008142126,272.0423903976383,273.05981523562696,272.8364602883056,276.1573175508067,274.15850772352564,271.84433051386316,272.22488321221743,274.87908078643045,272.44925808034657,271.6945075619967,275.59383825596365,272.0878138115247,272.35029636044726,273.255382446443,272.05121911759636,270.6218485693913,276.0689771154339,274.1956587635504,273.23963813412934,271.52035473073516,273.1821638237984,272.3811931313462,273.9755749055046,276.51245850943474,274.7061227010348,274.9994343793307,271.52189495764947,275.8473026617178,273.7158080618539,275.96227108865986,275.2543722107011,274.5359050146218,275.31823035196476
12,267.3695334859033,266.5517204063387,272.10673750644474,273.6436702027547,268.44406691074573,271.41777098223963,265.9125853735341,273.6026268694871,272.4262993432935,271.5816033496833,274.10144025009686,271.75256968526696,270.8935087251282,268.40097771957676,274.35005664544826,272.526163101998,271.7682072822664,272.7515807694976,273.7483821450386,272.42670251141584,272.44201206048535,271.35162821092644,267.30118511724294,267.5646758302013,272.43944775010925,272.06127569223463,271.87765907008594,270.88219574090067,270.3352404061663,271.8649831405454,272.49433418520863,272.08158746874096,271.90268962871335,275.23478836630414,275.5363662931387,272.8184199098681,273.2354150862692,272.44211603062854,272.46230632049196,272.81187705143805,271.31507495753453,271.3960407476758,274.3680316528987,273.25927457292323,270.43450513393157,272.5792517130893,269.94939377389073,275.9917857172911,273.3434237223205,275.4228738445653,272.0288450314048,273.2071279980346,272.8297902284024,276.19325178738853,274.1309586244754,271.7790866000355,272.2384988496964,274.87889290898227,272.44872291311594,271.669846716324,275.5611597408313,272.17426137455175,272.35204350782976,273.25203515943133,272.08624595972407,270.6276142109137,276.1249487140491,274.16054358849163,273.23713165193413,271.4671392067985,273.2570827976402,272.13436421430026,274.0302032817056,276.56686451396007,274.7206876545506,275.0265141054581,271.4710411402096,275.6783562588462,273.77684460351725,276.1080916325752,275.2073744220261,274.64366408384564,275.3688728938638
13,267.4407626677582,266.39214824918645,272.0498669669627,273.5657665225426,268.43311193401246,271.5066240847036,265.93778742837924,273.65429092285365,272.3419171237505,271.69861039959017,274.16963556906217,271.80297365385024,270.8309877130253,268.34731246223464,274.27967102640866,272.382962297822,271.78249470412914,272.76929248426586,273.58918583257804,272.45587214645894,272.4822829873084,271.30799801583146,267.24467132170696,267.63396231614024,272.39446170994495,272.1602862223,271.76301780594855,271.02632079539353,270.3065449673371,271.8532562319999,272.5333797138947,272.1087701772631,271.86103614912963,275.42376242048755,275.63515701710855,272.78744776221873,273.4347584978178,272.5439487375498,272.3792194111501,272.86390834197425,271.31909656885443,271.4325331775718,274.34828312389993,273.299294355087,270.2224330316827,272.4794518950608,270.0540385621092,276.09873124098965,273.3378198021548,275.38242300642094,271.9623707293863,273.36753916409697,272.8419313242377,276.15299140510064,274.15704187919937,271.80413556670186,272.2623093979055,274.9296413452098,272.38826648765075,271.6609004735446,275.52751683687757,272.3822074720167,272.30079637409614,273.1846211494744,272.18052310951623,270.5759452701166,276.19791140722697,274.0995238898631,273.20054964480056,271.4634319432095,273.36201032563986,271.9237727854321,274.1325308121067,276.6113295873808,274.6432709343146,275.02395760727416,271.49078299869956,275.6313657692472,273.8388376704982,276.16972333756553,275.08905854130956,274.6609531449089,275.5030545799509
14,267.64839677782606,266.22660581982404,272.0189503641277,273.48154270192964,268.43162984956257,271.52115861043654,266.0111474016726,273.7026627722184,272.30582816984634,271.84065971999877,274.23205248274286,271.77655982409976,270.75455500830014,268.35942123175766,274.23412894801766,272.18610834584314,271.81445120081474,272.7921343206508,273.3673994682476,272.51133319458677,272.5247412509606,271.42704449686096,267.20595381529506,267.72155535947684,272.30712519898645,272.22793567556454,271.6585594584532,271.11714255744647,270.35812907722027,271.8818063435308,272.6031365220213,272.16724730880884,271.86296846727305,275.5135790779592,275.7372848683919,272.7341384663207,273.64596555051605,272.5720869066737,272.3646282374032,272.84387344289803,271.2214339049036,271.46262801219655,274.3228327465338,273.34234885960984,269.9729852471947,272.3653375369854,270.1052931745096,276.1723182168314,273.3552674673946,275.300325987769,271.8777371342817,273.53165981297536,272.8543612659354,275.9671080285834,274.191084205528,271.83599206989385,272.2940070147071,275.0356104603431,272.2964648021876,271.6639548354211,275.521258244749,272.63078588395126,272.21274320675377,273.0903688216721,272.2819241318897,270.52241108827405,276.2576502911831,274.0889060945259,273.133771449791,271.4969709924711,273.4856691043785,271.69810586538875,274.10352443776844,276.6879892048589,274.5194938566666,275.0409041761901,271.4842665400912,275.55171773813515,273.88848752522483,276.2180678378438,274.97904754677154,274.6421673884157,275.58262909435837
15,267.9287337134395,266.0628661083143,271.9395206382466,273.4226332829248,268.4907703888722,271.5614160294791,266.13276626182835,273.75800750976157,272.3259368293573,271.87480582405215,274.2595021655551,271.727610180387,270.67659466724626,268.32243650547844,274.1562592360892,271.9321549661323,271.8587464584729,272.8566674276178,273.1913849171995,272.55167172445175,272.55744682013767,271.5782284890969,267.1955049249393,267.7751986041396,272.24178524265875,272.34558800741024,271.5903344172398,271.2416487601987,270.3906687431448,271.90937332467604,272.68473822973317,272.21108208327996,271.90125326290513,275.62064587664037,275.81842650340957,272.7182760475162,273.82654092090377,272.55768993453046,272.3850420342117,272.7966513968456,271.08245677715496,271.4623460677453,274.30151400540046,273.35614467779595,269.77371908527005,272.2443043603372,270.14993821056316,276.2272267159217,273.39752770672834,275.1766161539816,271.7906072808194,273.6838723591968,272.84947361731645,275.77353060491055,274.2927077022006,271.8376165953641,272.2887790033726,275.17723381744804,272.2181991185897,271.6828143138653,275.4930973958949,272.84075509544783,272.1105603879117,273.09180466153634,272.3498284883888,270.5015945338361,276.3167787466093,274.12510708732333,273.07286867748644,271.5140657364796,273.58516681249426,271.47458085857454,274.0278404976651,276.7730366152442,274.4338711020625,275.06598346801604,271.4651597268745,275.4220186468432,273.9768095782145,276.29091790204495,274.9165269451614,274.6388411391628,275.6202592308555
16,268.2371453521331,265.9050361598024,271.86730170680875,273.39285116688757,268.546291458752,271.55541722801564,266.21582552704206,273.83748041435973,272.3584101622022,271.84851022907145,274.2877202011949,271.66798481053297,270.6676337365194,268.3081239024447,274.06970470118995,271.6054277327844,271.89399332477046,272.9653991083479,273.06065271801685,272.577698574892,272.54212441751065,271.68412687118035,267.1051028020345,267.84132328169744,272.1623504497565,272.41593192294147,271.5567343584777,271.4351241635695,270.41712685481195,271.921295640648,272.73082755923826,272.25526001694925,271.93647532004076,275.77678726279674,275.84747086116477,272.7186946989158,273.9393523105206,272.5016592249444,272.3657611463691,272.7519302528513,270.9588750171381,271.44641377536027,274.1687115111638,273.33407114292703,269.64744604430615,272.1213847252941,270.1829028135591,276.26577565087746,273.52124965005487,275.0975272397927,271.6869421466252,273.8163783493138,272.86275699931366,275.56741444610554,274.41844375437176,271.7814676125243,272.33226510264785,275.3715154672681,272.1502714409654,271.7326147553299,275.5115286148411,272.9640060751916,272.0100414120585,273.11600419020846,272.37425004238344,270.496853969938,276.37362103905184,274.14274449005705,272.98608263744535,271.54954095225514,273.7065374014407,271.3344377130458,273.9785462195456,276.873777731871,274.39848569442665,275.0951913430341,271.4868707195858,275.3412332169996,274.07200665532065,276.23098368762976,274.832239639263,274.67494466556326,275.6037081974602
17,268.58686966513227,265.76768984319585,271.7828443927292,273.39633722613974,268.5736592482398,271.54265200345145,266.28540328331684,273.9309915716581,272.4345642833862,271.8825437682875,274.3300704154311,271.57502568915595,270.6720485358541,268.3409653319286,274.05982516442293,271.30885066080117,271.948180215907,273.08134716365856,272.94871556272824,272.5672636926049,272.5632770758008,271.81712453552734,267.0591643158254,267.94696568300265,272.0260796757394,272.4496254586232,271.53843272699436,271.5698810655964,270.42842717148665,271.8824461094719,272.8174223352651,272.26566685744325,271.9663627146672,275.83329830033387,275.8233085077518,272.6956136734759,273.9801987354973,272.4839260106129,272.3492584869911,272.73744390871707,270.8671863839726,271.4858261050673,273.88139409325413,273.2465023571526,269.4396819234546,272.02825786627454,270.24836449384594,276.28496871890513,273.69337602561643,274.94879663506697,271.64296967745736,273.9315191704268,272.84942148472396,275.39077627944465,274.49393449344774,271.70808252219945,272.3339864787759,275.62671907993365,272.10062643518563,271.83777300596944,275.5613467203263,273.0664927357132,271.9338014337284,273.1516269781651,272.36851378958386,270.5662683500568,276.3576898883501,274.1447874360247,272.89730693854017,271.6152967763278,273.84948799739425,271.29249091066197,273.94531917050887,277.0442310540102,274.35510879907855,275.12068278251354,271.55968607148486,275.3381115214671,274.15768300489805,276.1275312528735,274.799198581973,274.7178362557346,275.6293639238766
18,268.9094368997569,265.67961048127825,271.6763769777546,273.3378929211944,268.522436923668,271.4766074746234,266.39644048433433,273.9613209131537,272.5137608621541,271.9528350765939,274.4134784584639,271.4918845177899,270.5926306372984,268.37229710980193,274.08537221285616,271.0018169632375,272.01361107074604,273.202583739516,272.8432141272347,272.54920992183804,272.5971860689193,271.98582724675055,267.0854468520022,268.21068582939677,271.8702215168245,272.50188036514163,271.53608383557133,271.68223144608226,270.34436689379237,271.7620081474622,272.8937880398597,272.3210419458018,271.9890440355183,275.9225592659321,275.7297661273406,272.7083681610864,273.98816111670067,272.52075655834176,272.4075724732831,272.7526473453838,270.82544381461156,271.5496374629736,273.6720983465964,273.1258639848347,269.227668637135,271.966028304098,270.3133249110462,276.2623863268319,273.81229567718185,274.81745432805195,271.6135618539356,273.9602586217867,272.82348938116564,275.2046855527245,274.59426491197394,271.67277378693205,272.2740416300302,275.8202529272246,272.1130661389165,271.864484468695,275.63290760606316,273.1618044686047,271.8469565649301,273.1716275497764,272.3474775958132,270.6752348326995,276.3553624451787,274.13401251171956,272.8577776953371,271.7764807208439,273.98251218342796,271.29983898930914,273.92114632387234,277.1313642812106,274.3076672163166,275.132404072438,271.63008051612087,275.40151219410075,274.254348466255,276.08174577787577,274.79518897756907,274.81628492370584,275.75000257840827
19,269.20286343908447,265.625045795609,271.5378922233566,273.2207885716532,268.4554431557706,271.4205793177896,266.542243242364,273.98232574270475,272.6047274127333,272.0427621566433,274.5213031167491,271.4126287895674,270.574791721057,268.29681995547384,274.1631554390714,270.7813686773325,272.11430553229434,273.1814099408439,272.75376411684925,272.55778598985836,272.5745635896533,272.0950755070819,267.12191738467,268.4212509738943,271.7419075823572,272.5332991546721,271.5215150208571,271.77270876614676,270.2446192211842,271.7076907195981,272.9815138519787,272.4423914713337,271.95956370869624,276.03155653553887,275.67548855576706,272.7679844103024,274.00934410015043,272.5760443656572,272.48576501218554,272.7743220992728,270.77163189586946,271.58534436348157,273.58912307848294,272.97359856200245,269.00938399492475,271.96562591847777,270.28704459409647,276.2440532798174,273.8663605108337,274.6957051107592,271.61327490660267,273.94813993629566,272.85003023279876,275.0416652171138,274.65493488351854,271.6371479331069,272.1940798156148,275.8542269578046,272.09891315346357,271.80027452222737,275.7146822467177,273.3240632373478,271.76005099450106,273.18313530644934,272.36226570350675,270.7892439763252,276.3762322995482,274.21659342447913,272.7693644744501,271.97860732525527,274.13554039177853,271.322325787859,273.8964962792928,277.2012582324342,274.2041197139809,275.1525371434459,271.7054538414127,275.47367605535663,274.3459895977006,276.04537630341747,274.80786185406896,274.9259871378222,275.88022658743745
20,269.49316857792144,265.5849107547486,271.41542410479724,273.05885043631287,268.3996196167967,271.37249952126274,266.69269138767515,273.9557349007388,272.73335274451415,272.09056941157087,274.6557761629673,271.347376101455,270.63456690797494,268.18247391266607,274.183097772009,270.66456896480065,272.20589249151107,273.1131530607784,272.65327562009054,272.6355896124373,272.5486468026096,272.1848838264174,267.20207638959016,268.5654524057139,271.64299371053113,272.5508463772569,271.5020632140523,271.84487679647066,270.253716127669,271.7305588018699,273.0894778212763,272.4926175040926,271.9569266128059,276.06144732955926,275.6648059538704,272.83511389739976,274.063070354165,272.5814016309292,272.5330597796126,272.7780897822787,270.7025148023723,271.7155576355571,273.53242243173094,272.8497159748631,268.7924955543624,271.981164894569,270.3129360973459,276.24968394615814,273.9224926249828,274.6713660786562,271.6724341874766,273.89684566002325,272.87381592053435,274.8644138510962,274.69692115735586,271.64751904789466,272.1374292746468,275.9129057696207,272.0977339229447,271.84529591608873,275.78322169980163,273.4367890135487,271.7265250040433,273.17438421453835,272.36274227288254,270.8918068345829,276.4396356019016,274.3132146167475,272.70917942324525,272.26338082273855,274.17262045502315,271.41758926218426,273.8895405548468,277.26074872972987,274.08900849966506,275.1989810361538,271.77809366913294,275.50303110489085,274.4069035046238,275.98265649732195,274.8503847190341,275.046596018794,275.98806645961406
