Day_of_year,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
57,274.1494989318976,271.52196939796295,275.94031092678614,272.7567427812779,274.36507378249877,275.01021564061926,272.8301449455399,274.34214692278135,274.8523590228998,276.09674673894216,276.3054367649099,272.67941503536804,274.12952704347447,272.2821386400618,274.3937953261079,269.3958048489776,277.4286695546891,273.49504751916595,275.79104818221447,275.8736341876511,277.2010708424463,273.01325383933965,270.9961762847195,272.9735003387592,273.2383720458882,277.3780156087856,276.6818805067617,276.31975446062063,274.0070893526979,274.15115246125356,274.9563607740623,276.9082273055947,274.59992718626444,277.98793607682126,276.4287724216328,272.6860872118751,278.94666769084637,275.4509048493984,276.29752106444084,275.67863609952155,274.9470148010382,274.1539244168744,274.9513610865499,273.9301610676468,273.04281376329175,271.84782655322283,272.25181457083386,276.37462302645304,278.0102049164935,279.5610494721883,275.3777445103251,276.62945624628503,275.3059470460113,277.9682480955184,277.30909877166175,272.3447635581685,277.19669929879615,276.7985684113023,275.44309445317424,277.0064063310724,278.4007740124979,278.8434443624143,274.24824987654426,274.98145698589053,273.1981578055627,273.96969640410316,278.59538456971734,276.99710660263383,276.2799185664276,274.9588659478116,275.6931036892635,274.8818394908288,274.37778654094507,278.5446542336591,276.2776650376258,278.1900694287089,278.1838393914895,274.2030461340604,278.29545759383046,278.82786218195014,277.2491508827033,277.0218392204166,
58,274.3500523096176,271.7442563326733,276.150228698397,272.74481637320537,274.56959348328235,275.24247964263316,273.1472295734651,274.3331539223003,275.03238606462963,276.24535762086145,276.28748491182205,272.70163016461584,274.3596128164695,272.56840461900924,274.3951211154035,269.4395376031466,277.59754328749773,273.7936949375148,275.9267800817373,275.9025736003425,277.4020389847116,273.04656042136685,271.1914708384851,273.1592371821554,273.4129745913133,277.474508906874,276.70551140020757,276.54471453762494,274.03771118318,274.11836783371837,274.95411056768705,277.1010373128768,274.8503620777876,278.14324155841973,276.396754479298,272.8601349377242,278.9368232127347,275.61235888538465,276.31649835433416,275.8831629582743,275.1892740731482,274.334671001266,274.9474683186746,274.13874421153764,273.05510575373467,272.0342632099679,272.343601760768,276.37768648331183,278.25599497874884,279.63034899127535,275.42981491313355,276.68605394912595,275.32141980447403,278.0634191191562,277.27929384761524,272.40782884531234,277.3239395507197,277.01038124883013,275.57176529835033,277.22641306777325,278.4171185936433,278.85671001625144,274.41258360969766,275.054810814619,273.4383271431011,274.2254294499273,278.7670709739066,277.0417195047937,276.3880590219967,275.26241044328714,275.83601663532556,275.15248894901924,274.5161918906316,278.75653550804236,276.4331543430555,278.26454338981307,278.46970144546844,274.2849590979789,278.45705153091257,278.91475587374225,277.4306594059717,277.1989004256195,
59,274.5932243767282,271.9710978780188,276.3011086180512,272.717415000271,274.8356678831623,275.50151104985196,273.4593396309094,274.36473281687176,275.18100275758843,276.4377216661413,276.2957295453463,272.85817537311743,274.5747350473873,272.9030371493981,274.3827061951787,269.52057109895304,277.7024107296059,274.10262034008514,276.0529376844139,275.90710095168663,277.69166203835977,273.1842980659424,271.43118491379244,273.3032951595503,273.55488588349965,277.5365413042015,276.7636499777718,276.7367043930125,274.07383079576914,274.14779654106405,274.96678953744026,277.22033824816435,275.0355185869112,278.2738032876167,276.36053893966,273.07602609872515,278.87255185910163,275.7711385219425,276.2497223528958,276.108478304016,275.4612710639277,274.4231922459131,274.9604474869833,274.2838432244665,273.1788520059349,272.20488439802864,272.4245632792181,276.3764110435303,278.4921550582367,279.652219781158,275.47983646913957,276.75223576215797,275.3502671384872,278.2081708423026,277.27513237368316,272.47555122519805,277.4306245782186,277.21699368066777,275.7071458031621,277.389705200965,278.4819572740565,278.89413039090005,274.56332580899937,275.16621005750596,273.69866636772525,274.4067612945056,278.87965511724497,277.08771589615105,276.4675864708329,275.57327434704956,276.0158969130322,275.406731764676,274.5912357056126,278.97158405549294,276.6121413113441,278.33441036395936,278.77202607163264,274.3639059303287,278.57402399679654,278.97500774548706,277.6494019914445,277.30423640683705,
60,274.85984936297666,272.16962494755956,276.44827587356986,272.69825076936627,275.1598485214663,275.7584555370561,273.77761870324485,274.50540989815266,275.30507958481525,276.67850303569725,276.355758173118,273.38764846500305,274.74162273880006,273.222934063867,274.3295861493143,269.8684522348976,277.8590601519809,274.36040676096104,276.1898504179433,276.026428517698,277.98939967626484,273.43657219635435,271.6913234843783,273.69497549819465,273.63262206979937,277.6222613969236,276.7915482009946,277.1075192387739,274.0996938210768,274.27588503798705,275.0124835623268,277.5756173504657,275.2222326085466,278.4057720452108,276.3592821773034,273.5509275650467,278.7933221202079,275.89135593383844,276.29326631883555,276.3424501487216,275.7587830846978,274.5579156927724,274.9960405911754,274.43947615108357,273.3360270259259,272.4019801944381,272.48343293172763,276.3699443443526,278.7217969088657,279.71321633825187,275.60137917004295,276.92985827785526,275.38702087274066,278.38415592766046,277.24905013236344,272.62449619698896,277.5502962526929,277.40823486122883,275.90100420919373,277.5735870528091,278.59929860625357,278.96028816444425,274.7121185905646,275.52332337015866,273.9311501758346,274.5704882935648,278.97162223132835,277.2959452080296,276.5522153196138,275.78139689230227,276.2366447689254,275.89117270009064,274.6341242042596,279.2043571969249,276.776447182295,278.5610891232325,279.0726368003355,274.4285924846558,278.7403582668746,278.9583454813562,277.82840206984866,277.3983968227237,
61,275.08975087599174,272.38213177456885,276.60383282052516,272.6620716866248,275.5172928966059,275.9510850172777,274.0658620519265,274.5729499550716,275.41317274391076,276.95094243515035,276.4214425457782,273.6458579372488,274.874561439697,273.5040847887358,274.31116444867115,270.1467655305354,278.0575184383128,274.50380598712036,276.358110977051,276.1420402767379,278.2189970653866,273.6415186557714,271.9620077318382,273.9249669732843,273.65009648121423,277.75448879067164,276.8325373876892,277.3009251662291,274.1978137227556,274.3982949691843,275.0658818582067,277.7817405133049,275.4061897601737,278.47880584344784,276.3777318299443,273.8080267439173,278.75429839895475,276.037845324548,276.35452985021936,276.39255439338194,276.01602871972204,274.6661452124629,275.04252972789254,274.53526641601974,273.5354380405165,272.5619075305325,272.67942400207136,276.42068112001743,278.93608790458177,279.79903970841053,275.74346353627897,277.021989755843,275.5399512170292,278.5470357977477,277.2326779070899,272.75548433846615,277.70179293786043,277.61087465867524,276.1857234125831,277.5969674429908,278.72200365615726,279.0475572776073,274.8399966072766,275.7012383491866,274.1514767762642,274.75663643797293,279.089949580189,277.4199542911076,276.68927531745464,275.91081248696685,276.47944226130664,276.0990183166017,274.63062630485416,279.4300748513195,276.88974522401827,278.6573934406731,279.3640710510793,274.47356411908646,278.94336444202116,278.87711460262653,278.0125052927923,277.4591509709593,
62,275.30447550609665,272.64116559343313,276.652046501862,272.62190886052935,275.797457104523,276.1346920954675,274.3571991697987,274.6043710407964,275.55244726090433,277.2316744701359,276.4961882659797,273.7118791962632,275.02902747623654,273.8001365581447,274.2938339278296,270.4655300619824,278.24799476806334,274.65714940267134,276.51587769683545,276.34996914633086,278.3571829681589,273.7534625200526,272.1733949524157,274.15571914294424,273.64709779243105,277.85964669495786,276.8809329814999,277.4725812709146,274.2491467521189,274.47003738255796,275.0897194476326,277.94222700480606,275.5811444315002,278.53368596721964,276.371714222777,274.0757447700132,278.7930262574833,276.1874029954074,276.44847393637195,276.45148438834104,276.2636874737285,274.76950886531154,275.109884165074,274.62223010967136,273.71977225548585,272.69948610912706,272.93240126825873,276.4882275267478,279.0554218075766,279.8842910696048,275.9673276743302,277.112049463568,275.7036288414947,278.56510872057174,277.3450419621189,272.9255854833923,277.9010133939713,277.7973769301374,276.4566309424998,277.6530410875639,278.86066506358947,279.1439446813672,274.9423583881752,275.84350242149736,274.30917561079286,274.9474405206116,279.22575403432376,277.4850644355764,276.87087534214584,276.0314644825163,276.73543732985075,276.31188651842956,274.5936541884023,279.6138165583376,277.00243028445925,278.6942310694037,279.584961989388,274.5561507402623,279.1479090674177,278.798127798535,278.2336257222622,277.4937560701631,
63,275.4805999794344,272.8535193450915,276.64906946657686,272.60686033360344,276.0146546718602,276.42940565817196,274.6479154428848,274.68100142348663,275.7468560480581,277.43499964954174,276.5918362310024,273.7585674733262,275.2105882988601,274.18098960898914,274.26199930903795,270.82077743446894,278.3810247266528,274.8477804369163,276.6798670136563,276.5913290542532,278.5084863111922,273.9519833167494,272.38837884724165,274.33316553155134,273.7565688862426,277.96224639494915,276.9154134191551,277.6334448514139,274.27358199348464,274.5314512184659,275.1314024442181,278.1587961075836,275.65578557864717,278.56852639428007,276.41475831104356,274.33224247422925,278.9075489533253,276.3664185827447,276.5558756843942,276.5136276700508,276.40177133054283,274.9244225571365,275.15598164029666,274.6779094117186,273.855209998395,272.82920737986103,273.1950986588788,276.56094278253,279.14850045934156,279.9666420935382,276.26961030194417,277.2741561062249,275.8096838137742,278.5976537229034,277.5243760662552,272.99756779135555,278.1216475048602,278.0816762121649,276.7295573917243,277.71413183993985,279.0495962725812,279.24577460463377,275.04273657780726,275.9969201105991,274.4185701092034,275.0816200387834,279.3250362593469,277.50149155144135,277.0824810090612,276.2575506953544,277.00599641547376,276.6060240698643,274.5913578144088,279.8053076264236,277.1043209221845,278.7487009055678,279.7884064297959,274.6320927649198,279.28277185094515,278.77208687588666,278.3664228287802,277.53191043169073,
64,275.6779869820401,272.9791893977085,276.6662483744483,272.62621332708153,276.14988969543896,276.67916989416676,274.9676130374172,274.7554786428778,276.00765599959936,277.61722712538835,276.70095400591765,273.8595506652857,275.44380162973874,274.54714429614023,274.2605791705253,271.1265273733568,278.52711346350884,275.06102736971366,276.873606800081,276.8034378058172,278.6917976677643,274.1583189352965,272.63959634339125,274.4856512607672,273.95249049349866,278.06868782059496,276.9777223347315,277.70843577695626,274.26417484419744,274.6147613332972,275.26799064466263,278.40908555635735,275.735610583491,278.5988176112518,276.4668069833865,274.5522995091327,279.0711896462619,276.5415371048596,276.5750620690851,276.53494641118414,276.5171178598873,275.12111680173933,275.212564026623,274.7282060364206,273.97814237154455,272.98351805768334,273.49302346869746,276.6450525887527,279.2960429438126,279.9910936135111,276.5671883607522,277.46038323202373,275.9191037755696,278.65022003956335,277.68735088847075,272.9937485273569,278.29413129141875,278.37482596385775,276.9514874926932,277.80711248653586,279.27312215169275,279.31704642643393,275.2043593263566,276.1306599652682,274.5548801494276,275.2274690478125,279.4325915701803,277.60372486090455,277.2970180952434,276.50577817438227,277.27058176535326,276.98675145858374,274.6014267551443,280.02733613022644,277.1993234256778,278.86962830333863,279.921026318852,274.7896511467528,279.3403628823536,278.76888583978223,278.4153543466678,277.5517696013417,
65,275.88114243547875,273.1349562476192,276.7431800332376,272.7117320474029,276.2686210847192,276.856861565082,275.2267147158815,274.8162372937068,276.2800512325869,277.81954586611124,276.8603613886727,273.9783479643249,275.6891681018523,274.9114272769833,274.28348060534154,271.3177585994661,278.67053037934465,275.26913019848155,277.10788834881714,277.03007719625987,278.8812265223743,274.30730260886685,272.93261834201115,274.6140369416887,274.19573729596453,278.1887974909445,277.0385295519963,277.853732365227,274.32012564878397,274.62590103181486,275.4616105286902,278.66051935658527,275.81162372603546,278.63742678603387,276.586291768161,274.7664196243703,279.2335201742871,276.69609890168533,276.59123433302716,276.53361188608744,276.64171117692,275.3432964053962,275.29008161264994,274.78540101919225,274.14410136135854,273.14741212733406,273.7692403388454,276.7070654107022,279.4213645521359,279.9820714167258,276.85061930928623,277.6041374318787,276.0194280880146,278.61321720028684,277.84180521313607,273.0631631127222,278.4443405427167,278.61193152383976,277.1219056663818,277.9388396947411,279.4091259385919,279.37908694382327,275.33956824515536,276.2209205964174,274.6810883325206,275.3944331806916,279.50073601368746,277.64974427834534,277.4938424917368,276.6490895037593,277.48181874554615,277.3426391165414,274.652670104647,280.24900015485844,277.32068329049844,279.07792506432423,279.99222355923166,274.9584396253268,279.38142208373563,278.81758009280014,278.42229168873064,277.6353746937723,
66,276.07663166548036,273.3479958173857,276.86306703686967,272.85373945905667,276.36192290348987,276.98431767210735,275.35577161675894,274.91405203243227,276.54891242996996,277.9631503771814,277.00671252025785,274.089726438839,275.94097978640826,275.23897722780634,274.31729254255583,271.5189695867384,278.81082925559997,275.4426865002447,277.37211222125484,277.2797523424774,279.09824004780603,274.40957204170115,273.21480385522574,274.7398331823746,274.4067930692181,278.29523668453544,277.07204045684165,278.0639686023252,274.4722815469916,274.63556063420737,275.62363978061626,278.8623365006962,275.94182896784446,278.69508817848316,276.7599054363005,274.98833683329804,279.3804376320761,276.79760779388414,276.60960012967473,276.5250836020009,276.75414514401325,275.5913976578714,275.40952874753293,274.905615313908,274.3420976251552,273.37553117775326,274.0084315103962,276.77426727282096,279.523367292894,280.0094059947761,277.1158308531868,277.687340023238,276.1108578156403,278.57924913468105,278.00987153215635,273.2598908509764,278.6088561626882,278.7991070035828,277.29118830138464,278.0025715324848,279.47391355112853,279.39993635051735,275.35734012278255,276.2272441105564,274.8697668190211,275.51282008949977,279.6358070966826,277.68611866589004,277.67275766225964,276.7669132676832,277.6639169546274,277.68840612449185,274.720187315073,280.4744668057006,277.3835429078945,279.2908447060379,280.0617104939625,275.1259823863674,279.4829363251695,278.9375653453312,278.29247527344984,277.71767067317955,
67,276.28195050605564,273.5727112791327,276.94442547625385,272.9949934752161,276.4391119797824,277.0616586948954,275.513319171843,274.97549357660785,276.7246723856531,278.0477786358789,277.0809544502762,274.25456201233453,276.17435220892366,275.5578904346339,274.3979276165636,271.6797738510203,278.91666431916065,275.4955516043908,277.62610644500467,277.577264311936,279.3429241781728,274.5280564425622,273.43685646265584,274.9129778367724,274.6133091122025,278.42513660945633,277.09111244230525,278.2395783945912,274.66083896375596,274.63439284617687,275.78861548610973,279.06257986651593,276.0941208418101,278.78750362773064,276.89649565072557,275.11544395725787,279.5188571052824,276.88369634242656,276.6180291514579,276.51189918726516,276.9254004537383,275.8418548699435,275.5765533126568,275.06896204264945,274.51240284916935,273.68466194220184,274.2362993135328,276.8122678406352,279.6473025642257,280.0831049838553,277.4351273192333,277.74302207045616,276.2054955320932,278.58360794022485,278.162702434551,273.5291800256435,278.6305344827339,278.96930540965957,277.45004653449615,278.0068748958374,279.5025270581496,279.4134636678932,275.3528395432693,276.20227102092855,275.1222637316017,275.6653729599531,279.79593436845266,277.7605919086317,277.80847542543484,276.86405295091,277.8794329764714,278.0185430012816,274.7500034891893,280.6770172952954,277.48366007538294,279.4665663832624,280.1367558354638,275.29242120384424,279.61039506191463,279.0568512976295,278.14237046692745,277.83663019386347,
68,276.435582754641,273.8426504435786,277.03750394842814,273.17048514816327,276.5148649083411,277.18758453587213,275.73372041783244,275.0606512171524,276.8285721678251,278.1283864890793,277.1196773700626,274.5190741020674,276.4046190862347,275.888403733371,274.46275294313114,271.80119888158146,278.9262902098275,275.47838696114604,277.8566615396109,277.89099654734457,279.6122566085245,274.6340499563646,273.64622918955166,275.0731667209543,274.8530262790341,278.5262476186283,277.14299241491307,278.33569058854823,274.8779689280513,274.63899805005633,275.9540948919912,279.19324237170866,276.1702009331734,278.86581329820336,277.03377973918106,275.24140955190194,279.63061862094105,276.9754113882417,276.6629100156562,276.5401913040373,277.1530183950058,276.07006177866145,275.76877213326156,275.1954322484623,274.64716356108295,274.0167540092837,274.4492764627297,276.8089660413629,279.7684116307404,280.14958564851304,277.7995081577245,277.807527020179,276.2806105419286,278.58558309073203,278.2286057153536,273.8135051558929,278.65002615865717,279.142585167518,277.5481418450874,278.0552361878391,279.50401905856745,279.40025290464746,275.43954953950913,276.18359344213036,275.42776666282856,275.89763868090586,279.89468848159106,277.7767152726124,277.922945514052,277.0126066075598,278.0889811762345,278.19956684794033,274.8162720958041,280.8796749106973,277.6181677569357,279.5390506470188,280.27017849460776,275.48573598905796,279.7736552023196,279.20586361590426,278.0495247313735,277.97905158756066,
69,276.57095044437904,274.060406730174,277.06588240980653,273.3231039796872,276.63485894798487,277.3369001698825,276.0138649477484,275.114189837449,276.8815373296044,278.2600118694009,277.17925835537676,274.75407917011484,276.6484725201716,276.1654899760724,274.5660460168647,271.98932077825543,278.92568412995627,275.4567508962085,278.14161964984146,278.2187246777221,279.8418299581585,274.7085076773452,273.87989111215245,275.2427325062313,275.0893099168711,278.63994669904224,277.3000387069105,278.3663222580309,275.06739738499635,274.7174794091653,276.13549748244736,279.24244622594927,276.24464256796534,278.99387920519143,277.14930057405377,275.41361531934706,279.64334228310383,277.10788968291894,276.780685649293,276.56111132833024,277.36966891647535,276.1756380393055,275.97494019375677,275.33241667713423,274.83057235839635,274.2788016281994,274.61356032100133,276.89291986030105,279.8984813329401,280.1748416831685,278.11196000178154,277.8860498134105,276.3406295744297,278.61835994455885,278.20694617535594,274.0653514372997,278.74076044724836,279.2503285097344,277.67285013860294,278.0889058379678,279.4858402927266,279.36420760409277,275.5608515248373,276.1922728260709,275.71070897093136,276.1638892720156,280.0082431711435,277.90226121528053,278.0398631791399,277.23772117098423,278.29578071584615,278.37966648276586,274.95641462559354,280.96986743851636,277.8102047933456,279.5594387623682,280.43552849261687,275.69601487892925,279.9630374146791,279.3772709619202,278.0096951100244,278.0121256638696,
70,276.6217248314516,274.26942493235083,277.1467306963683,273.49170849332296,276.7702017900773,277.44597508677816,276.2209136308668,275.17183148775746,276.9171515613506,278.375095773114,277.2815332015856,274.99655718360447,276.9247350576496,276.3518406089087,274.6707072632811,272.31432929085105,278.9313846313938,275.4461963039429,278.38284236335517,278.4897874380772,280.0431365774378,274.71513427631754,274.1228479399006,275.4191249416074,275.29935241417,278.7178607955105,277.4899138827042,278.36480964317497,275.255144694113,274.782457002926,276.3006723154589,279.3346777102585,276.3201086133305,279.14740055656677,277.2513119351619,275.60031184372457,279.59579082936386,277.277863613544,276.87963293780297,276.5965392989439,277.53503855400197,276.2330104576133,276.1905490639532,275.434346401476,275.05041101110135,274.55383159674335,274.75543447641223,276.9234180682945,280.04833645718395,280.2162265978024,278.3512947560359,277.97882526489104,276.4246873121995,278.60441256471427,278.20638324854605,274.30217677176927,278.8770852652153,279.3908384562842,277.8426995231305,278.1447287227187,279.4589624136323,279.3273446402564,275.68298781123565,276.24378903787044,275.937190090723,276.3744989549878,280.1182493680463,278.0784838862056,278.1891225756292,277.4726767746427,278.43863139527343,278.6410699485981,275.1341402776204,281.031584179667,278.0546399854521,279.5888041768469,280.65386801259064,275.8611912897727,280.1075594414177,279.54215481963763,278.08001812890376,278.03854681835196,
71,276.62374227555074,274.5000120325718,277.3236976806333,273.6578413396886,276.94282537510844,277.4718215640927,276.2732656702568,275.2218499137555,276.97958338105315,278.48409409460874,277.3364927685526,275.2657303427287,277.2047864056876,276.5526623078483,274.73548796157866,272.7014806939053,278.9459976767131,275.362536564651,278.5938115097886,278.70253855964626,280.23277066564697,274.7519383344294,274.36992083080884,275.5996967843222,275.51796648972373,278.78161604417477,277.7146432883803,278.3746531848499,275.47331849042484,274.76068224271535,276.42633292674014,279.45617692457523,276.3353693009225,279.233379131508,277.37457326702236,275.7304381682824,279.5431172073063,277.5066244823685,277.0077897048187,276.63903514834806,277.67060965577707,276.2913720097648,276.42047175583394,275.5225684737999,275.1984749112925,274.7686703438617,274.8504605062773,277.0043772264106,280.230381853794,280.26040428774155,278.5002021805586,278.0361201000494,276.49747140250224,278.62369129746946,278.2214642172353,274.57400865462614,279.03250215713996,279.5386626414764,278.0422216786613,278.2571563528285,279.4476749376872,279.319836353945,275.8203603224175,276.36835015686984,276.1514582784299,276.4962074950043,280.2285155352047,278.2646142254862,278.36750029555486,277.6366558419701,278.5903221922494,278.9246912118816,275.3372230353402,281.1070031594609,278.3099232593871,279.72515644652344,280.85780090101133,276.05232770486055,280.2027094272968,279.63075535354517,278.17805375126846,278.08202836372215,
72,276.6550194193907,274.6756474549853,277.4780723183734,273.843934247152,277.12718563071815,277.58039376834904,276.3206202157058,275.3484855481886,277.0663182121107,278.59531315678856,277.36473667807013,275.4759386150012,277.37670685494334,276.7490858324138,274.81273614884225,273.04536859384854,278.9256961497002,275.28953343792693,278.82443347624644,278.87410707541903,280.39197051860845,274.81907727569035,274.57611148123885,275.79873366033195,275.78231417706854,278.8343846568444,277.9859304985313,278.4339616542205,275.78994124974963,274.8073359357554,276.53249065051216,279.56695668243367,276.3431091949989,279.3158568566264,277.4745428110181,275.876180898146,279.47883888812265,277.66580183519045,277.12498765955854,276.68530537692277,277.79612252811467,276.3610610352589,276.6123378861096,275.6560154803013,275.30445593071863,274.86396654216423,274.93736398575834,277.14740632912253,280.4206069106062,280.3410452625841,278.5891393442623,278.1324436336869,276.58098137604185,278.6434768221368,278.2805311628729,274.781536023724,279.1052296122566,279.57319387762226,278.2333489217995,278.3877815288273,279.50066715351124,279.3141307213468,275.9500037790998,276.42629951005625,276.3250148624069,276.6217961032734,280.3788705499496,278.4216921382614,278.5319711974611,277.7602593324524,278.74504973839294,279.21679942775245,275.58832631185305,281.2100211003589,278.50733667464254,279.9111676659089,281.0262488757627,276.23326046058946,280.21657872370383,279.74788668016373,278.27233285090165,278.18100654181933,
73,276.7341351823779,274.8533140730086,277.61386411136914,274.0547374261934,277.296050589242,277.7579093891415,276.37748286602823,275.46207734886065,277.22323796968595,278.7034957391868,277.41276849824476,275.63417428438777,277.48268316652957,276.9021005458119,274.9534067905165,273.35341465658576,278.91292039342864,275.2480869750207,279.1111343467171,278.97024342431496,280.56285066352063,274.9742769270998,274.7623118608626,275.9861302931001,276.002655016469,278.9043801793936,278.282218211536,278.5275551794757,276.0197334433865,274.92022224031814,276.6436431871938,279.69206905485254,276.3630228319204,279.3596092759686,277.5626356550604,276.0472592982789,279.4424851534997,277.71082907857493,277.28834951239605,276.76184259056294,277.99236621832637,276.3874192945393,276.7493777954563,275.819387223451,275.555747315582,274.9208158899527,274.99702583816486,277.26952768384336,280.57484639357403,280.4419401216126,278.73534023546284,278.2233622207417,276.704788971268,278.7192878354343,278.3190241810052,274.8308892588798,279.1024505756342,279.5665156976573,278.4203181032275,278.51486980859954,279.52812241646063,279.3795617686044,276.1563847699352,276.5799689339008,276.4476502568043,276.76810147773324,280.5463197057916,278.5599568941454,278.68719860844976,277.8830490465072,278.79332236393805,279.4905493897819,275.84166606888647,281.29526593215127,278.70361597510936,280.13084358385305,281.22458792674837,276.4403226771441,280.2533784716407,279.9132524821477,278.33065835664934,278.28034419620576,
74,276.87357644926556,275.0588593901882,277.7911099998728,274.29718280550117,277.4672836425576,277.92499623372805,276.5148354811346,275.5769089149196,277.4489216557968,278.7952910363549,277.4675347359053,275.8742229883387,277.6227502041176,277.0455064039964,275.0617150606955,273.71114134818583,278.90988846755215,275.2007682963849,279.42761540903973,279.0885448608142,280.75028613917516,275.01907044611545,274.9205056471502,276.1622875032429,276.1659326541319,279.01730918804105,278.54452562111675,278.6463378290511,276.1802726447357,275.06784202572476,276.78070104277504,279.7996748691349,276.4386858881998,279.3037075765898,277.64701918304945,276.24518372582605,279.43104027920083,277.74417501660446,277.45881285312646,276.8663161262939,278.25407171710395,276.4306335705777,276.84080367471154,276.04278224513735,275.84633677203203,275.00319378834007,275.0568398038296,277.32969026056446,280.717254497565,280.5621806878711,278.9504012772896,278.2785323833708,276.85977816812226,278.8733511400003,278.2747006634796,274.88039597987927,279.10903903725466,279.5369114661327,278.6532585589813,278.6697513793586,279.492051280512,279.42666879969016,276.38195146558263,276.7421712598765,276.567809763552,276.98554709820553,280.7054769829473,278.712791195934,278.88267858953424,278.02213400559754,278.8478375210788,279.7576793335526,276.0691913413922,281.42819811647405,278.88541814187533,280.25791870219814,281.4151747047325,276.6653218151091,280.30616839145506,279.94302440000314,278.4825063339048,278.4632063838002,
75,276.95294708983147,275.25936168720364,277.96477081055104,274.540153115374,277.59903626283614,278.14573206987734,276.71369748718854,275.7207713052975,277.6880590527836,278.8965524270185,277.47367088571224,276.16242050292766,277.7675705437101,277.1449629986872,275.1476141411299,274.0732698957677,278.87166260330054,275.1460010709759,279.753948659043,279.1968918456005,280.89879634772194,275.0512627581179,275.07301696803,276.392231425301,276.342294943939,279.10522381404513,278.8377862828477,278.7347415701188,276.2631725489266,275.1502584976126,276.85757775966135,279.9283862504803,276.508720818063,279.310214658002,277.7307884213102,276.4148636666001,279.40289483665674,277.79469196051804,277.59800150014615,276.9986911948462,278.558423600712,276.5262234765174,276.9623592035166,276.3041799897254,276.17027731050007,275.1716344896712,275.11786138815955,277.381165243488,280.81721572908043,280.6911267941617,279.18912047185336,278.33312775338084,276.96222471579523,279.10507929490467,278.2285999556258,274.9776541416061,279.0970368547668,279.5079362635955,278.92920942975974,278.8232617757059,279.4567780400485,279.46631121064195,276.64605317791256,276.8608142649141,276.6959868499641,277.21221763479355,280.8743540510103,278.84161849019904,279.1121363469461,278.17909569758336,278.93784823904724,280.03428665937224,276.30653680879163,281.48591910735456,279.1137201823122,280.3956761145702,281.585819278058,276.91513321929847,280.4271661887504,279.92763642114267,278.6333365069562,278.66140367364426,
76,276.99349009644936,275.45108349075736,278.1656911432267,274.77809924927016,277.69980440785173,278.41366202573704,276.9518405550315,275.8653287755286,277.86129744065914,278.94996963122554,277.5222207863525,276.4434023612986,277.8993599415828,277.19900304883305,275.2657562166064,274.5246391665189,278.8608008341009,275.14769863851836,280.08297974505115,279.30550473996095,281.0413968574104,275.19724409978096,275.28471003143966,276.6269415414048,276.4639870129297,279.18844657086584,279.13306818573653,278.84673737457393,276.3992641428129,275.25737427322247,276.95719099585983,279.997760979555,276.5732447145966,279.3001428438165,277.81424083605486,276.5579101896026,279.40113319374524,277.853028267359,277.72730925064116,277.1670245394681,278.8254020597916,276.6607633945871,277.0990312856103,276.57402878160383,276.47144137074235,275.3789096109102,275.19916330780893,277.4642053694723,280.99500589262493,280.76906812426523,279.4843468555837,278.3900063359572,277.10837524465376,279.38925819990266,278.21731046570005,275.151116786859,279.07256415592815,279.4725426589305,279.1374570342261,278.9842541483382,279.47664636882126,279.5279939578531,276.9571600806167,276.9778567839691,276.8533940806315,277.41817567688224,281.0089545680877,278.96789512297545,279.3313805033751,278.3754535432922,279.035892199548,280.2383236462151,276.51279046987474,281.51848666113733,279.3311073332086,280.57282471626735,281.74512818101175,277.20587899655845,280.5200274332375,280.03779725840036,278.7561866276001,278.79411081808763,
77,277.0684004627691,275.633932209055,278.34454471416564,275.02248082074766,277.8379013106421,278.66346246207047,277.21343137236795,276.057548943063,278.024606006393,279.02346306600805,277.6105483168562,276.7216597144571,278.05847743941536,277.25051677201964,275.38528270488933,274.95670117526157,278.92503575649323,275.11718529360087,280.31683125121094,279.45887293901797,281.184480273458,275.4077654241664,275.53840704553517,276.85732217654805,276.6108344175476,279.29355575478144,279.4177293556986,278.96673732788037,276.500604027407,275.4399439205188,277.0996562994644,280.1176332824117,276.68852112663046,279.2876567543931,277.93081985736603,276.68750932588455,279.4483542905329,277.9376390801102,277.83172190515074,277.3560728287186,278.9670293165787,276.82326865146115,277.2958999127087,276.7767514344673,276.68999287179156,275.60191884628114,275.33019576968644,277.5759196784528,281.10727257105225,280.80601412310926,279.6404256415798,278.4082017395866,277.22758074035255,279.6743080681139,278.2468568177322,275.3498866500951,279.0704943098507,279.44460783770427,279.34010147537293,279.1648062873959,279.5245273328719,279.6463705273725,277.235495619836,277.10552724523177,276.9952165011149,277.61050684425,281.1167332896569,279.1413628480774,279.5410361624707,278.5743496972205,279.16412348384466,280.379440467966,276.7359407223689,281.5544858838691,279.4757558943695,280.7731674983252,281.8499352550146,277.5022230368795,280.6427887591458,280.1782437196646,278.8936072305853,278.8385646927502,
