Day_of_year,t2m
139,287.4774692111545
140,286.76581460023533
141,286.70539190830334
142,286.4160829723392
143,286.5720421424279
144,287.0950683332916
145,287.7059327215211
146,287.80504471216443
147,287.67354731111453
148,287.5196352705996
149,287.87930055275945
150,287.897952740009
151,287.7988108577892
152,287.82945024539254
153,287.83335456522104
154,288.2830588837975
155,288.50982303456374
156,288.8300304445446
157,289.46528197720517
158,289.61149007683133
159,289.55438373272233
160,289.2566926613832
161,288.98163407806663
162,289.0756840893346
163,289.45205156375204
164,289.9801136245076
165,290.2938053750584
166,290.30555263421485
167,290.09320603069074
168,290.32153706346827
169,290.56930484608705
170,290.92529917659925
171,291.00322956835106
172,290.859419002696
173,291.38950145754046
174,291.90679198697075
175,291.57117872971753
176,291.26331090682595
177,291.47260155310994
178,291.4124332786625
179,291.24607483953497
180,290.9232777130909
181,290.69593511076056
182,290.9572508722289
183,291.2098174787995
184,291.74629427918006
185,291.80059590135886
186,291.3314318012987
187,291.44149506397736
188,291.6937883947649
189,291.81822248931627
190,291.6638913146451
191,291.3832491100345
192,291.7159568069328
193,291.95272915832
194,292.4328512860159
195,292.9366125123113
196,292.3441512409438
197,291.986864191039
198,291.9113744230352
199,292.2359849196215
200,291.93222139798684
201,292.216703522511
202,291.7681528205546
203,291.61494607517864
204,291.58963174412395
205,291.78755448822284
206,291.3127616425864
207,291.34636506952785
208,291.86721929566465
209,291.94544028257707
210,291.8940768771701
211,292.0897356082231
212,292.0785356831347
213,292.44733352009047
214,292.64432928623296
215,292.16232041579025
216,292.3491323617788
217,292.3265891311515
218,292.61184447198843
219,293.0524936773837
220,292.11019041925425
221,291.6198255750868
222,291.62710226988185
223,291.6738888471554
224,291.60719800117687
225,291.4552917480469
226,291.95631458249863
227,292.28892937032583
228,291.5591124184111
229,291.20670254699195
230,290.92448795677245
231,290.6003283378405
232,290.70176031650647
233,291.0127920819144
234,290.0547464745676
235,289.7500341953375
236,289.4969639704777
237,289.41493757199015
238,289.5876815665481
239,290.1012599586421
240,290.21072439862115
241,290.2579669137286
242,290.0261319413145
243,289.44403404822714
244,289.4846659864116
245,289.8591136964978
246,290.0502055111094
247,289.8977601140992
248,289.69477033044546
249,289.7773603912093
250,289.3429188002889
251,289.1132503411709
252,288.9326899080196
253,288.8248784252721
254,288.63326689891323
255,288.4964026296241
256,287.97830429729225
257,287.54826639289524
258,287.7696049877721
259,287.9134185269348
260,287.51353545881744
261,287.26694142920337
262,286.88270860981737
263,286.55514982826685
264,286.51563840686765
265,286.6308606009198
266,286.39460762219556
267,286.48250114245286
268,286.19537739549946
269,286.1702668540498
270,286.0795543181591
271,285.85492050301315
272,285.47610637958235
273,285.4174560546875
274,285.5984440469334
275,285.25860989562466
276,285.22477307441915
277,285.0461341010199
278,284.3911898099459
279,284.0009469056741
280,284.08794013129335
281,284.1547998933711
282,283.61483537722853
283,283.40805864904684
284,283.2150366628272
285,283.59935610518494
286,283.4968198075254
287,283.31783014281183
288,283.04400647807324
289,282.6371917985443
290,282.37992702386316
291,281.8709074884398
292,281.45228516668334
293,281.5562284290281
294,281.3539575038812
295,281.2997290456397
296,281.60003158699755
297,281.6273251786191
298,281.60365298018496
299,281.063073026217
300,280.98915848691234
301,281.143599863949
302,280.9114576290815
303,280.28610795501965
304,280.019823957916
305,279.6359440469334
306,279.68888002053285
307,279.79687891251
308,279.80138067261777
309,279.8735193497095
310,279.9485423813519
311,279.6077805217515
312,279.39417012532556
313,279.64446092915324
314,279.6122259938819
315,279.1747482430221
316,278.956679541433
317,278.85998999440767
318,278.3712104471321
319,278.0528559758113
320,277.7208662245009
321,277.09402387570117
322,277.17183313614277
323,276.9999270968967
324,276.4214856009199
325,276.12161442683293
326,276.02324612609334
327,275.41595920660546
328,275.0983080741687
329,275.23551022782283
330,275.4118598351112
331,275.64688618977857
332,275.5760731493305
333,275.4897661518846
334,275.5200742803069
335,275.1442550007095
336,274.37046673114486
337,273.96080319657284
338,274.20411512586804
339,273.9211223895734
340,274.050104829185
341,273.85083459055323
342,273.45867048736307
343,273.5792781992855
344,273.82600869724894
345,274.2788092980018
346,273.56501816969643
347,273.34386794913536
348,273.67155855618984
349,273.24654619265823
350,273.19778285882416
351,273.0751761542426
352,272.75699353340343
353,272.56921611035995
354,272.80897720206497
355,272.72328107784955
356,272.5068178356203
357,271.8869437714927
358,272.28687178130843
359,272.40800189156823
360,272.4982107048361
361,272.55888191940437
362,272.8419685559395
363,272.96610190888765
364,272.7019774347289
365,272.40749769944415
