Day_of_year,t2m
142,286.3603337475378
143,286.8765183147203
144,287.4709393884381
145,287.80396358131344
146,287.9057836027227
147,288.16032028850327
148,288.32154762724525
149,288.3317471756894
150,288.1419997256026
151,288.0256243583484
152,288.20527435041896
153,288.27405718941975
154,288.44497289413056
155,288.4775395320012
156,288.8687346890441
157,289.7048118656518
158,289.8533785567324
159,290.0021609836155
160,289.65623784513554
161,289.27887873201297
162,289.1401209382929
163,289.49513129861947
164,289.85616488986545
165,289.837049591847
166,289.96261448004304
167,289.8014929616553
168,290.1805610591529
169,290.43695462218716
170,291.1246582813752
171,291.3302789932642
172,291.1634590083717
173,291.52387176252836
174,291.54528456467847
175,291.48800348787233
176,291.2627050416083
177,291.22120791704225
178,291.38720982217376
179,291.1548268636068
180,290.94953730656556
181,290.972564984183
182,291.4681879288111
183,291.76810281867654
184,291.88242803068243
185,291.8591209476829
186,291.69775674934056
187,291.6479965601212
188,292.0817849705362
189,291.79069073016825
190,291.3475346752721
191,290.952195831038
192,291.3933868929871
193,291.65051848582726
194,292.16160035744684
195,292.8799160166684
196,292.2579448471721
197,291.5073291485126
198,291.3901557074652
199,291.9491450643947
200,292.0861224573902
201,292.2824173886551
202,292.18692689553296
203,292.5083332029163
204,292.2083185701288
205,292.1050484160072
206,292.0745116665832
207,292.52403713128496
208,293.08026522122896
209,292.79547862517535
210,292.26317749023434
211,292.3144808516543
212,292.1528828677968
213,292.52976994962773
214,292.8204821464343
215,292.26913668640657
216,292.4333585298979
217,292.3847126756978
218,292.4027589716463
219,292.468995705629
220,291.99244679508047
221,292.06330420339214
222,292.17156413803764
223,292.26351560934995
224,292.06801103119153
225,291.8084154177935
226,291.91895582411024
227,292.11869008643004
228,291.41563256418596
229,291.4363207173144
230,291.22847908215647
231,291.28439286712904
232,291.1136981409839
233,291.0134010510567
234,290.5713745638855
235,290.5995265602047
236,290.6344022049863
237,290.7447936229217
238,291.0035352397169
239,291.00468348315644
240,291.1622951409756
241,290.9494033943894
242,290.4802425286709
243,290.15171540089136
244,290.24980768709094
245,290.4675008659688
246,290.41642617771765
247,290.374843473516
248,290.1540112878522
249,290.29742040389624
250,289.99546276646805
251,289.27383394159824
252,289.1574305086055
253,289.178093386919
254,289.2618030254658
255,289.20109905014687
256,288.73117712298
257,288.53504208295766
258,288.7227782681457
259,288.6628525954026
260,288.2810141799797
261,288.09282536954953
262,287.67067250308827
263,287.34293687608505
264,286.9311166355753
265,286.861666531033
266,286.5894813994057
267,286.7585576766577
268,286.73583932208203
269,286.75899339985637
270,286.8131411821414
271,286.1710192036426
272,285.76498697394993
273,285.7790390666733
274,285.9743966387888
275,285.8872107350929
276,285.59365716917904
277,285.3312388884715
278,284.7497688489083
279,284.4571689703526
280,284.30699765458064
281,284.2796086759649
282,284.0700302776108
283,283.85055362016726
284,283.6859060695029
285,283.41808236929086
286,283.00586336576015
287,282.9089207054203
288,282.93202452048274
289,282.74508993034686
290,282.7292164598775
291,282.67814944014594
292,282.24546819181523
293,282.117318334335
294,282.1966969286275
295,281.94911084297377
296,281.682046508789
297,281.4947244236612
298,281.539929147052
299,281.32112703241853
300,281.24799909021095
301,280.9769498124082
302,280.60771640875396
303,280.0079040788178
304,279.8098300249149
305,279.7892307900976
306,280.02480659158823
307,279.97174763475726
308,279.70326371152174
309,279.4233402089175
310,279.30523859007747
311,279.02008093157383
312,278.734686618381
313,278.9728483281584
314,278.83053241957964
315,278.45986033382576
316,278.70746994670645
317,278.43837770641363
318,277.73470359867446
319,277.20830578926274
320,276.9891007904314
321,276.19475308931794
322,276.16712628225997
323,276.41360460591125
324,276.83854174491694
325,276.8184381207849
326,276.4226244543353
327,275.92202424921544
328,275.50352801461503
329,275.63249143942807
330,275.79018098227994
331,275.6650037194929
332,275.52324949085204
333,275.7561759492271
334,275.7127993852664
335,275.00524724976634
336,274.4699263352614
337,274.4064505813468
338,274.7535947098691
339,274.4182978703426
340,274.31239042363615
341,273.95667680267593
342,273.7662560096154
343,273.6535571236895
344,273.9845352303268
345,274.0165930071447
346,273.8337509285691
347,273.7662253094535
348,273.48008537618523
349,272.97429939987313
350,272.97952502650077
351,272.57833321074133
352,272.5100954756777
353,272.51330064300794
354,272.26024049938235
355,271.8677393986629
356,271.5489056709485
357,271.1588224492521
358,271.64923901680186
359,271.6347305428269
360,271.4787203796908
361,271.48839481712406
362,271.82740676749467
363,272.1856168306792
364,272.0996121398405
365,271.6021982046274
