Day_of_year,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
183,289.82889487018514,290.911387796367,289.0742521740141,291.6071946140611,288.0287917140639,295.82023190229364,293.7360393817608,286.1535085601248,289.5712532909798,299.2724333263579,289.9756682119963,297.17823718843005,292.5062235737895,290.7537308577653,291.4547887110448,291.1621673919342,296.6538265912961,291.47799201937386,290.2611913436498,287.8614015684023,293.03158546978733,286.23982792110235,294.0793222280649,289.40757757054143,290.9228008116558,291.276125394381,293.8305479615599,294.39421433668866,290.65380054515794,288.29369167006496,289.0915686079871,291.10612046238265,293.07905204130174,291.1933799436241,289.1862978533511,294.00466203514907,291.7103886307377,289.85514088166065,288.44590228293845,288.04677942296956,291.6575660565834,291.43018830128204,292.2392481989039,288.29424668755723,290.39940333104397,292.4682164454198,295.18313375060814,292.7901624742445,291.1670743502103,291.87674509125316,291.49672332875457,291.6453343206273,292.9218414641998,295.88588370857656,293.7606215704055,289.33746975070824,292.17889795547876,292.3485128661215,294.6581766317179,293.9071989513578,291.66416344275837,291.49672947698457,292.4415589496766,291.3552854209592,291.7684314993275,292.80461461552767,291.32010625482917,295.19606280763503,293.6777007274139,295.5949312426668,291.4936692234361,297.93416877718636,292.25777315132785,291.6148471482944,295.38597805596095,293.92724855304203,292.6851431039663,292.8318432259472,294.92587347345034,293.65297567626055,293.5570040412875,296.6270819024725,
184,290.15628744831014,291.6946584401113,289.3970060802641,291.56137956891746,288.21230073027556,295.9688322744964,293.624517978766,285.898689018501,289.64049588716944,299.5885519509787,289.79486419342373,297.7990994296231,292.5466921181033,290.60448816320394,291.0467873597756,291.9515390920115,297.50046134082385,291.388442825485,290.642579131074,288.44266809037316,292.76464799035597,285.85521018898095,293.6253701234475,289.0236719152429,290.330572666266,291.89552849291005,293.6668257381453,294.3818799811841,291.26137444911853,288.1466831305088,289.6572081178099,290.9300337012434,293.2937349312471,291.7314247438759,289.3617990794199,293.795417645912,291.70400710332956,289.94173590691537,287.9093034346025,288.3608939481742,291.27796952803055,291.93292213970926,293.05563891064986,288.14763319972667,290.6057959476233,292.8606780894073,294.77787350385614,293.40272270454153,291.6930876232329,290.6366673284398,292.80164546756953,291.42457105475904,293.05527068756436,295.81521326980305,293.3724195319654,289.56513032459077,291.1896240457947,292.19188234657594,295.2790839226691,294.4974667056576,291.95385149721693,291.98001646384216,292.4947267190004,291.8612666426997,290.9817640143873,292.7698394440032,291.2806852571257,294.9642602270776,293.7594766581888,295.4024991325406,291.30668567475817,297.59916413136017,292.9637342739454,291.79263641022067,296.34288008134445,293.86850210336536,293.2913628323174,292.7407434484461,295.22921607607884,293.87345008710366,293.2395298996251,296.33460411658655,
185,290.5396341736063,292.33751882476247,290.0377120133284,291.99688888382127,288.3644063760946,295.6227352156307,293.6074037656679,286.2544394692222,290.01470567193223,299.10255281217803,289.8814993498526,297.8382929428156,292.63446056100474,290.17457809727705,290.64425927466084,292.38593423584877,298.13479211828206,291.3974419338799,291.6809003781049,289.31812529511507,292.42510908077924,286.13644643930286,293.31890857962026,289.17015561952695,289.79003157283796,292.0254513247982,293.19931175595235,294.53334173964055,292.08093932434747,288.51792890946945,290.7632271902902,291.05193655831476,293.4735708830557,291.56302461170014,290.3055916251717,293.3754034356756,292.02033018454523,289.49323840019025,287.57955183650984,288.7176758483216,291.4688057812142,292.33511151324257,293.5258683983659,288.04193338806374,290.5648511949476,292.83064555073827,294.3562419737651,293.67052764333647,292.2464782938416,289.53214484693365,293.9122070759644,291.0503954765124,292.65814499627976,295.3610483246408,293.06652608459245,289.9649711860405,290.73704131968293,291.8336708152687,294.8282402513664,295.24890002575546,292.2259601970295,292.2433444851047,292.12392327724353,291.9263642139924,290.50315035306494,292.71347582471236,291.6181083930718,294.8987785590874,293.47640946496534,294.83525359324915,291.6228557209392,297.2394030225146,293.48540186620016,292.88551626799307,297.25931188562413,293.6119223793784,293.8706284966661,292.6206781296503,294.8603148966918,293.3343296819554,293.49116387559377,295.5164972661616,
186,290.63071941892736,292.5916087391612,290.11494350782675,292.4023777329441,288.5614608373397,294.882077283475,293.8655046735491,286.73379594851764,290.26226225353423,298.21693448356655,290.6605197780735,297.54111477918235,292.9206758715731,289.03943329416353,289.878172039549,292.88867344000397,298.6167566767542,291.4375255989941,292.42076395894145,290.20492810818735,291.9110742366357,286.5428049835093,292.60018473754434,289.8044376582889,289.16268149575035,291.7490678165422,292.70725225092286,294.9750008495736,291.7872895740327,289.4380185752561,291.93511951712026,291.5277487506797,293.77132832174334,291.03065485133357,291.6031386826064,293.1337706178099,292.4202439304673,288.92838329273263,287.48906665843924,289.1955071194268,291.8042548881782,292.4717652037903,293.83372983827695,287.72685873290123,290.67841414566874,292.4739457015153,293.9430347484547,293.85794559241214,292.7253071432149,288.75816652626344,294.7422929141984,290.9133488581731,292.47425959660455,294.60013219812413,292.94332528026985,290.3757792602092,291.0186303666223,290.75477829258955,294.55235866225246,295.0452949048835,292.55755436376774,292.5434830773881,291.5020313752003,292.17167188483717,290.29908780387905,292.75483317951574,291.7495813614283,294.08380574097123,292.8134679549779,294.32937901535314,292.56046024084964,296.90618315197173,294.0376907739884,293.31900572165466,297.580824520125,293.50702496762676,294.63245992695454,292.88410452259325,293.9331625913962,292.6919223659641,294.6207282097785,294.60546629070797,
187,290.7636421399239,292.8578774029519,289.85143618181945,292.67884932856856,289.11996068709936,294.0349450862451,294.24302779536544,286.61315593789345,290.2689013358874,297.3439438369248,291.04783825996594,296.690191806891,293.283920679337,288.60992945856225,289.1929988651485,293.3181941552913,298.81047723232166,291.323012355483,293.17531118986807,290.25773290836764,291.1830348199977,287.0902974893758,292.21388462611606,290.43024274106426,288.4457330389337,291.4634549207303,291.7176170488853,295.47318376813615,291.21330009711966,290.0295305077409,292.7076742430746,292.4215120308565,293.65566927172756,290.7241671495822,292.55658763843576,293.0345975435697,292.5294227460365,288.7243940751631,288.02837743514624,289.91508008796217,291.9202207907652,292.47891827817364,294.2988802172762,287.6150527227492,290.8652921683622,291.8226826985677,293.01029113098815,294.10135468982514,293.3089281019274,289.31292657537773,295.1302011790293,290.80787250672506,292.3559034857558,293.97016778184377,292.9939416459191,290.35409188183235,291.17110736553485,290.0924123687185,293.90684984367846,294.0204891442379,292.5047231820913,292.89054630265565,291.54103105146805,293.10629183032137,289.9081084422576,293.2153579656021,291.79337330353565,293.43244425455725,292.2308186401814,294.1248680925194,293.9672058999757,296.6110296563788,294.39160681644205,292.9874836568867,296.86310529883525,293.436277955443,295.5875663338127,293.10582803020543,293.3154887105082,292.5767202971182,295.39472139798676,294.1325850154891,
188,291.1592204893902,293.3466552063659,289.54345792553795,292.28336946256866,289.9754702389895,293.45208661984174,293.80480219243645,286.2371237059652,290.47753213176793,296.66924556969724,291.3139935727521,295.90089813344207,293.3820206079728,288.1111645820813,288.67491937993645,293.9526144733359,298.3273543473128,291.29927851079583,293.50278838999543,290.3881154042897,290.56105952559807,287.6449810768658,291.81691275236807,290.2022987896706,287.7205929040035,291.1803738660428,290.76373481051826,295.8795205140725,290.02408898881066,291.16324210254265,293.46073840913317,293.16408295683806,293.2216614663819,290.7735420199104,292.69489453214425,292.8898431687128,292.07047078897665,288.3278523539449,289.0199909140339,290.2784309806404,291.8371933039291,292.4619470393701,294.6141973362737,288.5697186927656,290.8495322426597,291.3116789318266,292.4656499506353,294.41573917822086,293.81051244491186,289.3214171692565,295.36727759951634,290.48339318355795,292.05667181329414,293.22076348944023,293.1045282943781,290.25884842086623,291.27415762541494,290.19727926289204,293.24969448886077,293.185309776893,292.7341993841933,293.1074484800681,291.7148825397421,293.11130800352,289.503665015811,293.8061334519159,290.9103366726047,293.0469365940862,291.31344682742383,294.0810915768801,295.16503738571,296.24185761951264,294.6318954076522,292.2762965387477,296.1365659385374,294.29713579673904,296.42538083254635,293.06540788922985,292.8223457755623,293.1357027270418,295.55704305460165,293.3570586822845,
189,291.3926592816363,293.5454927661043,289.3331808572287,291.8104359832875,290.6949339926024,292.9452685681018,293.38255863399297,286.2281566801525,290.58994189810835,295.36952528062756,291.5850379580543,295.4416051172948,292.6391155536358,287.73892703772464,288.41443977775157,293.98833468370816,297.22962834284857,291.7063790904733,294.0582742656107,290.9174231225318,290.1285628434066,289.0503832918384,291.55582972935264,289.7615563249413,287.48934657058436,290.8500046502976,290.639897832067,296.41064061874,289.110841855898,292.7545305748125,294.08069686051255,292.6004489996494,292.89575564206297,291.0006046504765,292.87696173252203,292.7062392461868,291.94196763929426,288.03304360637736,289.57549668755723,290.166747040801,292.1333993765023,292.57360213842145,294.69099789574034,289.9532817239726,290.8168035374456,290.79311619573457,292.1344758756868,294.59208204108717,294.1709772466303,289.2959403572502,295.60397864261387,290.01311629857776,291.30182577838826,292.5659521752661,293.4757906176668,289.91287466195917,290.73377884525956,290.1895260094723,292.5184600047576,292.1753567985562,293.3217567751259,293.86461094447543,292.3262605212983,292.3106430109604,289.02517990838913,294.462651626531,290.8094282324934,293.13382740509815,290.5193537338313,294.2965177319425,295.67550111428284,295.89714883098674,294.4569859766698,291.86744237208103,295.6866174495264,295.07843218792925,296.81794263679024,292.48450478354647,292.5668488107758,293.09187411912626,295.81277812356916,292.41121553414035,
190,291.57494681222096,293.1988300700764,289.3048116942465,291.4621484777429,291.37252774081384,292.1561348604195,293.0477811373197,286.31381672729935,290.61362745124336,294.1523915944082,292.12811491690275,294.8045308878133,292.07009563515913,287.84992394080524,288.9616057567107,293.786619528746,296.1932368575435,292.28075724730996,294.5987519763765,291.00741197076036,290.7666305150741,290.5033817500858,291.31265638861464,289.83597595438414,288.3253343742846,290.4947939023867,290.75370134626115,295.88469072837967,287.9827451601133,293.82248807914095,294.5050338353866,291.72779382279504,292.5438111692994,291.3791851560712,292.82041836134243,292.50906875107313,292.4101815136361,288.6784898247911,290.0291450696114,290.0448498848157,292.45801116608,292.5951837672419,294.45819170047076,291.360844091618,290.96483681926793,290.0217716650211,292.2003332564245,294.0101287059295,294.157978099781,289.2466107602521,295.9319294800252,290.0714271182106,289.94426037016365,292.3803567851419,293.92419489486747,289.58711818373683,290.85392587962167,290.4123774378291,291.8521133814103,291.26340057037686,293.1916338462969,294.4875796810611,292.8624628646906,291.28177885956813,289.2263074043469,294.960448436248,290.9417437319354,293.5311291593335,290.02952983702494,294.6565226460551,296.31000985505375,295.255631666917,294.0680230109246,291.6116707490914,295.50883120582216,295.594977522071,296.8934762137277,292.1076178358588,292.11315079573745,292.5089189578325,296.15450401445884,291.9973904676053,
191,292.10068006131235,292.24728270590083,289.29421080425107,291.11878123300846,291.84333482679426,291.6136979882097,292.5041972289592,286.9981916378706,291.08504410628433,293.47892509711966,293.11544620947086,294.31516162467085,291.41426248515484,287.9734295855512,289.5719985682449,293.5750072884472,295.30494326636904,292.9661991552556,295.01380523569856,290.8122807876531,291.34240331405243,291.24190032176483,291.23230640006153,290.11123914334365,289.34765982715203,290.630620152959,291.1800283355154,295.35252799568593,287.4203776265239,294.5556796007541,294.6807435423463,290.84301768991094,291.9622629466074,291.79392697959594,293.11670178982797,292.7156386602492,292.898182516133,289.4852121653574,290.5906265873612,289.69650402697886,292.6778618110405,292.56391990577777,294.4029765705486,292.5980395641956,291.24672467018655,289.0729605985648,292.59877556322255,293.56632207514167,293.95319240695824,290.06840654869217,296.0634569999499,290.19813532008357,289.430181258764,292.20316133045014,294.80007275032904,289.51449014852335,291.3122786637191,290.8376770019531,291.40631528302424,290.17810416308953,292.9407094878591,294.9224773029705,292.87428546388503,290.4775864597642,289.6722180712354,295.1191202799479,291.00299776517426,293.49350623944736,290.1196540581001,295.11294946915064,297.0052046443953,294.7051985185225,293.8324379274697,291.0571077786959,294.78685606792294,295.7110327416724,296.64986087114386,292.33674090598527,291.2104305504879,291.72775212661685,296.35239072247737,291.8368433019617,
192,292.74923426589686,291.45417355268427,289.2466568160843,290.7278814630194,292.1918609954499,291.48510082650097,291.8792148911472,287.322512895633,291.75197156969006,293.46744668702064,293.72203460805144,294.3456210740756,290.9372093563988,288.04822403345355,290.2367539178757,293.43884143200546,294.5432818625873,293.53610106527583,295.31005311623596,290.7471239697802,291.568847432678,291.7238111111707,290.8000271416409,290.55626815404645,290.16661904583043,291.19439987909226,291.6872384207589,295.1644662710337,287.18934167435754,294.98986671084447,294.36964735094006,290.3182148357014,291.80863511082015,292.57310893858744,293.3700161329556,293.0978220286387,293.1046252128406,290.47781338534514,290.8914984958076,289.6689711350661,292.6080068511404,292.5515456426711,294.2658254322988,293.56212361653644,291.66738958673164,288.894778744205,292.8477128137162,292.989750788762,293.59561559656163,290.64296099205154,295.6528759631482,290.57831626584675,289.33406754378433,292.3274829012134,295.2364475124485,290.0699271736564,291.7656509343521,290.4691906604138,291.7427443060683,288.9791459862566,292.848387777587,295.22001284644716,292.81059896727623,289.94445856674247,290.12545318044585,295.39734557434747,291.07774448045444,292.7428376473787,290.69338083791206,296.107176169371,297.411372928829,294.325439788483,293.6652402773008,290.3787879804115,294.1390959910857,295.30870888958043,295.76896315354566,292.4277650043641,290.8766341995407,291.7788355341761,295.81983159662605,292.5150942400698,
193,293.2374390542725,290.8491123744419,289.6126106457832,290.3297612116887,292.6153050237523,291.6538415706201,291.16671171642486,287.77453691531446,292.31962836967716,293.0164762503935,294.09672686119217,294.52011074862634,290.37210574866214,288.791027586102,291.0300898848872,292.9826500302269,293.32112686101334,294.2892672919528,295.1568328522064,290.696527278467,291.8868974958147,291.8968337062514,290.88752808064334,290.72021629696803,290.9156437129765,291.34256126767116,292.0275009211166,294.4563597514952,287.81111832503433,294.40815405094577,294.0682650276156,289.78769189184834,291.7626555166838,292.9158085973271,293.72718615409656,293.351808764559,292.4487126947759,291.1184476635831,291.41024735559034,289.6403608496809,292.58301832038404,293.0402606223529,294.23802861363896,294.24233326894455,292.21188868707793,289.0151854574462,293.08097118335763,292.01105440579926,292.7668244637849,290.9127832210107,295.051520937965,290.7863002679287,289.34727036472646,292.7642357235863,295.0449544047261,290.89972527472526,291.6812367421803,290.5824550307277,291.8426700354496,288.14012755229794,293.26530652168464,295.17975758982226,293.00232179522953,289.27125063047305,290.9589628003019,295.6294342152802,291.36925364064643,292.9282453488081,291.8513678805732,297.0870650853866,296.8480033455314,293.19784881256436,293.4552001953125,290.48171091603706,294.07935922923104,294.54552071260446,294.91858882694453,292.4557809235849,290.8944779280778,291.76879368596894,294.99965301625457,293.0030340956244,
194,293.66104092440764,289.94185641222384,290.5247935759715,290.0076682960594,293.2280974335723,291.7389591203068,290.5294665661487,287.9258314419142,292.8254274920229,292.588372981592,294.4187505812872,294.4353278862251,290.06510472559665,289.0811462402344,291.6132089244577,292.3748959272336,292.08174653105687,295.15920137398405,294.65157533303284,291.1443136026571,291.9634570446643,291.78565414484603,291.33853652451063,290.93622049743874,291.8405541500329,291.4417677659255,292.80228432456215,293.2860357822516,288.52875135931777,292.9494883778331,294.009036892063,289.62593542525184,292.15805433783333,293.3651891016698,293.71479702345175,293.5938965514466,291.97785821153127,291.481943878062,291.7268718118633,289.67302840795276,292.58287668752143,293.4653655670501,294.15179834610376,293.89160111535597,292.81627914931744,289.43971448066907,293.81984814095404,291.3968615409655,292.0191441350804,290.914806771191,294.8099612281436,291.02228017953723,289.52366956773693,293.30081579187413,294.9730276030935,291.64490953382557,291.59178569639994,290.95088268461683,292.206783085079,287.8245365575993,293.81219705993874,294.8940989735362,293.5702175936856,289.0399617065877,291.9174292707618,295.37276618035287,291.7628250960465,293.1185128348214,292.8589327745822,297.80183505662626,296.19217455518117,292.3001298729753,293.16119004693223,291.3298547765711,294.9913203759944,293.5432339063931,293.8389825506525,292.3502776317107,291.1252916496752,291.38492402576264,294.37624317211106,293.5171720064603,
195,293.2889317103795,289.1976138383914,291.40526605962395,289.95892557556374,293.4066917782738,291.9937457968464,290.9118048699347,288.3099895100017,293.1480254568023,292.39655457660825,294.1150586474073,294.41273526481655,290.3091785025684,289.62748399671614,292.2385891086452,291.7014659839672,291.5009449270619,295.30695384937326,294.14894724416206,291.29293376098184,291.7222537086123,291.31725258180944,291.9637195181934,291.9616063156407,292.5410374232701,291.4613125420315,293.5719073508685,291.97993597792185,289.8026635026757,291.7529768611922,293.7149052323002,289.4781779194926,292.7988713861821,293.8421067457933,293.7430577540136,294.0766164479238,291.9334587125114,292.0479150569482,291.68829435131926,289.4356662624485,292.62096631395946,293.65680714142627,294.17077133681744,293.0387082501645,293.16573336534884,289.8766011108845,294.3868857582847,290.9335843599759,291.37742586799595,291.68681799361116,294.58084609482313,291.36678786504837,289.8936759753105,294.0693945133642,294.5525965428614,292.00729426010184,291.56925791087167,291.04302005977416,292.45430859017284,287.45416941660227,293.56168552720067,294.2592132903717,294.16008470695965,289.6085256499685,292.64151358691765,294.9700374393673,293.3933680048792,293.0256537692451,294.23347076304225,298.28560998937587,295.69806344168524,291.75817222734946,293.00726955539574,292.5386977422805,296.08090176425134,292.80422917739804,293.02055498619217,292.3713830521692,291.56560876867275,290.5128483475346,294.03105381556924,293.9776658278245,
196,293.2716802240728,288.8240325145232,291.82076881045384,290.0464323274382,293.63956325656767,292.3052031688201,291.07040427630636,288.35627550956525,293.29904029482884,293.01858028649406,293.5712492666838,294.21889576894455,291.506841973944,290.2265467381739,292.9038573324462,291.61615057305977,291.721932771005,295.0804087879893,293.46563273559127,291.349606692136,291.1934863638965,290.6283794025798,292.63237105708413,293.05286672962455,293.1824203323532,291.37452949272404,293.95742741958566,290.37020683987237,290.845707372868,290.57782865531277,293.30542048080497,290.3780508635245,292.8997072771792,293.4627478742774,293.98526995871964,294.56756088759875,291.76326564467433,292.5311828166137,291.8565764374785,289.49059030162545,292.63730998615637,293.5632124121809,294.5099394522307,292.1241357824304,293.6133003654061,290.3175852569468,294.9069548107329,290.5555232121394,290.8495181576236,292.0564303555331,293.9879311362466,291.96807157076324,290.4786621764466,294.58697476229827,294.3448856339786,292.40455521244706,291.5203251541752,291.26912904397034,292.66039692525896,287.2223510742187,293.19526946238983,293.71141393193386,294.45206336835366,290.9039306640625,293.5380451356098,294.52809182191504,295.0691913982014,292.14867247417294,294.4947309668684,297.9305817880037,295.23261515299475,291.56759654733287,293.26405228275956,293.32862971379205,296.77253896412833,292.29384045723157,292.85011923094805,293.12491504263966,291.8391712454212,290.0164758032495,293.92546903170074,294.50840552473244,
197,292.9236762078254,288.51918739626257,292.077393584199,290.48879188845007,294.0039947845124,292.8738511752733,291.0699533315805,288.5956821092319,293.05172774206585,293.5329826830071,293.32572797279215,293.87219227102645,291.90948788150325,289.9785911923363,293.30226084950203,291.71882735591225,291.61292543516055,294.79852406707874,292.83584002260756,291.9062668796861,290.7649344978752,290.27344711359603,293.3153742416438,293.9433465196099,293.3752746582031,291.07450089786516,294.17339797247024,290.079843262613,291.94899696657507,289.648200178321,292.6308893336481,291.5457941411616,292.7049957387176,292.51152278914117,294.22868643400864,295.0522866720682,291.2951327033968,291.9272270901299,292.12300249595785,289.7513308123354,291.9977951329269,293.5362968025627,295.14701267563817,291.0208722348615,293.9621175130208,290.6194529550853,295.28239424150064,290.66405970535,290.38651585840915,292.12376599434094,293.4290088471912,292.6976645892356,291.66704059083816,294.5829226315676,294.3921691000243,292.2908283834492,291.29269152071885,291.74680001395086,292.86637459220464,287.3604425563043,293.5871868203411,293.2737728580014,294.54713076636904,292.04940046932234,294.1133806277544,294.44019985548306,296.5664379972241,291.62055169968374,294.44215309226905,297.3793330489497,294.73362916380495,291.99442791502116,293.76212140317364,294.0152347550724,297.26959161444023,291.91976593352933,292.87240432906935,293.6715445605826,292.1872133806948,290.1613433055389,293.9647433661716,295.1322145566835,
198,292.54159713577434,288.6387687934624,292.7277358058608,290.62832395672365,294.40365220513536,293.20496253827554,291.22821078457673,288.9535003773895,292.2450340187156,293.72298914870936,292.94038497309975,293.73487602485403,292.1990233480712,289.89132757501284,293.84145089732857,291.42249798338054,290.9386691697788,294.5520804268973,292.3318106962211,292.66387134593924,290.2786667373154,290.4369330214057,294.0101230048434,294.5401574438745,293.21992073478276,290.4631022358989,294.4367318066049,289.59437398945454,292.80691461248716,288.91529762351905,292.0999527815934,292.68161234314186,292.9921426738138,291.41683904067935,294.0477799076737,295.23192565694393,291.11464034419356,291.4854658077925,292.17558595985724,290.23832272260614,291.2425021775913,293.8143718565776,295.37499038640397,290.1561429090116,294.26186217143857,290.7975587949648,295.3102167709406,290.6474035912817,290.16367817973037,292.04074353787485,293.12253355368586,293.15382234342803,292.51505578568566,294.410403520633,294.44002647539634,291.66244752765135,291.0543908199548,292.0187825073689,292.96642093868047,287.61623441256006,293.06722854781935,292.9310743171216,295.1491423107329,293.19160958873476,294.26346630054513,294.714607657967,297.71560724838315,291.56698619577037,294.26089868790064,297.06500143533225,293.5694907611106,292.632822448954,294.2927959288433,294.83159371959425,297.99574028266653,292.02237463870756,293.13307206709305,293.80576321668235,292.9417973892156,290.75493691692424,293.52939513489446,295.619872152587,
199,291.6820398128076,288.5442457932692,293.3537914010632,290.6938762734661,294.6967303936298,293.3161086756668,291.3428932720925,289.3165137881324,291.2176963051597,293.81171671549475,292.6537666739998,293.5266867836753,292.3796712016011,289.7671465192522,294.2255405523838,291.0517749157581,290.02911063952325,294.1766358539735,292.04886613224016,292.81949713291266,290.265629247868,290.7344961760245,294.8269412980411,294.9269814962869,292.7925558125143,289.763685960036,294.52587354052196,288.4117276258084,293.2439959739154,288.39683907197946,291.7501015016884,293.54776179834164,293.2452680986006,290.4450500264709,293.7043227869949,295.00421064327924,290.6261653690547,290.54688841432005,292.35892573206417,289.898679516691,291.0590558733259,294.19066231416696,295.03744864551135,289.9284897130051,293.5262619968736,291.03807934212597,295.19239555610403,291.1399254432091,290.3659291249928,292.25528758960763,293.1988001114283,293.43416207002633,292.7535161168584,294.23431988950176,294.65565496311956,290.82697315705127,290.83559073982656,293.2547377142714,293.3100908999041,287.97810928288834,292.415778415107,292.9968792702252,296.0397271795587,294.39113116701003,293.8619657523466,295.0618167639652,298.33054304297593,291.55299315959104,294.0409611852177,296.8201528695913,292.6255675375243,292.06820701068136,294.64201405284166,295.1327656616658,298.53821437961454,292.85411189152643,294.1485020005223,293.7259462237795,293.6385444389595,291.49505749377573,293.44247749524243,295.96276106502546,
200,291.21505603161484,288.78290186172876,293.61305052369505,290.78829162374086,294.9590004721841,293.1793930556748,291.6321214389452,289.729980692322,290.6344916375129,294.8374520885202,292.11868766812614,293.44989460815873,292.6575461586753,289.78574245578636,294.5377254276485,290.82570024986404,289.5163784376431,293.44231305803567,292.26091690901876,292.7146515898652,290.0067495269216,291.1911846901471,295.3191434420072,295.24972869537686,292.40096274575035,289.77148303356796,294.70242097176913,287.67140907595007,293.5994832803915,289.0222665416452,291.4434647891984,294.1687571766612,293.0586239322201,290.19774239229196,293.1942391308236,294.4996947124327,290.5393504607372,289.8580212715344,292.0001458807306,289.36520318670586,291.07373516376197,294.1642254839887,294.94305755279873,289.9314964210594,292.8190201420487,291.25893673180656,294.97237902071885,292.3935791686341,290.8481198265439,292.8253115699405,293.35009374374,293.79702814682065,292.6959701370407,294.3637576819339,295.237547263121,289.97032540010446,291.09363955543154,294.55371764466,293.2190927358773,288.70117478143595,291.704365824605,292.60367715577064,296.7127682193295,295.375497112344,293.4613399296016,295.5055649306748,298.4178537222055,291.193613241007,293.85964462783306,296.64123032119244,292.4555048121638,292.0566202799479,294.8877959199004,294.7721831492888,298.9778608943953,293.8619798373826,295.120855534033,293.8281672551081,294.3612905649038,291.9226543719952,293.5936002067594,296.64271327427457,
201,290.93439771491524,289.18337878552114,293.48736896445024,290.5830628112122,294.92499461191477,293.3528118203411,292.02019850063675,290.59224111256583,290.32127285352993,295.7147120660914,291.7662457476605,294.0338405287746,292.9438081957918,290.4440592671489,294.6333236973801,290.8337050217848,289.27617927523323,292.0906481620593,292.6121743450235,291.8818656725761,289.68373303535657,291.4207732371795,295.613039456881,295.01124824272404,292.1422156030005,289.96099473443223,294.9986018924923,287.5165831178099,293.9171808822688,290.72570901388644,291.01593229971525,294.1280308538304,292.46352735805857,289.8816693763593,293.03952741797593,293.59912332947,290.7197062174479,289.57264424418355,291.70405349451977,289.237063006167,291.18835527468946,293.86238293770026,295.14051533793355,290.54352130820024,292.49842437632356,291.5283534011561,295.06136537209534,293.55529639834447,291.3934130546374,292.88130752507584,293.3474677788032,294.2625041584392,292.23400364690644,294.4358907287374,295.39153627947576,289.73149841085024,291.36473390907594,295.61327979678197,292.72318477421015,289.6590019477593,291.40315799922735,292.400397667518,296.4929550226791,295.7496418376545,292.83066131256436,296.13945661272317,298.3084214877733,290.49115370306777,293.9358627822373,296.4259767637148,291.97876937922103,292.1412663162846,295.28304595388335,294.5476876842233,299.03256471515147,294.97753201998194,296.0095046046889,293.8593006623097,295.13001226068855,292.33145219851764,293.7801841204856,297.2973073882498,
202,291.4476664895976,289.4998085105812,293.1142104152358,290.68081821539465,295.0558613647908,293.31201250125196,292.28238764612667,291.4560923593821,290.05535072634075,295.6953932094923,291.651857033754,293.96362192901495,292.8340567005423,290.74454696711166,294.52653151292066,291.15517674260957,289.3438324980683,291.5379829825936,292.8711285154461,291.1189091161931,289.7001687074319,291.8436307243375,295.78048471304083,294.63268294002546,292.488278008206,290.02368175241094,294.9710736955915,287.57329673906827,294.1660704001402,292.15758114769346,290.8402766971798,294.14630920633726,291.3834957360348,289.4897315615699,292.9744059244792,292.8085742992359,290.9155920678443,289.1972158802298,291.5522134522379,289.9441422123612,291.1493002643515,293.6315511067708,295.091551281157,290.93470993321455,292.72846140878977,291.3110226362179,295.29523744687924,294.62053168998966,292.1407698746566,292.5258147410857,293.47770841829066,294.6151819473658,291.84909001724185,294.3138546227535,295.6607673840645,290.1465368026342,291.4800351321042,296.2754175654261,292.30070165836764,290.32110919882524,291.79104245364005,292.48003300817015,296.13165886847526,295.6520827296889,292.377447778052,296.7582452236078,297.7727979722914,290.3367520845853,293.85835931239984,295.21229715312353,290.77392019194997,292.3634659204727,295.49516089582613,294.2353138906178,298.6664510314718,295.6136482434395,295.9755213251917,294.0447047865871,295.8236355624356,292.74541621505125,294.18351270514967,297.7671117538061,
