Day_of_year,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
102,277.35371661622884,279.8554981497181,280.8317771604209,283.07332781557636,282.9626059060568,281.99572094368847,280.58787519853195,280.84793079641713,282.0886947017013,281.21616304837744,280.28053781139107,285.4563633286472,281.88356012477107,279.21474560189154,280.73606017395684,281.54225868532507,277.57415995056374,277.2967925019317,283.94686632540635,284.1900548690405,286.2905856960422,278.88362864958935,282.42763376759956,282.4613620632297,280.8872382195441,283.6799166613009,284.937996218056,279.40759344415346,280.2100149301382,279.46971840212194,283.3997028057392,282.5156532818581,277.7084726186899,281.8746169093764,280.8448743435926,280.54977551135386,276.53735821063697,278.66730965974125,282.4115616235977,280.00566039591916,285.782231257512,277.78700686723755,282.898683652773,281.7603899498125,281.30401175362726,276.9196213942307,282.01270760896006,281.0589782938416,284.4615112975403,280.08053432366785,282.70880674704523,281.39300648895374,280.304696666452,279.6384583637391,278.30904078221585,279.73256339607656,279.84297934731285,280.0338571848887,282.65209021935095,283.2693886110634,279.50731795873395,279.1617474119305,279.9938772571829,279.89792954441396,281.24071706694997,282.1701986571371,286.9364000257555,283.19910841721753,286.2738931397378,280.7475100786258,283.96552989247084,280.9440718989669,283.560070443066,282.60391525995163,285.25322245503514,284.8933823134873,285.50182580074545,285.77665458930716,281.3335598117703,284.64797001094604,279.6505522675567,282.4817622258113,
103,278.35708964700666,279.3595735319368,282.23291015625,283.6022645160828,283.1536656194554,282.3569093361879,281.0913302802341,281.3603883400941,283.06814318087515,280.88895458179513,280.14789712647377,286.16856199830437,281.39933212336166,278.91986609378574,280.1755233596969,283.05381579276843,277.6832729241786,278.0239835746122,284.27133055746333,283.5846430181147,286.2854411925152,279.1344517299107,283.03791624635124,283.4778316064632,280.75714703793926,283.483398884644,285.29284254360545,280.38344666198054,280.09319632393976,279.56600192003634,283.146008278424,282.53975691463484,277.7638179793026,281.13204810732884,281.0309625981928,281.23763546227536,276.6706456893529,278.16993752504004,283.18419594118444,280.8043946206788,285.4222440055875,277.698244311434,282.30917995578636,282.22885657230137,280.46245957818223,276.4092052864941,281.6690459199004,280.54078523405303,284.5404868772178,280.762694082854,282.9274399306748,281.4357049404046,280.63332146166005,280.0552166949261,278.4454878922347,279.5718012659541,279.21888827928257,279.88493609865066,282.7041819366343,283.9727673652844,279.12620449415493,279.84603893014537,281.3167547987494,280.51556597699175,281.6415704859919,282.45238642989494,287.25292186248,282.8298661787431,286.3344537644159,280.48644393529645,282.7455607543498,281.9137401091747,284.33217590108455,282.1432929964729,286.22865021534454,285.6233421018272,285.1034871195699,286.17693231044666,281.0002960093292,284.5969562460651,279.5157330970624,282.95541627765135,
104,279.6443283584092,278.87832418029564,283.27802150852074,284.0904005560683,283.3581071231828,282.99342150565906,282.07926991221666,282.069837185926,284.04857437077897,280.75753202892486,280.21720668247764,286.7342521471855,281.019536951086,279.01705686687984,279.77042509085965,283.76446454952924,278.1275449200864,278.50186134869364,284.56932755354995,283.25560204362694,286.2407028701279,279.98282352209964,283.38226240109174,283.96781032688017,280.68866659870076,283.53351735544726,285.4915641812614,281.304207714486,279.55308135874543,280.0638237698174,282.9243728581802,282.40099985870245,277.91198987576547,280.37980936909764,281.5672103267013,281.8600848411029,277.145262889373,277.460448436248,283.5314249450907,281.72680731134096,284.13568607092776,278.25172362834104,281.88558210994734,282.17085349952777,279.8634402096926,276.7387111789577,281.87894548688615,280.9841605944511,284.1965127462869,281.14867113274096,281.9118196256868,281.16246630769945,280.6931062914949,280.8902168693123,278.73696083376257,279.7134174724202,278.35631161644346,279.5440994653946,282.5171499846182,284.83789554358395,278.80591792850703,280.6336658743275,282.2227787674565,281.1141190860734,282.1542757474459,282.4604364751459,287.2156739846254,282.24871636135674,286.1510325002146,280.68500851362177,282.18850204970806,282.0935327998011,285.12206863571,282.01957853547816,286.54199554108,286.3036506848457,284.3057009518801,286.6013980627933,281.0409488887577,284.6212989890968,279.0141792716561,283.36606069711536,
105,280.65044774764624,278.2535895602607,284.2581598191034,284.6812062246022,283.7100495837983,284.28314443734973,283.1684919084821,282.78504547007356,284.9499224428729,280.87447561187184,280.94526141379777,287.0736906729338,281.18025872646234,279.2198750143086,278.96681710826607,283.604007036258,278.3755242763421,279.0331145904876,284.8857313442579,283.12558240506235,286.22625419421075,281.17355380215486,283.5267733060397,284.25971722166184,280.5305423946171,283.67758312854136,285.6682704604152,282.45924125922903,278.43824594798104,281.3555174886962,282.74892584832156,282.1232465247968,278.05162735823745,280.01865775419236,282.00297540797413,282.5684806628105,278.0412865942651,276.75216931912485,283.2670035449577,282.51573991600844,283.0019996279762,278.4314461173592,281.4922561366043,282.338630424751,279.544191912417,277.33570185511104,282.39512237437043,281.67414045508525,283.4896070319654,281.2633485898867,280.8157157478752,281.0360201322115,281.1867934006911,281.50048917553795,279.18974041502116,280.15743057195084,277.9206149482028,279.06037617777724,281.79147674225186,285.5925186772049,278.8213958181304,281.26136785374456,282.95869809105284,281.4877000745836,282.7579534621466,282.9852235675295,287.2157467573117,281.78272043305003,285.913090297154,281.0694635971125,281.8136643629807,281.97947989103994,286.05299405387905,282.2460066687056,285.8022798531222,286.45055202162746,283.3512471516927,286.87025088355654,281.4856896033654,284.7261837690304,278.49493810632725,283.451415233123,
106,281.4693298339844,278.3287938156407,285.1597036284841,284.8926563752003,284.0076754503634,284.99908469622824,284.0546470334678,283.17850100339115,285.87489436222955,281.42500020121486,281.7423452300466,287.4067661159641,281.6170735900655,279.24282903985664,278.0754935575492,283.05997676639765,279.1919259431161,279.4938143216647,285.1101361508771,283.2138496370979,285.9731219504779,282.3235741919213,283.83385995718146,284.4660832331731,280.23746621827064,284.1838121798449,284.8749482430818,283.81167300716857,276.9919937748612,282.55003474308893,283.0109140025827,281.98410883753286,278.2149521824204,279.46123295039916,282.44200139866643,283.0486655881553,278.88166166312527,276.76346507089914,282.49950031657795,283.0906448084792,281.9972739865928,278.3744633154118,281.7846106225318,282.3165806361607,280.0076877468235,278.2290555513822,282.9378704588055,282.2164426251645,282.75643876184034,281.221921815977,279.8775121667883,281.1168917142428,282.0636043338985,281.89462157308833,279.97338643615495,280.7776844737294,278.30097654014276,279.286870152959,281.07490533961476,286.27711537120103,278.6454618684538,281.95950976920216,283.53833756778704,281.9982760363009,283.3008308829842,283.77739997835823,286.8410435491429,282.0333790761647,285.55909846379205,281.97167107997797,281.67784616100045,282.0673377627418,286.6810364216675,282.5739050784827,284.8042855175423,286.0628941574376,282.5034836989183,287.51825051779275,282.3609122810783,284.80182723160624,278.1050752632784,283.08291335332956,
107,282.11216640821743,278.87657864189845,285.8621994968736,284.9462218791137,284.23871341467776,284.7012789659884,284.91399665804573,283.623284308465,286.4691985972198,281.71908379299737,282.02442546467205,287.6061234806047,282.1837447728866,279.02239990234375,277.36593963287686,282.3443663880065,280.158939235813,279.9989550244677,284.30673463702635,283.1805229885674,285.98428076440155,283.1023219740871,284.2831113486936,284.54915398119135,279.7494592911158,284.5546043312156,284.04750793233455,285.03516329251806,276.8306497986063,283.36765711298796,283.49326847062446,281.9026902866014,278.26850494272975,279.2930592966603,282.7411087650956,283.48031638568136,279.1769835084349,277.7131776914492,281.7662830841847,282.407958201873,281.0048584431519,278.9409743088942,282.75015325860664,282.47724305317075,280.3246093302856,279.15473038110974,283.6742847708119,282.71186308808376,282.7465594504779,281.1342409015138,278.96590683486437,281.04327783829126,282.6716149857629,282.0511325933994,280.74946275648176,282.45118003537806,278.35555583129434,279.8797403971354,280.9318789527529,287.0318905337826,278.8436937716417,282.16451981652784,283.6922166985033,282.43310300945797,283.2585737626631,284.51222894130603,286.60466534401473,282.75261277418866,285.4923296917926,282.9756495437343,282.47852322644803,282.145028809488,287.1104285830543,282.53360466031364,284.2247849908067,285.4578068212711,281.3239391732128,288.2595663105612,283.2751939934252,284.320073836889,278.78177025204616,282.4203313471196,
108,282.3617444160657,279.6774688832489,286.20941788110974,285.02460029797675,284.22724025852074,284.35915444622105,285.5342458648123,284.14145042782735,286.1189316969651,282.5197210626288,282.4412685296474,287.61830044142056,282.3640387119391,278.57104626330704,277.46725083794786,281.6898137466374,280.7030537923177,280.7386351644775,283.0047382732014,283.09231723883215,285.7937276651571,284.84435330904444,284.97420884576036,284.69916576343576,279.4486026973515,284.28866107647235,283.62477340977705,285.9863780933422,277.45943051292784,283.2001379662818,284.03651076096753,281.83068333440644,278.4774836166437,279.7157380380036,283.04513270339686,283.91793476705584,279.4929729084392,278.34691577953294,281.16453680799987,281.4493446210365,279.959229633485,279.5319388253348,284.0984782124613,282.41576231792294,281.1751165704413,280.2948308811956,283.77691136175025,283.59636187990066,282.81284653660146,280.8035318563272,278.11529462765424,280.8559460762219,283.07071425888563,282.1276208227807,281.99598397614756,284.0079882275927,277.812510955028,280.85267566499255,280.77332303113553,287.7422114222041,279.4801910735748,282.51638872195514,283.77481671567364,283.2510986328125,282.59114516261735,284.9122009277344,286.18712819976247,283.0427581451751,285.49961746830644,283.77129087343314,283.33690433711797,282.2376465290894,287.28054217104506,282.51984246222526,284.30704093066765,285.5900669866429,280.1902829124814,288.87459745861236,284.23865550952956,284.9659474131825,279.5387192051926,281.66088509472297,
109,282.3343119079814,280.71523533635957,286.6116197746752,285.11792752332303,284.0861253004808,284.21566794818136,285.7206093365456,284.6479028275598,286.15793293823685,283.0923540164263,282.66755469465426,287.4864947979267,282.6681186550266,278.47286450731883,277.68192981538317,280.8924883608416,281.47079188308436,281.4652365660056,281.774665133857,283.523422520676,285.6310183346926,286.0957610301482,285.7539945609403,284.9202564504994,278.7926779946128,283.68002576443735,282.39174420143655,286.9723298348787,278.3630174350389,283.6699006356599,284.92708691048534,281.7766867836753,278.60114151392224,279.8609891898466,283.2136063907609,283.8849722055288,280.4606476389008,279.2570472130408,280.6740267687228,280.658453749213,279.31840967870016,279.5479968843006,284.8804398421403,282.34525687528617,282.0955922332875,281.2631469279418,283.90452055878694,284.59379404368417,282.9404140374599,280.77598767402844,277.21743260198457,281.06260563777045,284.00921753823974,282.31480167374946,283.67276850550167,285.3317099770347,277.43330165318076,281.4436415228651,280.6574993203411,288.4403961516998,280.01644875103733,283.1493822034899,283.9107339600503,284.1160842839615,281.70580998794503,285.2915537628062,285.8335797096783,283.2905626681261,285.54873400118765,283.62372273315873,284.20232930724876,282.126713008671,287.03598559033736,283.3090587797619,284.316898555546,285.68846907283796,279.86331288543806,289.17829274607226,284.79708001552484,285.64644826812184,280.49017054519373,281.12774568774324,
110,282.42879891308235,281.27582312503574,286.9335755288819,285.0260630177927,283.95787769359544,283.84829689556864,285.8180218930646,285.12694183461394,286.053961002783,283.5459801530663,282.60260009765625,287.42872848790205,283.366949507605,279.053460872217,278.0571527166681,280.42066860548306,282.0531684400397,281.3145021990542,280.8520754859561,283.97681983137306,285.2924528576078,287.1496326041309,286.1273510831616,284.841071160285,278.5358155638307,283.47777090666494,281.46342317350616,287.744398627089,278.80077599605795,284.55150573506893,285.3764169993418,282.15488296900037,278.9244864327567,280.3966493711367,283.63361221704724,283.2516148605626,281.66462075928627,280.1153350941864,280.31718215662914,279.9870894994491,278.87038301460905,279.1739327566964,285.59476546402817,282.49935152941134,282.72479259225474,282.07044764927457,284.01740195026326,285.1938802977621,282.2706645364726,280.71786230737035,276.2968583438859,281.4607053204771,284.7684629111936,282.69661514226334,285.24047605633297,286.2069837409498,278.0622203114268,282.0621529044685,280.8444266406608,289.16233831272893,280.5922659290579,283.8582222627633,283.86336531307234,284.9904438619649,281.2639652014652,285.77108004503634,286.0662209088112,283.69284415332385,284.7511323921847,283.7289520375458,285.1003688490871,281.89947073800226,286.9731301108559,284.2401182293455,284.1070045778603,285.2487331292568,279.52696144187837,289.44026413243336,284.9865225208548,285.6481440617488,281.2399447374728,281.1921615880051,
111,282.3765693636604,281.9576763670086,287.1475332630423,284.94115573757296,283.48665733477134,283.2705599047762,285.94649217766283,285.00997388231883,286.18275233677457,284.090094709571,282.5767124720982,287.4335554074018,283.84820858462825,279.7605523748712,278.707531380566,280.0636395464886,282.31956889952494,281.62409330375027,280.44453793480284,283.9973872258113,285.0012981708233,288.2445408188816,286.22482266268884,284.1344053387205,278.32299771151696,283.6581299051697,280.2215807568896,288.5467316903474,279.542477562314,285.02626367366355,285.46470122284944,282.3308610741472,278.70622393150467,280.7506665799207,284.1746931250715,283.0235654949705,282.3459932096712,280.9711824633699,280.43828473772317,279.2045433407738,279.0543926085308,278.7749337556161,286.1255398145962,283.0176438551682,282.50049890092004,282.73689443287833,283.9512851142184,284.18087120195884,282.29320741311096,280.87792834606796,276.7410865196815,282.3595491625887,285.7244763496594,283.0875978574648,286.0758853674808,286.72372257665836,278.4695095858731,282.87045936444736,281.21083119151353,289.024906368046,281.25709841102906,284.17426800291184,283.97638766669525,285.2465088114197,281.49891411079153,286.2520602159884,286.3390565529848,283.9704151642628,284.36297640957673,284.09563895983575,285.89473291194486,282.0732619736221,286.873308342455,285.1462960155892,283.99668196793436,284.05068556118357,279.75199347974615,289.6802913679745,285.4947804880666,285.5254828484504,281.9329133086152,281.73842154143057,
112,281.8101242121323,282.7489356854896,286.8385672656608,284.65858565669356,282.726790655227,282.913336226355,285.9809638501961,284.82830408117275,286.5264818799365,284.0963875906808,282.8610554789449,287.6434826973157,284.1313141204498,280.3741918990027,279.22490918505326,280.2661382095281,282.5378230168269,282.0597922077109,280.372799045437,283.31022303095665,284.9690773094093,288.91741943359375,286.4332941635187,283.28101703797506,278.4107762151585,283.7169474507426,279.1223475417811,288.8224641569368,280.92334096161,284.9259346203926,285.5778324560368,281.7119639190562,278.86095364189845,280.9027094020075,284.49642474834735,282.81010654994424,282.5607380290608,281.6851481343364,280.787593967312,278.34941732665123,279.51989701379347,278.76362794310177,286.45543226304943,283.3171634883671,282.36388243511044,283.6323467995221,283.91205035199175,283.1167764628763,282.4314909435453,281.3493993291051,277.47213823367383,283.5809109307034,286.56630765474756,283.5267549731356,286.043223286723,286.81852794828865,278.6626595856942,283.9293226304945,282.1058147276714,288.9018180204398,282.0096289107214,284.5898695725661,284.2950480813945,285.0583895169772,281.75587077717205,286.86846130147524,286.5536861210079,283.8896303281679,284.4101321042239,284.97836516104337,286.429201566256,282.51817126151843,286.7572161216875,285.58437730279155,284.88060595613695,282.9514062902429,280.8682161547762,289.99122144538404,286.28824031396664,285.52792391934236,282.766599662138,282.27151623401016,
113,281.4175975086925,282.93513684395026,286.6635507436899,284.30765988975213,282.23729328532795,282.94937100253264,286.47528478601475,284.3344363257998,286.2381659986335,283.42524657755985,283.2287095737108,287.5457243866973,284.31833623529786,281.03941149589343,280.0435586447244,280.9147493131868,283.0004687186999,282.43099807906935,280.3567601018773,282.25316723275097,285.07381933862035,289.3411966959635,286.5430410755423,282.75033122191934,278.6075151045244,283.87819160209904,278.86080876724185,288.72623731452467,282.6134947612609,284.67743322351475,285.31629580543154,281.07557281382356,279.32020719758754,280.95976799486317,284.1625301375057,282.03020737197375,283.01581134726274,282.198493482429,281.46134182996366,277.7097910227793,280.5844300657838,279.3515933529361,286.67450465387475,283.894537733588,282.01058412209534,284.87784417120963,283.9275467980912,282.264178153796,282.9572068658067,281.91702650580214,278.0799279964014,284.4898914155506,287.2467204223185,284.3944241590116,285.648927905184,286.76309684781364,278.8958060575492,284.89146518357944,283.2662480951666,288.8682627695384,282.1818667680789,285.0246353987809,285.0456740829971,284.9670331906049,282.1473899533897,287.33896231738635,286.95755910349413,283.6211277329441,284.6288408551897,285.6235760699262,286.59551621880723,283.1252628088871,286.9325304415636,285.871103140024,286.0413641737494,282.4619490515181,282.1557176750658,289.8537820110391,286.8188057364998,285.2638943291409,282.89569203582874,282.88390912066444,
114,281.0372631925366,282.8377967247595,286.2884755117116,284.0645380823603,282.08334384121736,283.336683000837,286.83643539484603,283.7598316905262,285.7934427226419,282.8274272317851,283.4792708512191,287.322253663898,284.12046897804345,280.92318647335736,281.08233933221726,281.6727514022436,283.4665737501431,282.4244591569726,280.9486058273595,281.5598423996251,284.96405767084474,289.0720985049293,286.3153589269617,282.1676774356828,279.0381309872582,284.21703542632497,278.5518840188945,288.47400841346155,284.43351225800563,284.05230847033823,285.0982214400183,280.69696626209077,280.2459607246594,281.0535783593034,283.74031620235235,281.5111717810998,283.9409615652902,282.3042368906321,281.9779332199376,278.27694612719637,281.0763546451107,279.4845967834249,286.7820123805231,283.8491411034441,281.4485620072473,286.16003183218146,283.4096105107458,281.74334549117873,282.9368942316635,282.5875018332904,278.847409426511,285.39192372975333,287.51573264991845,285.2289205138936,285.55066365112754,286.4179193405878,279.69645260541864,285.797613234747,283.9670805878692,288.7917929848472,282.6764748821328,284.84492967766283,285.1835564134758,285.19284896012186,282.975106487344,287.31715197440906,287.17869987068593,283.4660461202209,284.7813434530964,285.86283086420417,286.4539983840216,284.05699118589746,287.18891621683974,286.40251433543665,286.6253823081216,281.8134032308837,283.1848655393272,289.31537446521577,286.57975506345866,285.7407645760002,282.69674034258384,283.3210021078368,
115,280.6040987007784,282.2594810178428,286.0985038114555,283.7939794072301,282.0095954867073,283.88021392263335,287.26112617241154,283.46120019710105,285.80648937854136,281.9562195718507,283.51639867090915,287.23814990144945,284.30947562975757,281.0032322922032,282.0000160971841,282.3612160036415,284.5159668415894,281.5233099521735,281.89080128652273,280.6591213352078,285.01188151041663,288.0986880347842,285.9516203604338,282.1730289668827,279.49905775580214,285.094722426418,278.4589568756439,287.9275626717033,285.7359251364683,284.1372382195441,284.36258124606513,280.3608637659541,281.16798339396604,281.3544010819096,283.3490698957618,280.32011150877116,284.45441355722727,282.757088685647,282.04317946661087,278.830808870085,281.2250726161859,279.7095542600303,286.69796808822684,283.00597116100045,280.42252973060465,286.8521746401385,283.27901852785885,281.295662569039,282.7606927780878,283.0292806660299,279.56053536104196,286.53073131295787,287.77069583655276,285.84298750769085,285.424075395633,286.1888968778617,280.81674104907137,286.061535622174,284.6383019751245,288.67827687246023,283.5698879367703,284.5340857872596,285.5061712579413,285.22553194486176,283.94757907294525,287.20649087647377,287.5484740987365,283.7206584105998,284.6394749456273,286.02912461277333,286.1528737274282,285.28405247503144,287.52186209989554,286.7786818284255,286.45249452695737,280.65607594919726,283.6251905951308,289.23961485698544,285.9573996966575,286.31947835286456,282.6802921504765,283.7787389510717,
116,280.7936447199448,281.0382560757927,285.23514978876915,283.23812508495735,281.779552529583,284.10325371040096,287.11304068652703,283.2103578895876,285.64574681096894,281.4615190107744,283.93651125282594,287.2453100183508,284.06206202245016,281.00072280827897,283.25452006692854,282.8180378784627,285.42677636897605,281.04429386124946,282.89453259143204,279.66791173913975,284.95833590441134,286.89512237437043,285.5737537202381,282.3686761541681,279.94524363982373,286.46211080586073,279.5173144218249,287.37275265424677,286.72799626724185,283.71779177040406,283.5154567620693,279.938242370829,281.99880590194306,281.88833137484255,283.3868400378105,279.20924483638106,285.0370000482916,283.0602174416567,282.0099195543226,279.47814896691847,281.00280415182146,280.1034998631739,287.0600944770561,282.13745530795694,279.25139028248765,286.9916558457818,283.5869957780663,281.0316414745736,282.5732152470739,283.0259804079384,280.43565262455644,286.7174470223787,287.8473923232529,286.34818902207815,285.1946888459034,285.92338355207613,281.78732724591487,286.12133051274895,285.1646805647965,288.3464839502132,284.6494024367559,284.43200046413546,286.02492157094207,285.1577716310382,285.0942670102521,286.71371471139537,288.0294003888364,283.6985210935711,284.2304351024138,286.9473918313945,285.80595023466117,286.6093374399038,288.2994791666667,286.83543088584594,285.99564202277213,279.85323660714283,283.46895982232286,289.3917741600847,285.2606666201637,286.53916713169644,283.0189586821057,284.20274973439643,
117,281.13630771287626,280.1280035780463,284.4193422645876,282.560549222506,281.58039738581726,284.62667701357884,286.94082999316765,282.96924163483,286.15382189628406,281.53614633860604,284.3501775832403,287.4459091018844,283.7520338344923,281.04961398058316,284.479490287138,282.6636031713241,286.083502130194,281.43658424908426,283.49482889140484,278.82339276324257,285.11809017195367,285.4129875658196,285.3447513789921,282.1964128096025,280.1627778552827,287.60243174793953,280.3911502824161,286.5414807665479,287.6229419079456,282.5298496567722,282.66336417285515,279.7923339173034,282.7283204466432,282.37315653706645,283.5523593329684,278.8257659800323,285.4436506893172,283.59958209921587,281.95444060943936,280.06806124173676,281.27309152232857,280.5529351426568,287.3580606202066,280.92652686262306,278.60775902157735,287.3068728045229,284.1070905412946,281.07648498758726,282.6022436121008,283.46664171603135,281.31875107314556,286.25072493221296,287.6216761550624,286.7809695289248,284.81049198807375,285.599609598572,282.5674295390482,286.1717661204355,285.62539862887763,288.0877349071014,285.6451232686584,284.3373015127776,286.6183051364325,284.7677016485305,286.0255011813544,285.50588072612607,287.8097372089987,283.88419886997764,284.5679506853823,287.74945046002176,285.49815933171647,288.0386399489183,289.03529005784253,286.8062893933866,285.47189979413486,279.5391831170945,283.6691427265768,289.2870134626116,285.12550884987405,286.89125692626055,283.67015338380696,284.44806735419525,
118,281.4804914425581,279.13800842508726,283.8582943647336,281.8662569933321,281.6964835701408,285.36085359342803,286.7959727751903,282.70158548320165,286.2613477322645,281.8831855298835,284.504155309209,287.61825293237035,283.7590750110891,281.43284131843086,285.5675333882426,282.58978483877775,286.13404784709104,281.7513607709835,283.6239511119577,278.27893357049845,285.4675872020232,283.7086529295086,285.0903852413862,282.41963983892083,280.421883607522,288.09193683107253,281.69947742280505,285.74005752954724,288.2791153345353,281.21369045383324,282.23129518390135,280.09581267528046,283.76992138314154,283.0040204952924,283.48312489715687,278.4376281067565,286.2485670152601,284.01458874377573,281.7437208685683,280.81906049679486,282.22376024854054,280.6554451407967,287.58356909000827,280.4773341587611,279.38659019609946,287.53859478737405,284.7087883023551,282.77702091203065,282.3733617761633,284.08639962332586,282.2334828359304,286.13671047783595,287.40917107997797,287.0453654418498,284.8944096268315,285.54171160463886,283.26429161658655,286.02470593574714,286.06031011225105,288.3043617555947,286.65188699240207,284.78243168981083,287.3126970787188,285.0555413214715,286.8418913341704,284.63116745721726,287.5164531106914,284.1329840915107,285.30069405691967,288.2657486353165,285.17758637033535,289.3627725119119,289.89512718116845,286.6724931765825,285.4342130444425,279.8038996322687,283.972896366329,289.0341507349259,284.9199769854982,286.86669195265995,284.4623879233559,284.51979573567706,
119,282.36367082421157,278.3135551480583,283.75592320480627,281.720231947008,281.95060266068566,285.99672332875457,287.058121342362,282.6918754158439,285.6995451651213,282.58303106398813,284.58458757225844,287.7055079421717,283.9495769123455,281.9073400252904,287.07577022790036,282.6000462346898,285.97097677712907,282.2982010055374,283.8023392114884,278.39024861653644,285.4829618013822,282.1702462779733,285.0109389308608,282.91586415496937,280.7904996208219,288.6373326787145,282.7510284312042,285.4349362998655,288.6755944555932,280.0527106763679,282.24481581244277,281.3854239327567,285.0723201765682,283.6593864916008,283.7532303918412,278.23405283274667,286.97582571847096,284.2225640265496,281.74734877142714,281.8489518497453,282.4298149360405,280.8722929902129,287.5604225689675,280.6539838741987,280.1030357277,287.70167457664405,285.3125816037803,284.162844926883,282.49723855043067,284.8985885228866,282.90237829187413,285.9058136992402,287.1309903881925,286.78475493825835,285.2648310958248,285.77149611253003,283.82120544657164,285.7350165398566,286.5536876860119,288.6522299518515,287.5306539570455,285.41147174765337,287.99127398480425,285.6106531611292,287.8736009982042,283.93550897954583,287.1058635781536,284.6551819965516,285.407700982286,288.3127277080829,284.9768455421531,290.35729745718146,290.03845740237955,286.4913513407165,285.64480948535515,280.58669831551913,283.8429342975547,289.0275383694268,284.5516765440776,286.59008654919296,284.5403621240413,284.7591011690133,
120,282.2335244203225,277.6387126768902,283.2975020076766,282.4105288327395,281.4264147412646,286.50492942726214,287.3491867121323,283.0765224358974,285.77906391297506,283.6347130855798,284.4676035227793,287.9240210676368,284.20808181483227,282.24105387816934,287.6713490468678,282.79544346847814,285.71588414230627,282.8971910860949,283.59620549128607,278.95230281396664,285.7008378584306,281.0286660665994,284.8932371034727,283.32439794295874,281.114265749306,289.09770241761817,283.55801000350556,285.4364890074118,288.98371456830927,279.2342857947716,282.2372364980397,282.3620028652988,286.19315067053714,284.30045561738063,284.6748879680703,278.9005105713785,287.54869252858146,284.57734573979076,281.09967041015625,282.4945187970395,281.4232034648294,281.08255899170814,287.27145329849185,280.79973783947173,279.9359660725017,287.7643365545587,285.6689027220338,284.8074802496494,282.52602545769656,285.48996005215486,283.1629618550395,285.75941081623455,286.81305322891626,286.48161355043067,285.46344217712624,285.5615043220939,284.6282585619133,285.4806922102149,287.0926244267614,288.57329114976824,288.64735250507954,285.85634347545357,288.1719748248984,286.0840886713384,288.7407675942222,283.53903924851187,287.02022611177887,285.1476775787689,285.39462034344234,288.1006872156164,285.0633102249313,290.7398983462826,290.0761984800681,286.0582572741386,285.63668845599386,281.4579803131439,283.4714743366172,289.46430661826776,284.00761765700116,286.32191372267056,284.67126364236344,285.0898765032981,
121,281.4503895965688,277.2205379052913,282.9541720994663,282.5803758111192,280.93190019209305,287.1982027270418,287.2608745421245,283.61156220488493,286.3911607903002,284.33640543619794,284.57484028016256,288.30312126634755,284.70659707317424,282.9100898491157,287.71839407337455,283.3009284721626,285.4940993759658,283.42044760456014,283.55716501312816,279.5290728558551,285.98833781371616,280.73073569496904,284.2721956693209,284.0999427208534,281.841056516319,289.3474735916752,283.9708748282967,285.67937058668866,289.2115459512005,279.35299291366186,282.3489074707031,282.69992076608287,287.26844636686553,284.35487818455954,285.18386807284514,279.48528348482574,288.0916133223872,285.0850429884243,280.6636210570842,283.0780256222456,280.64418225410657,281.97972313737694,286.95333225124483,281.89149413615354,280.1890197306762,287.9386462536487,285.67392459631833,285.23340983967205,282.9041281899253,285.74547725020744,282.87814543448087,285.4740771618518,286.8732765952309,286.3385133848085,285.57091055510244,285.60350489354397,285.68358301854397,284.97251416999336,287.6067808940734,288.4315646105197,289.41402035667784,286.65074766948544,288.62702097910227,286.15603425301913,288.98337250314785,283.6133733616644,286.6581589695298,285.3355791140825,285.22571773319453,287.89387260688534,284.6517606742216,290.5432596171732,290.1184642079112,285.65928007132834,285.9928772196228,282.45573408525064,283.357668810275,289.8446269611736,283.8991310203468,286.07956256796587,285.3934391007755,285.7098248939375,
