Day_of_year,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
11,266.14625364124265,266.23150653024004,267.97127795097157,272.8884416629107,266.1384811531784,270.0756538065071,266.3156573173327,275.8071519118089,273.4219392173311,273.6151803823618,275.0069081363515,271.45359768337676,269.6379626673511,268.7566698905749,274.9620736929087,275.21475355360246,271.2902610322349,274.55489762787124,270.1342578333667,268.95227129031446,272.0834504999666,271.1936768621461,267.80246013413125,265.4225331363515,272.55392002203524,266.6198928702591,267.6576357067141,267.07140964605867,270.18494408762353,273.80256592840215,270.1792557675614,270.7391151363014,272.00832138713605,273.77327218341014,275.6873104780148,274.65723000550884,273.3435868222489,272.6254161345653,267.23168890537363,268.6115920368423,268.4772136981671,269.92284133780714,274.56407428969686,270.7009231958634,262.3957314515725,271.35874706822585,267.143413680639,275.4605710282285,273.2744393112313,270.03273696247334,275.2375988039196,275.03622081789194,274.1168818547176,277.96163872612846,270.6480803660857,272.980952336238,272.87041380792596,277.1664077628372,274.407904417902,270.2221491365351,275.6129151955629,269.2156240609976,268.6828847510183,273.49007589226096,273.6379268809261,270.41632972130407,278.43803356203256,275.9291970799112,268.99922344501203,272.0261993147369,276.2615382007044,273.95461133647166,274.2466774964944,279.2328148996728,276.361468871027,273.48710473215476,269.07606701973157,277.3954115647536,274.09192447499333,273.76649561172877,271.58812944461135,273.35579860067776,277.5172364324586,274.18082849225425
12,265.921681513338,265.31321911934094,267.76329137035924,272.95180956196583,266.38584506043003,270.2049067570613,266.65058074690336,275.79076235518494,273.3408154609876,273.28868470803286,274.8369973728799,271.26998551849624,269.4258517273471,268.9651327019064,274.79420108632144,275.6431305714143,270.4807641184228,274.8457762628539,269.9238274989984,268.16299834944243,271.1806678706764,271.6619133843316,266.91909284021096,265.1400078145867,272.4627378284422,265.96586569761615,267.5438289805355,267.62577564206896,270.3963356474526,273.5379627716847,270.8676252837874,270.30645871936764,272.0095426119291,273.9308075733674,276.1661131769164,274.4785074348124,272.9588975694444,272.39100367880275,267.2176504281851,268.97455152201854,268.04300693609775,269.34556989099224,274.53924064962274,270.31546625642693,262.66524386935765,271.50996756268364,267.40401689578323,275.4041393312633,273.45597706330125,270.3191573705428,274.6768513997396,275.0227457160624,274.65192432892627,277.5333948901576,270.8852663741152,273.12425041524773,272.8984313964844,276.9315202761919,274.3280814407218,270.438425908537,275.3950424846421,269.5741313184428,268.1119858440171,273.8669950045072,273.5420123238849,270.2310951167701,278.88538494925217,276.40899261735444,269.6769711225461,272.209078901242,276.6779550927317,273.72924684703855,273.8703662318042,279.3209234253973,276.4318163749499,273.48961082523704,268.9620783879207,277.4955329047309,274.1497591458834,273.74832821055355,271.2814759865785,272.866153501853,277.110676926833,273.7848505525508
13,266.18555443918603,264.0693182529547,267.69551511585206,273.12162501669343,266.3956279526409,270.58713791023973,267.4607488648504,275.4750314044137,273.3905096070379,273.1590597560263,274.64183855627334,271.12809474325593,269.3557141426282,269.4046057024572,274.49767513438167,275.8499328091614,269.8425643529647,275.29200027335406,270.38973910339877,267.8744137494992,270.4752053806924,272.2549033662193,266.19372136042665,264.9943643684061,272.5986944736578,265.46358684311565,267.84886657193175,268.0898844661875,270.5785330487113,272.9607421353332,271.4800556411091,270.0003676194411,272.02850430480436,274.21149745843354,276.4941119854267,274.5221252441406,272.81451233431824,272.4910163553352,267.2791359925881,269.03340725368923,267.8195803911258,268.6548477042434,274.34588795197317,270.381780327691,263.1744761409923,272.13347522703,267.46652096479363,275.2604564177684,273.6203307062133,270.62426037910654,274.2006646572015,274.8599516518095,275.322313670623,277.0998303013989,271.0570333888388,273.3709766877003,272.97611647385816,276.79861711029315,274.15141998030185,270.5408486912393,275.1279972956731,269.9165304069845,267.7864010541867,274.1707226353833,273.3560842139089,269.98151735485106,279.0854294475327,276.7538374941573,270.51265404856105,272.15697923970015,277.044278762687,273.6984096950955,273.62589356512086,279.2495502700154,276.56397512060965,273.49931004190034,268.64162149021774,277.1426595052083,274.12967837081,273.6782167092348,271.37417294754937,272.4405750242054,276.6079107822516,273.0718123998397
14,266.81453074919875,262.7143983759431,267.7097907693977,273.59256372696314,266.1374945746528,270.59472353682554,268.0349371233557,275.2262979099893,273.53559544229097,272.6541876377204,274.5724408011151,270.9854947603666,268.92390799237114,269.99215510441707,274.23074116503074,276.0951066498064,269.0673592331063,275.03186155139895,270.94355338332997,267.7042191986345,270.1622832469451,272.83416461129474,265.31436960595283,264.9444270729,272.68258729592344,265.3833777272803,268.1175347222222,268.0774788359291,270.7711306840945,272.5230066022302,271.9351258889223,269.8161017002204,272.1184777414697,274.28739373622795,276.4838830149072,274.47747531467013,272.66576245951853,272.7311949640258,267.76424529246793,268.98893620417664,267.8871167826856,267.85816806891023,274.0301322219718,270.58677822015227,264.25592249682825,272.5476884890826,267.1952826605903,274.8997330103165,273.67218038444844,271.05348573342343,273.8023381681524,274.32092932024574,276.0151126698551,276.61328683184763,271.2892265124199,273.4979682596321,273.0560948037694,276.6509197006878,274.0011530949519,270.71414022853236,274.46486122587805,270.2267297989283,267.96191672300677,274.31088162935697,273.395566552317,269.93006320529514,279.3257999257145,276.86385325896435,271.160202730619,272.0236034425915,277.07569600944845,273.5861919696514,273.54388756385214,279.25477514022435,276.7838399251302,273.42151802258616,268.5780493059729,276.74543717865254,273.9932494595519,273.7703241853633,271.76067630083134,272.3600894764957,276.15490826989856,272.2714330428686
15,267.3745305509649,261.48854568351027,268.1976613101796,274.02990253155053,265.781882157285,270.26799311189575,268.42138729258477,274.62460770566236,273.59307772644564,271.97368988297944,274.4425068129841,271.2443817921174,268.63410008096287,270.35990553635816,273.98174219376006,276.5140132545406,268.3112375634348,274.1951590252738,271.2114778437166,267.5398646167201,269.8890996427617,273.29408308501934,264.2699719812116,265.07696914020767,272.69957635341547,265.5871128701756,268.4901144956931,268.14796536437467,270.88133737939035,272.2553275866386,272.3792707394331,269.6757536537627,272.26512127737715,274.3131662222055,276.4684744549613,274.57139767377805,272.6282768575554,272.68094665005674,268.4664961855636,269.14696540506475,268.1007473415799,267.7188333625468,273.94293531108104,270.68255010099494,265.64735861232134,272.92570039145966,266.9679965027377,274.6002479488014,273.63988047542733,271.6110690125033,273.26412593482905,273.84838016868656,276.3072948488415,275.9423827081664,271.58766599475825,273.34222406892695,273.21268915681753,276.50161091079065,273.74576155181626,270.6741936577691,273.6945119482839,270.62896916316106,268.4889600444044,274.1341699844752,273.3273722330729,269.8107950324686,279.2795680901943,277.0042042267628,271.58006080562234,271.81773154755945,276.5675323747162,273.8067734416734,273.5161076472356,279.17103814019094,277.1819938464042,273.3223964593349,268.7233518942809,276.26649211655314,273.90523519923545,273.8548558422643,272.269337763338,272.5658275115184,275.84149775056756,271.82914251343817
16,267.8073253142528,260.3281148796408,268.48222098065236,274.2127448187934,265.58038935213006,269.870013271234,268.5672894860944,274.0341509957599,273.3990229679988,271.182850373097,274.46479758238183,271.24212714301217,268.40274726019965,270.27178871611244,273.7563099918202,276.9256944966112,267.8130917801816,273.5577857905983,271.49891060071116,267.3323041345319,269.8313553769365,273.8023532443576,263.3997902633797,265.02798044579663,272.7701930901943,266.0477027827858,269.0523654513889,268.39466091058193,271.1791087615184,272.1963632958567,272.73128516042334,269.3423884986812,272.3819561819745,274.27141087197845,276.5311962681958,274.7989087227063,272.95261846036993,272.59090211004275,269.11444576948116,269.5457883655515,268.3383977384649,267.99341107229895,273.8186305901943,270.7612246782352,267.20172557341743,273.6156849396534,267.34698006393563,274.5071606758313,273.62329456296743,272.0713981432792,272.6644643930289,273.4290073492588,276.549026828342,275.4121856428619,272.2937003372062,273.05685701288724,273.4898636255509,276.2930373493423,273.4458488790398,270.6480403019832,273.34382141634944,271.0969741169204,269.19655949519233,273.7183004786825,273.03948870275775,269.23021699302217,279.1973960941673,276.99044403337007,271.99319750141893,271.5350462823851,275.8260740100828,273.9998557587974,273.5087435208834,279.13489327716013,277.51151164780316,273.04449447240586,268.80229878221826,275.96597691723423,273.75138513287925,273.8075219830896,272.6903505504641,272.91049230852695,275.47705996260686,271.9341855301816
17,268.34462681957797,259.55098934336604,268.8651324410724,274.25736840402976,265.76217573116986,269.4437201084235,268.3391868656517,274.2463537493323,273.09273859007743,270.3466231908553,274.4148140149239,271.0719740125868,268.19514687040936,270.05918485201323,273.58343803210136,277.39340272561094,267.47770761343145,272.85762183034524,271.92918309920873,267.4591747838208,269.7711441952958,274.0765050121862,262.71705460507644,264.9825270432693,272.7748585236378,266.54130812424876,269.74349073100296,268.9384243174496,271.5319033370058,272.2589160886585,273.2833933773204,268.97512389615054,272.47259083283257,274.2573470678085,276.86961737738716,274.8414076585036,273.31007127028244,272.75801928919606,269.28582878438834,269.93024182441906,268.627052346254,268.2468928410456,273.80483523637815,270.8149595081297,268.1541588938134,274.00825852614184,267.78396392561433,274.4586929190872,273.532074861445,272.61573846279043,272.1510031675681,273.00691434420077,276.8467539208567,275.162661612747,272.77146856845957,272.6383280957866,273.6971921219785,276.03841396233975,273.2459985455896,270.35353899572647,273.35229638254543,271.68141375158586,269.8192782931858,273.17820721487715,272.6905298477564,268.75524777143426,278.96088637653577,276.9863515478933,272.6016138842982,271.15916633279915,275.1362475272937,273.98905227530713,273.354249090211,278.91783499432427,277.55580360869055,272.75508287217883,268.7523674337273,275.6901807996962,273.6054450662727,273.68773031642297,272.96474045973554,273.0756426949786,275.16549093132346,272.25939816205926
18,269.0417500813802,259.5744194356804,269.1720109988481,274.102773030599,266.05359345786593,268.76985943134014,267.9970156677768,274.3386557554587,273.1417897803152,269.4080215845353,274.4290732880943,270.90038639948915,268.3852472810664,269.79373309795676,273.48197000617654,277.39477439945574,267.3588968391092,272.1828863681891,272.29319838825455,268.0833527915498,269.7507617917835,274.06866329877806,262.22218468820944,265.233293477898,272.67958483573716,266.9256140032385,270.48462044479504,269.4317808232756,271.91684591179217,272.3630353878706,273.7738794049646,268.61442808493587,272.53983722914995,274.3382281441974,277.25837251060034,274.7103983561198,273.39898290389624,273.0544573400775,269.3112037071815,270.20794573400775,268.9328556941106,268.5494958078759,273.79293901492383,271.02446857680627,268.733050119775,274.2861528967181,267.8131998697917,274.72508800539197,273.3364812345586,273.2491312141092,271.706011076055,272.5386819953593,277.1161321656317,275.03870755709136,273.179922772269,271.9804164266994,273.79417808076255,275.7848354763455,273.1914334810697,269.7868715987246,273.50748953533986,272.2020341922075,270.41883456238315,272.8158335628673,272.40316923744655,268.31695582724024,278.36878364758616,277.00001601520773,273.24973660982573,270.7573734120426,274.5887212769598,273.75305321848293,272.99311319986975,278.41891552525703,277.30878066364517,272.5890443981203,268.9199883355035,275.5707693768362,273.3358875242054,273.74178931081394,273.06546197874934,272.9981175610143,274.9562094142294,272.80322328225157
19,269.7600186861478,259.72430487738717,269.32847597823184,274.0618489061665,266.46914161616917,268.03021511501737,267.64146710257245,274.442629300631,273.1689778645833,268.9325072198851,274.38926761985846,270.6991952749399,268.6193474663629,269.4408212515024,273.2542694874299,277.13023984208064,267.2900934724726,271.453896077474,272.6298327323718,269.0107820951022,269.3252526438134,274.0696365747697,262.09744922605336,265.53648222572787,272.53677707248266,267.34194106403584,271.1918407994458,270.1662610958784,272.5579773992555,272.17282182742383,274.16163883046204,268.20433187892297,272.3100284935063,274.35391381418606,277.5984574798845,274.29664322290665,273.53958672417536,273.07264023479235,269.29212886451654,270.4067202837039,269.2396973177918,268.584584136702,273.96721999991655,271.1850330320179,269.73790434486847,274.3198708037026,268.31641777886284,275.0615651187734,273.043223323985,273.9409696138822,271.1550970093817,272.12818926949785,276.85273896567844,274.8677652994792,273.728704155816,271.4386214297042,273.6793094993657,275.5140946869157,273.1254613631811,269.2124745426015,273.5350500905616,272.6183111728766,270.9755628797743,272.6317987947383,272.11530333950986,267.99459551949786,277.5817155886919,276.8939133864183,273.82563106178213,270.33658812433225,274.2885474050147,273.5092106745793,272.4601903149205,277.748632290832,277.0497304019765,272.24227472288993,269.27788805839344,275.71184859316577,273.10355464576656,273.7909519293369,273.2054476224459,272.98861052684293,274.84177068726626,273.28606942983777
20,270.11823292267627,259.6239675146902,269.48068289471485,274.0573878622463,266.6514600965712,267.2449267786792,267.1720369518313,274.4199182754908,273.1570801302918,269.04941145416,274.1620121360844,270.5957063593416,268.5314841767662,268.93708475227027,273.0124066735944,276.9003094012921,267.23851840027373,270.4822083562867,272.9248187203693,269.95443485618654,268.766166543553,274.15221333299945,262.3197314400958,265.9378229124933,272.5234296228132,267.6964161929921,271.7137902414697,270.90089656471184,273.1299624190371,272.20701591296074,274.65458749624395,268.00413620125533,271.91627139882144,274.4286473461706,277.71582453801085,273.7136992104033,273.5633052467281,272.8300769251636,269.85633805755873,270.5819786658654,269.1794393425314,268.52820930154917,274.2976232805823,271.56880560980903,270.81123500726164,274.18376892611514,269.0334629678319,275.35149974333933,272.80549864157655,274.3189567891961,270.6458922296508,271.8596089159322,276.5230700892261,274.64662110418334,274.01490499382345,271.0102048694578,273.47760828784385,275.1761169433594,273.0410504202557,268.9973266079894,273.7212913578392,273.1373748518463,271.8223985460069,272.34764998998395,271.8340550610143,267.8033857296674,276.785995718149,276.69603777502334,274.3247835077791,269.8330385909121,274.04324429503873,273.21284649188703,272.19251515967215,277.2103290264423,276.8853301219451,272.2062859429253,269.05463079468814,275.70492167676616,273.0635140704294,273.96977059127937,273.4156794099726,273.18564755692444,274.530873199202,273.6472127800314
