Day_of_year,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,268.0495527740218,268.4111344818376,270.1591192261785,271.45562316372866,266.31800568409454,271.46557168553016,264.1247262547159,274.01182683961,272.8429947290665,273.15888259757276,273.92041464259484,272.85519059662124,272.6109300401476,269.3840618948651,272.7019053923778,273.9852326743623,271.4047361716246,273.2995306031317,275.4090612688635,276.1899005074786,272.64564516768496,270.508553268563,271.21324212489986,268.86024326422273,271.35193371895036,272.5600566635784,271.6189879327758,270.9754330887754,266.33126377203524,271.01498851287056,269.0552622738047,273.1938226683527,270.8547614203559,274.37073765942176,276.1305936894865,274.40044764331265,271.41694596771504,273.92416600936497,270.993752999591,271.17338413336336,271.2503047584468,274.4264006264189,273.63690049913197,275.0539988982372,266.1631920447716,273.2538357726529,270.83243455153246,276.88845386994194,272.8181640103332,270.55359930054755,275.33714902176814,273.36058719993656,267.47583289513216,274.5503205128205,272.9112997984275,270.9616286057692,267.2985463199452,277.21608166816907,272.5872721875835,270.28630897978434,276.8853877662593,269.78468127128406,274.9873258150541,272.03897126026646,275.12077584551946,272.5305572770599,275.17229932475294,271.6218719221588,269.3765060555222,274.5032050760383,271.88962376260343,274.8389389168503,275.97477364825386,278.9595478807759,271.2132117638221,272.3557401738615,271.430425138555,277.27201465052417,273.2274025941506,273.4565201196915,275.06835035014353,275.93630496294065,279.83577786959137,278.41609982221553
2,268.10357979016425,267.888234247713,269.81044927091676,271.5051893967849,266.3721200796274,271.2600744524573,263.8555889683911,273.9401464217748,273.259331127721,273.4002505571414,273.9336242154113,272.64977969960273,272.8237282255776,268.91730221479366,272.7651347364116,273.7358817336906,271.77376964601694,273.1647344083868,274.9309448763855,275.9490549462473,272.7924220419337,270.89752979767627,271.88983555981235,268.71787213708603,271.38821598933293,272.09918312007545,271.0866494203225,269.9919738769531,266.24861935346553,270.9716191218449,269.2148972209702,273.2384233523638,271.05194123096953,274.01798440004006,275.86268837431555,274.5107353536491,271.4257896488548,273.4754074748765,270.82162603394596,270.7936734191373,270.6063710791433,274.0216995630509,273.537307556674,274.70421027811165,265.52113647460936,272.950736073551,270.91229529747596,276.98348513872196,272.7370824047643,270.1587021526109,275.90255956405247,273.7171572432559,267.90504703358704,275.01367834368324,272.66011900290465,270.57688984667135,267.4773654513889,277.2637722439236,273.16627750233704,270.3936252691807,276.8437972109542,270.1345793373564,274.56105753580727,272.4876681335971,275.0313224596855,272.2290785047743,275.5322947445079,271.8062107705663,268.8651509602864,273.8553450625167,272.1306213900574,274.92741323617787,275.63055800739517,278.6107344146468,271.0919715816139,272.3104097806491,271.09693337464944,277.5756551628439,273.22231841780183,273.32670439369656,274.6750986474192,275.44406367896966,279.8658941285223,277.69543352697644
3,268.2138935839009,267.71774161575183,269.34646935096157,271.90607268504607,266.3732206426115,271.2326385237213,263.8688280154497,273.8280425242889,273.5232351971488,273.66485799153645,273.85344650398974,272.4655117980435,272.63075571956796,268.47897057166466,272.6962832198184,273.67202732705664,272.17034119174014,273.2514313004975,274.4099349062667,275.18808661566845,272.9388411040999,271.525494280432,272.4683284922543,268.03139178936294,271.34023307083,271.62662494365986,270.5158602201021,269.0954821464343,266.0481136485043,271.0321778908754,269.44249533628806,273.37011092748395,271.06596914438103,273.7351883325821,275.5416014059996,274.5566955044738,271.61069054236776,273.14656027769433,270.72792564457296,270.44940091646635,269.9874635354067,273.68787554879475,273.42625226403914,274.0262655665732,264.92061934511884,272.35697402302014,271.41211772168805,276.93489035581933,272.72877134665464,269.9257437942374,276.36210457565437,274.18524362939036,268.37929212782115,275.45788021250667,272.539168502938,270.5472974989149,267.99319619724895,277.03927862705325,273.68609133989384,270.1864948500935,276.82984728690906,269.97687200562564,274.13464423285586,272.78385145399307,274.84989003238513,271.8473443447015,275.99996478740985,271.9725279718383,268.52152047442576,273.7234157464443,272.5770277756911,275.0224115355402,275.38314068134014,278.4722878480569,271.37920746110444,272.4176780765892,270.45940958658855,277.5503098707932,273.25573871319114,273.24542408478567,274.5139392298511,275.3522918962006,279.6972841442141,276.9985310872396
4,268.56797782702324,267.6888210720486,268.77878699669475,272.09912704076527,266.4295575525007,271.33852721646304,263.97047012198686,273.9309149326422,273.8834110618657,273.5848328158387,273.9218502729367,272.44705377562434,272.4529869144799,268.1272550664396,272.66651496561167,273.79226418519636,272.5511235163762,273.38545959994326,273.8251683944311,274.092332419371,273.3055082402677,271.8381575103499,272.75572786249666,267.3513289492355,271.5479201096755,270.92652076655986,269.9315541324452,268.03568245651377,266.00697052784454,271.38804775140227,269.6816165239383,273.58704959184695,271.01221981211603,273.6033746703058,275.2708209698017,274.6882277790298,272.199069918119,272.892094799596,270.5843255719568,270.145401548728,269.4579523070246,273.8072700174446,273.4271151550815,273.2781589605869,264.1637310321514,271.96400689019094,271.3157254732572,276.8016707461104,272.81708170572915,269.78836205637356,276.6668957310864,274.4564190725995,269.0700275649372,275.9399569519565,272.67706006694044,270.9727564102564,268.8782524434929,276.94064164120925,274.05601264105906,269.97554999457464,276.93433540539866,270.0328350882245,273.470807041266,272.7766160753038,274.6851282364283,271.61567148061897,276.67680799696177,272.2766879611545,268.2160710783086,273.6480665940505,273.1073995476095,274.9775312896468,275.2537943000467,278.470455071865,271.76379738832134,272.8550319573818,269.63060292301014,277.36346675514153,273.1757892836872,273.25553145449385,274.4683142507178,275.2156879653279,279.3723443447015,276.43854761368186
5,268.74247363489917,267.66522592397837,268.4878614637587,272.1672562036759,266.4709889990652,271.5050670656384,264.1863986805973,273.8734823112814,274.2664029113248,273.2108627449753,274.29012722439234,272.3496800088475,272.1543005788428,267.96255065396304,272.7418390779414,273.95499658829124,272.71414758405115,273.64107519948584,273.21162631043,273.33175314878804,273.5244000296308,272.04262450128533,272.8332762628539,266.7127414801182,271.70304518479566,270.1400355151576,269.5032480093149,267.31495481311765,266.0553782406016,271.7449405507145,269.62170561439973,273.63537169888485,271.10206716162526,273.57843946147165,275.1522553794405,274.8988949506711,272.74351984007745,272.851570585854,269.9525606856387,269.7394294412727,269.1820585854033,273.82018338716944,273.37303325946516,272.48522813585066,263.3255656967815,271.4815513676048,270.7944993239183,276.5363070496127,272.8418314615885,269.6505595410991,276.9423180735009,274.5734924316406,269.7566751072549,276.50459537343085,272.50834726186895,271.76031932341743,269.7123797555255,276.98202566815235,274.20550714476497,269.76143929245126,276.79677431807556,270.2746990497296,272.1741040873731,272.68909458258213,274.55407996544466,271.474744382679,277.2996577857906,272.8853613698584,268.0103115505642,273.64573854625735,273.6230967986278,275.0082534137954,274.9459125225361,278.54896078517294,272.00305029714207,273.0598102276142,269.3389615572416,277.39512146517757,273.11897551707733,273.23946141952126,274.1061772794805,274.79171158228166,279.3646409254807,275.8841538649339
6,268.4803180401142,267.82999137161124,268.34331738072586,272.09567365075793,266.4381397736378,271.3518476958968,264.5970597487229,273.6324955345219,274.4862613514957,273.030146515675,274.68702940329524,272.1313409788995,271.814983974359,267.8489277114216,272.86428379156655,274.15014006785856,272.9654581184061,273.82518310546874,272.5269308497763,272.67784601195245,273.44268287593485,272.24455957657244,272.3554411537627,266.50565034263155,271.7409313234508,269.6158405532185,269.0322572365785,266.55224909334095,266.5033626719418,272.121922002287,269.35203633104635,273.3433074690338,271.37020545372593,273.48627794053823,274.86379551031655,275.1194610856537,273.0240664751102,272.8828275762053,269.02721111591046,269.20441936264695,269.3568628555689,273.2592146914229,273.3453661274706,271.84245360284785,262.8421638684395,270.6752642248431,269.85381297576123,276.1785892845219,272.9588103987213,269.5271690433861,277.2240286020132,274.7203812036759,270.47230151575855,277.16249097514356,272.17272004999666,272.519301194411,270.5303045810797,277.1956282134749,274.2044756506243,269.56646817199186,276.489839576656,269.89551829802684,271.0779355301816,272.75309432592144,274.4269405006344,271.33714672642895,277.6062803610778,273.41094574235444,268.0295171232305,273.5088372646234,274.09497581547146,275.09761722923344,274.87478105593954,278.46082883655515,272.6659683097122,273.1405072073651,269.48156200963206,277.57594552325384,273.2522248618623,273.3147956000434,273.67067359859107,274.3513759515224,279.26630342923676,275.3154547797309
7,268.13310113890554,267.70516399155315,268.2161366519765,272.155218088525,266.4621599246294,271.0139579577324,264.9756104819795,273.9846477801983,274.4281058547843,272.8387219551282,275.0690562191172,271.8077896509415,271.43702439528244,267.8530945345887,273.0681736090244,274.120249065171,273.0854891263522,274.10838904747595,272.1156817574786,271.7035042004708,273.18436227130076,272.2320838863014,271.3791146042,266.5977355957031,272.0688563159388,269.0179175222022,268.74273561656986,265.85463087293834,267.3277358356704,272.5045872875768,268.9617093078092,272.92467818300946,271.5744378505609,273.46670892177485,274.64388652051616,275.3442325950688,273.623866519765,272.9827058710604,268.1362792186248,268.61009464100897,269.4098954159989,272.48264196673006,273.50197722606174,271.6595335349058,262.3568589430589,270.86864389272836,268.89584418402774,275.9174033662193,273.02609743297614,269.4719563802083,277.07574442023906,274.80899799053486,271.22318370851696,277.71876951038325,271.48295658470215,273.0902635884081,271.3531500922309,277.5418698563535,274.19149509006076,269.66041353665867,276.2783450917301,269.46422489524906,270.3821590064937,272.9612185747195,274.4531400762053,271.36651710445045,277.91971430330193,273.90851033528645,268.17629937065976,273.1051680083968,274.6714896960136,275.09550155248394,274.80936164529913,278.5876665164262,273.59121067666604,273.15238162309697,269.5411384256477,277.64834959894165,273.4941963391426,273.47221418853496,273.3660572541065,274.1216415014022,279.0500471066206,274.93775947766426
8,267.5472530528012,267.71549463516624,268.314505865635,272.34022232446915,266.5867400340545,270.75549968491254,265.3031355116102,274.4533473870693,274.2529374603532,272.89202484391694,275.3153632269965,271.6027822119558,270.97086729392026,267.83480871477695,273.32721077682623,274.2242203671708,273.05703907502004,274.31406839484845,271.8945305718316,270.808772369124,273.06717899681155,271.8477595402644,270.4120032155615,266.60294585920803,272.507922937116,268.3705317570613,268.65758202707667,265.85214366423776,268.1369877220219,272.913369516226,268.85943999983306,272.50656962598487,271.924657159789,273.4166246723925,274.7429140270266,275.67143502520696,274.22827247554414,273.0350093482906,267.2615473559779,268.35269352839543,269.40968116695046,271.596297670022,273.6784899589343,271.6128349108574,262.15621984758945,271.2653043306791,268.0604246481871,275.7779095511151,273.0854888655182,269.4259531917735,276.7215684678819,275.0131497374967,271.9206553923778,278.0039729191707,271.04302122980096,273.28473719409385,272.0837086212941,277.6248052613348,274.22651815821985,269.9622323321481,276.1636029626569,269.3192857008714,269.7946858723958,272.87058710603634,274.3903907710671,271.31955279488847,277.9769475431524,274.28183906750803,268.46072132077995,272.6564679528913,275.2365177513188,275.0665653065738,274.74597924387353,278.69302764631743,274.465723177918,273.43246887728696,269.446884650858,277.39801640958865,273.4459708450187,273.5065552801148,272.94932464860443,273.9353809845753,278.8144117045606,274.5744815141727
9,266.94193057850896,267.5181197728866,268.4824287088508,272.71986120501134,266.3656361636953,270.44876458583735,265.65841406145665,275.2348122621194,273.9794884836572,273.2495436969985,275.49369553786056,271.4358055701623,270.4113230648204,267.94816357213205,273.91646545931826,274.4889602530716,272.68343886677013,274.34228176540796,271.41663620125536,270.22618251702727,273.04444115793603,271.317339722723,269.56217635717144,266.34815595577925,272.58717656583866,267.88453155256747,268.470950134799,266.12017449273003,269.13023676423944,273.3131858369224,269.13117049779646,271.98896108774034,272.10025368714946,273.5489686623598,274.98038116194243,275.5080100035056,274.0408458220653,273.03934393988715,266.77210309933395,268.27706147544404,269.15328108306625,270.89688981537125,273.96424753564037,271.32464417025574,262.33136388012485,271.4555546165532,267.50062151525776,275.7383315387954,273.1565182416867,269.51342434353296,276.23183771117124,275.15957005166604,272.5546749278011,277.8752840482272,270.845228928786,273.20689572065305,272.5089561527611,277.6280984470987,274.32142161833934,270.1057983398438,276.14675783336673,269.30602124858103,269.6910624707866,272.8473495092147,274.1857845991086,270.90758213141027,277.78949600610974,274.8335328191773,268.52520365918804,272.2406943818443,275.6508075420673,274.7713245880909,274.6636079706698,278.7928479838575,275.44169290656714,273.4694677108373,269.3285626794538,277.24952309111245,273.5613448705429,273.6252177442241,272.5403584798177,273.65534934019433,278.33178783971016,274.21204562717014
10,266.6199366382045,266.9389967698317,268.2688947628706,272.8838883880876,266.1543614053319,270.18709325545876,266.0167633056641,275.67289115710133,273.6611922304854,273.58214721679684,275.302156784188,271.465619522486,269.97034025273774,268.3524113060063,274.67892962072654,274.80216826088406,272.14102449335604,274.4362286950788,270.87225936498396,269.6139434553619,272.780716020633,270.99332421457666,268.7771329961271,265.8867219321748,272.52513886802217,267.23278918144035,268.0428502791967,266.45469681177383,269.8351947490985,273.6636128743489,269.70758030557226,271.34786710820646,271.9943870087974,273.6814320621328,275.29230336246326,275.11194098056893,273.6733121431791,272.92946328709263,266.9605853480152,268.3712912013388,268.88348618205794,270.3261161608574,274.27908664279516,271.12322768512956,262.39460245768225,271.5217920026208,267.16700981987844,275.7009676419772,273.13184558835803,269.77615945930154,275.789415773571,275.1402636405749,273.42221392770097,277.97238466963813,270.67013002053284,273.0565401517428,272.73766244741586,277.5050299228766,274.4524610209669,269.98194298377405,275.9460182124733,269.15111177884614,269.3440429165832,273.22183806590544,273.866304420406,270.5243514101729,278.04277479383677,275.36888031266693,268.6189559545273,271.93809657952727,275.95265096028646,274.3424139560797,274.5298387315538,279.04700259999333,276.0716260600294,273.4672069060497,269.19462697607844,277.31261038494927,273.9304669763288,273.7277898804754,272.0376849834736,273.5473930684929,277.84967833950986,274.1641819098057
