Day_of_year,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
11,268.8160193911064,263.7560671923868,269.1178736028048,273.04131446503925,266.4130431270678,269.8617439869517,265.8192139429135,274.1436906409126,273.28085435689036,271.39239236912124,274.19132368341764,271.70636299328925,270.5791265015961,268.8530008144079,273.05476978892034,275.41439024212934,269.83742077041006,272.41990619971796,273.3194817100506,271.8617044832215,271.27946963124873,272.88533690194635,267.3526361053694,266.6659855112939,271.9591614223887,269.37457780230625,270.59972664933247,269.3058368313697,269.1344872814649,271.7297919867352,271.77237728551165,270.922848735396,271.6646715894625,274.00526676856356,276.48966569797966,274.4718634745027,272.7000718033935,273.07152954303496,270.1088639630869,270.3766377262087,269.5031261964708,271.07483129761647,273.653797562996,272.39212192633215,267.0745506570594,273.2449988277615,269.75392444948204,275.89477496151096,272.9820434469344,271.8669271792529,273.9517590039224,273.27448145864025,272.7867452591485,275.30828592380874,273.1374697499871,271.20566765191245,270.9320802649158,276.2306977201829,273.429939213225,269.77736447368204,275.3168041144056,271.261966298295,272.3394251619123,272.7087473778611,273.5203859693655,269.85409374252833,276.9402004396551,274.4727847317805,271.0343050392725,272.0792171708605,273.5630623917623,274.26035151706435,273.9569128397775,278.1547372974178,274.30613199869794,272.6344234696886,269.6855590921281,276.6433559067492,273.1383577887927,273.57238322747844,273.736332592834,274.11623958717007,277.1948039746659,274.9550920585841
12,269.1621836874483,263.67542967942256,269.028816343044,273.1015869342561,266.52838112047823,269.56261025705646,265.74781613787707,274.25329640327755,273.4555918754281,271.27227510589523,274.200190617488,271.6105699058009,270.4482705595081,268.55526539035037,273.01258477778157,275.3876153458437,269.94903700759926,272.09488780839666,273.22100953763925,271.8214615663287,271.1515745252889,273.0713828365304,267.4344667824366,266.53257878936944,272.0324036603727,269.1976087647494,270.7210769337795,269.1607534126175,269.3941960867226,271.92408624969306,272.1151247237516,270.87304952541,271.47197201510323,274.0005975538685,276.4758783660712,274.31696955047425,272.99936604716737,272.9652777861918,270.17721993041687,270.2753402672098,269.29247698535397,271.19873804135,273.825428068983,272.1422682037227,267.24496323654137,273.01531861260275,269.8845001548849,275.98982765065233,272.8886807097,271.9790930105104,273.8133118079653,273.22987031266155,273.0160415687277,275.4083256749105,273.3121814964427,271.2162633096018,271.24784993691515,276.0162608964666,273.6016011707442,269.5201163090784,275.32286572831043,271.547869560046,272.26790465551335,272.68914173968676,273.2672570215167,269.6870651813062,276.8646001192634,274.65864932783586,271.1381235430317,271.7832195323001,273.69301504887653,274.08781128939364,273.68611290161033,277.8703135197768,274.3326589175746,272.7034442860593,269.41648871056594,276.5536342018197,273.1108740214181,273.60713603459084,273.7741032829947,274.0670153899465,276.950926522759,274.90826360483226
13,269.3309907495138,263.51252876578326,269.0530845572674,273.2203627113866,266.53217072719576,269.2344654420864,265.5742698398082,274.20806230997823,273.6398498939028,271.0558829358829,274.2485918245402,271.4657032401035,270.34063458186324,268.20526377991075,272.9477044066878,275.35118833783247,270.09117150444746,271.7167368242817,273.0761260102858,271.97904997290016,270.9340591367559,273.1279187577139,267.47438652600204,266.49752444132383,272.18130886939264,268.990970583175,270.70420808374047,269.2482233796857,269.6988472382425,272.0997455555905,272.29195233038183,270.8725796960621,271.46693454486854,274.05181566716425,276.4496529124018,274.08509668897653,273.23985309458845,272.8635078979189,270.27505979072566,270.1228574842732,269.08446902140196,271.25139090993173,273.9650342008908,272.083007585322,267.2321362870108,272.6938558599,269.992428258197,276.0343330831346,272.80225187416806,272.2266560216104,273.72818265777664,273.14191246821525,273.1547210668117,275.5787181617604,273.34703317646944,271.41854517631435,271.57526462703225,275.8766018320846,273.6205447364978,269.38831560941054,275.28270212178194,271.95310715390593,272.10531146709735,272.4908223369084,272.9919008013628,269.68023345922023,276.8941894228346,274.87972212192733,271.27981509326213,271.5374213913633,273.757562023633,273.98248222862225,273.53994637387564,277.6629652554975,274.3774574854041,272.855462919098,269.1524249535143,276.5631042429985,273.1509049307521,273.77468692852113,273.7350257135206,274.0404219331575,276.7878177664909,274.73573158081155
14,269.4314081209371,263.63466266288157,269.1156587939897,273.3362954568035,266.35085701133914,268.90717201453776,265.4209357704181,274.0179191949054,273.7656816430482,270.76019620303776,274.28126085406006,271.21900171322505,270.3462262906941,267.9159001176075,272.91062870451594,275.1934351767263,270.15336105308813,271.4000733583007,272.94635406065026,272.14786044263565,270.7004924613252,272.95939746033173,267.2086870873437,266.5073559984281,272.2588911411484,268.900626006651,270.7315044292643,269.37425509595596,270.08659338813067,272.1976495305796,272.35626084396324,270.82051173510683,271.5955984716676,274.0838028345353,276.35483027884936,273.88329578333395,273.4879956367688,272.8721344776643,270.13828841115543,270.07879901188676,269.0336349651377,271.13558192604137,274.12852976556843,272.0164980955416,267.2268257488191,272.2463671461031,269.917968800484,276.20029958720244,272.7870752225739,272.50136506212357,273.6622985637908,273.1908611490078,273.4413556145478,275.80297170028496,273.3653615694385,271.6340021302229,271.9098301233587,275.81935292536605,273.5614509929597,269.4313275232307,275.2564503659484,272.03826672070477,271.92971094981806,272.20041383249486,272.7478605637972,269.7531936935791,276.9644727178405,275.0666277990349,271.46753255309306,271.34208069604915,273.7667841126447,273.8735932380922,273.56158906670026,277.39711633371456,274.570320855102,272.9825737056306,269.0031345010888,276.697262065878,273.15060038602087,273.9325668044678,273.70421340980243,273.9601874087249,276.58803180350657,274.5342280764142
15,269.4107970938986,263.75583254275386,269.1729335737583,273.4937808255305,266.1185631637636,268.7973470001599,265.3006128858593,274.09240429849046,273.860106917035,270.3719872915617,274.3739264324936,271.0331524895478,270.30597302458125,267.6534696189306,272.9432004513674,274.90305282302495,270.1684035686938,271.20832578597526,272.82684252970074,272.1957322239777,270.59175732078586,272.71198259453024,266.83521220899,266.4483191503583,272.5182737692809,268.8391535075072,270.7399703184369,269.41175569671555,270.4900471803272,272.24033930599444,272.3762634125892,270.75026862536515,271.7582051140696,274.1903620389397,276.27693533443835,273.69977796127023,273.9285010250271,272.8441621008937,269.9662529225188,270.17414092386525,269.0784917410195,271.07657849837966,274.3448259150124,271.93070510599216,267.2309359289379,272.2071472622325,269.5277102133575,276.27580898590975,272.80755211362373,272.7453434063049,273.47873283241086,273.2455086404376,273.5674402885342,275.9820312802904,273.3359865199642,271.80143049948464,272.2628684473787,275.7701267087824,273.35886241070386,269.692620516415,275.29823733598755,272.09068120383745,271.6763067632001,271.92834023348644,272.52902014695286,269.9121366616021,277.0199676084558,275.24431378512065,271.64669719030286,271.1819353505932,273.7917092751628,273.73248720129624,273.66426564761684,277.20979449175127,274.8695769834558,273.13415489480747,268.9554845969277,276.88687729500265,273.1113093701939,274.11332297502616,273.70401811244767,273.9259129879985,276.2911026846583,274.3590449860907
16,269.12176321832675,263.78045830990874,269.3713871882512,273.6580630066574,266.1849633304416,268.8314534606176,265.1458550414534,274.32864006301213,273.8227157403458,270.0351382272119,274.48627029557775,270.9021493108732,270.2725338868803,267.413078263932,273.10828075929555,274.5128614553447,270.1361525971797,271.00504090314666,272.67914406497977,272.1115146633807,270.70864272452854,272.41999199727627,266.48910309166035,266.4100830986837,272.92726550484804,268.85245543575365,270.761961956671,269.4479695612779,270.84558272065954,272.30801866151165,272.56153661382405,270.6979063174466,271.9298073490165,274.325921146213,276.3377732749415,273.5719167048326,274.26204606301536,272.84988054980715,269.72913131524547,270.4516359491719,269.12867225665906,270.9332436182166,274.5340162960333,271.8769367176999,267.3763517091055,272.30445572795503,269.0034439175261,276.2829126653048,272.843990354325,273.0080818826251,273.1827061907924,273.3588175304277,273.6604416108112,276.08671843699915,273.33907995231885,271.742438758869,272.55477312086435,275.64616344821064,273.2117295182373,270.0413766360855,275.3968188062594,272.3346469270187,271.45732249219714,271.7795746884531,272.4380297033722,270.0115687872774,277.00302424403236,275.41038643179894,271.76985972414735,270.9142529256488,273.8184371960863,273.55831126677685,273.79504692386854,277.1113054071999,275.149177166329,273.499515454566,269.0351370660799,276.90568033854163,273.0059524422544,274.31278783452717,273.63656520291335,273.8066962078842,276.0239724789502,274.16006876122765
17,268.92260928978305,263.78883933547706,269.65626966351806,273.9514714975412,266.2746892760271,268.73271455599115,264.98702725267685,274.7296335174586,273.67310625428104,269.9588176011053,274.57103346200694,270.8448324274484,270.22158639306764,267.08057460990005,273.42551951570096,274.09635272787267,270.1163787715587,270.8116175649184,272.51590008731716,271.9208628715219,270.8255594535935,272.0455379060125,266.1824777380704,266.42812638326154,273.0520438043611,268.918443425812,270.7880529462059,269.5549874128242,271.3019471275008,272.3040558946734,272.8512931426169,270.6632747476608,272.04320867521096,274.5148168268827,276.3616629601314,273.38895375241515,274.2398232585443,272.8200982206612,269.65728993254123,270.7342134007153,269.20179280296054,270.79211907903453,274.7220962057437,271.80969839040847,267.71331673520376,272.48470847206335,268.5543905783528,276.2794383816526,272.9327357239325,273.2640936688217,272.76577145408464,273.4489078947687,273.7743664560878,276.1135748901872,273.3335230774481,271.50918773464963,272.71637149681425,275.32296099161886,273.0726408220895,270.36781809564656,275.4723902498029,272.6370545190854,271.37211617721414,271.8075628414738,272.4257098151397,269.9606571623468,276.9202437609853,275.62162034860614,271.8090192039117,270.53875649123273,273.8025740630573,273.36740440450683,273.8842598510439,276.9982063287147,275.3410380247509,273.82134621038824,269.18465734691637,276.9685288295951,273.0375478285418,274.5631709828467,273.57293686026674,273.70633598434915,275.7613338599824,274.0572131388043
18,268.87769031761303,263.67801945814915,269.8606914460314,274.1723082284478,266.46033012699354,268.75315759751896,264.8532537644909,274.9882167566897,273.34369151428575,269.9195673511085,274.5391948690485,270.7859328453752,270.12369193431266,266.91512862111637,273.8045500825515,273.6684170857849,270.1392853565705,270.69243524013416,272.3986199996607,271.6263653650276,270.82887266804306,271.7477463942308,265.8502036095454,266.5453701729218,272.92832501256044,268.88764813520186,270.8368247815456,269.6945043395037,271.7036389271221,272.25206060543644,273.1040846554083,270.65887690970874,272.09186063629227,274.72246612725525,276.415282748769,273.1484512821321,274.0683025552578,272.797116061101,270.10833183648276,270.9503915185668,269.27780136221986,270.59961606413003,274.8323500059773,271.72326854519645,268.0777661849685,272.61681626590445,268.19907769770344,276.2700701667022,273.0111114022355,273.5575920464679,272.43163545039,273.389879654221,274.05041710890646,276.25399096215233,273.4329251651433,271.4554553162076,272.7683008034629,274.9861101098451,272.99767362154444,270.5968570882767,275.36167207249343,272.85648761809216,271.0910268425448,271.9011999844913,272.36009666878294,269.8764398541699,276.90557598811324,275.89845514415805,271.90076761427156,270.2885290103278,273.7671763985683,272.99456867883777,273.9699144891907,276.8571378015308,275.3129480959858,274.17013274666886,269.346435774053,276.9455494971389,273.25977486357203,274.8416481743774,273.5306371999635,273.68628944415906,275.54937731519624,274.0607102412247
19,268.9322059700763,263.5632077099569,270.020751397801,274.35509509267246,266.7708247510533,268.94234800378183,264.80958558391,275.0752617242023,272.97118852866197,269.781987571243,274.39591738919364,270.6445650995222,270.0335778172495,266.8405173580147,274.1517260530155,273.3103829786934,270.17541695745456,270.5988141510287,272.2687696231309,271.378158506231,270.7831477440518,271.67942998111494,265.41716614274367,266.73228599731345,272.75527477027765,268.88139882178416,270.9455056265428,269.97145204252206,271.90145212683035,272.3738938703135,273.234617348443,270.57906713241186,272.11254085165297,274.91155493446774,276.43850864508215,272.9345427987199,273.8390860103989,272.6517973869078,270.6152019516509,271.2527562497173,269.2601871916437,270.41871303561504,274.8196782190214,271.5146684796481,268.4365821503922,272.5587395982766,268.01257778574757,276.17062867624486,273.1604781359853,273.8456588505318,272.05012657348533,273.3826395922993,274.3427948932001,276.47945379441785,273.5645013119782,271.56988972174025,272.73902568706706,274.7460738593039,272.9925693357356,270.8710247888557,275.17472742173766,273.1252158695849,270.7821801677038,272.13075883611356,272.350837322579,269.7569390510704,276.9739878159894,276.06678523338957,272.08009271487606,270.3675807956036,273.79922886699364,272.52061052219847,273.9284024045328,276.6407605495406,275.23066306291673,274.52764645206526,269.6037172580968,276.90151884143665,273.47176843837235,275.13317181987145,273.6115989464191,273.61380777288014,275.4278090408363,273.95521420462256
20,268.9601165796727,263.415786351913,270.1915796372987,274.50285502166366,267.05912433684216,269.2181859170237,265.1111862144754,275.16487072360127,272.6757637825359,269.75509247255286,274.313476915888,270.4873764505063,269.99393634149317,266.7652341276284,274.3625791690091,273.06469489287696,270.24533656572294,270.5704080409704,272.2031000609039,271.10829398610355,270.6895500290384,271.858159976325,265.03483677462566,266.9622660621915,272.6403982006291,268.9672390643578,271.20203499995154,270.2771268833561,271.92715845352564,272.4173912887636,273.50685557577606,270.4137808750048,272.1091482763551,275.03135104372643,276.45946207985196,272.8233717799285,273.7143015770798,272.55444646414105,270.9974363467435,271.63065297116515,269.28754649071584,270.1754966716909,274.70694520002166,271.48506259208284,268.69395003780244,272.4112800743286,267.9909000570267,276.1678174999354,273.3249737887071,274.17803069083925,271.66922133377113,273.4131083523961,274.6078133531796,276.5839379802038,273.7029717053334,271.68780699320524,272.67188744430604,274.49603125080773,273.01437037162685,271.0853219990695,275.1876320661445,273.5203074162612,270.6210006322616,272.45284887776086,272.2464636715115,269.6174542574571,276.9759313490294,276.2694575181177,272.38482678636626,270.55427146135435,273.97867608839465,272.0843394037315,273.86869275619216,276.3991122691467,275.16954483524444,274.7934950961861,269.83845518757425,276.80293267615286,273.6078075727616,275.2924287983758,273.7851818201461,273.5400291928779,275.31497851199015,273.9380412137242
