Year,1,2,3,4,5,6,7,8,9,10,11,12
1997,10.223784190352246,8.420927293353028,9.582435536522624,10.048413531393066,16.257686260024606,24.368440645984094,24.279294194615108,25.196940093123295,18.568666910513855,14.919358416763192,14.468151620514371,11.356229502273257
1998,8.663708731495118,8.832463204533187,8.583900556375015,13.491268143694624,16.081796107359224,23.862311316759158,25.979654745980664,24.493688137694964,21.90047845106858,17.15070859334802,10.527708214164798,8.326746742719457
1999,8.347199861622723,7.4417972080000165,10.861669250319478,14.074324302591831,20.019579578175634,21.775897224132834,25.541546184233734,27.591555271984824,22.693557319478096,17.44796811735659,10.91189060679868,8.830299979699753
2000,6.928552491591922,8.47763315792922,10.115124249675238,14.8515812050583,17.98969644431342,21.277051502619035,22.651799085221082,23.56939536821162,20.032871071905152,18.797563988083745,15.072866918286708,11.38818914117253
2001,11.183041758434745,8.5018517324776,13.83531758802996,11.453218249581818,18.687279278429408,19.79836628620441,25.658300611182025,26.304217063266456,19.651385938204253,17.89592221751501,10.957610199594086,6.787374390167478
2002,8.227111142365967,10.991116308903955,10.062108636001007,13.422031804027721,19.71768334130791,23.109365166558163,26.273150601793265,27.028865468709103,20.349942600217634,17.252652361927396,15.194258669502716,11.611604521154273
2003,8.11187358608514,5.080796975574215,8.769304695555354,11.541896138231978,17.894384379816806,26.391416013342702,25.222497137841163,27.791192824629544,17.001240526509083,14.019431133522685,13.57356760359218,9.427095401671627
2004,7.292664734068934,8.713738836648265,9.586220169777315,14.408833817946608,15.090589012559336,22.589706020681266,24.9975091131193,25.89549189189725,19.910675314552762,21.027546976498083,12.677857428738196,9.141216713500675
2005,6.631378385032673,6.0823672883239865,9.74529578589131,12.609132205522977,16.345550354104873,22.686751445542033,25.419836201285214,25.50427110654643,22.7982014342251,16.43626559027174,12.378840061538238,8.403067021452761
2006,7.310837236783837,7.961279309712923,9.901029957928278,14.057216211465688,17.66946282556374,21.10739271864932,25.821175728285976,23.904314222564576,21.763729663180488,17.77201246012332,12.772575793307052,10.167599536053297
2007,11.03992157735738,10.600537591364795,11.371072934815666,13.149368072167421,19.157833894882646,25.0048785755777,22.163390301593182,26.06528730447673,17.416496199420372,15.332370747013266,10.785775545112092,8.607099734819853
2008,10.065318981412032,8.458159801505861,10.704891967221272,13.015912855180918,17.56571139847572,25.055496003892685,25.582766005971195,25.34919612007362,19.44318945428245,17.450972335411556,13.062056985879554,10.325204494869148
2009,8.923293292275927,8.691463011088388,10.360296969772667,14.350867037895398,18.896674730444467,22.418850257254054,25.19868217449331,25.747821510479017,22.25579965379503,15.961204398654528,13.50575928891826,10.779276832851918
2010,8.05491679458208,9.678413154223026,10.290635312066973,12.548365315820417,18.319312604426152,22.250732580005614,26.46489491316778,26.123195867483233,21.133918903220415,14.933099011925256,14.405278125583616,9.581838619817475
2011,9.09154689795129,7.80304654417457,9.914920840212094,13.470193688889855,16.34262095018297,24.130807030506627,24.60000610745968,25.419821822810906,23.31245589949127,14.397116760856559,10.543171413943297,10.791634624116769
2012,7.673176088443564,6.83054517848151,10.54045814044028,13.377730221626086,17.61174523879715,24.054827203506076,26.820862613895688,24.64489227055122,23.004681121793567,16.799776402261255,15.603087538939256,9.08279286227609
2013,10.11259652525063,8.708675528183964,10.868505708041322,14.55443677290892,18.02896307636826,21.25521381899842,25.002694664758724,23.210512373445447,22.242197038373376,18.510406022825155,14.646843311929295,10.048255243609027
2014,12.671528670292831,12.425759337760587,10.319955272453694,15.399027606360935,16.508175550165802,21.64480264940833,26.965708237230732,26.481572451721647,23.512805703970102,19.05304902165857,17.830119992117595,10.943211627262894
2015,9.78945190182789,8.796251972516378,10.181862316021158,11.50554673040015,19.718819252216097,22.47439898221921,29.182897155200088,25.84186691129572,21.883501224028763,17.98610371395613,11.799931760323354,9.76188157628251
2016,9.80147456136787,12.297615781153514,10.644663772472574,13.644679021427773,17.924023596682364,24.38009753267989,27.906490031700663,24.20233182220838,22.86838633300912,17.03659410334698,14.034189221186518,7.541572630750532
2017,5.961217490279841,10.806297896982551,11.220216693120912,13.20134098163018,18.2619607016703,24.77808372383444,26.046719043091176,26.30525490545458,21.82919066420987,14.689713509640878,13.10781056167733,9.280076259616193
2018,10.676887963802189,8.595638385840825,11.526420563878453,15.566308891263782,22.72817999395681,25.454583128089585,27.414175693805404,28.001912459349022,23.145013360895664,18.552881852174416,15.340548347815488,9.859375239996202
2019,7.692984382212902,8.62689742871693,9.802121403791178,14.08849680810912,18.06676483588144,24.889031618069374,28.076601034752883,29.87819571924959,22.343100069323157,17.30264095199118,16.26779254114526,10.735261932693303
2020,8.11980700946426,9.958021905177679,10.223255806663392,10.647705452666322,17.652164724663923,23.906482414506442,25.921872057729367,29.65170723037151,22.663695245726494,17.45713620387,11.949846765933895,12.389243079572793
2021,8.790590309130446,9.97470081387422,8.32300648243591,11.45865732237824,16.69905655476749,22.73346993862054,27.243123078957588,24.889953010628496,20.20279141124497,14.402957102008056,14.25720140607948,10.424367833275554
2022,7.990692584548143,8.564216239330097,6.830026890937704,11.893188099168304,20.831558049661844,26.06529730853871,25.115750885483052,27.757664875317644,21.72402477631202,19.615515988951778,14.245355636238031,12.956166048105143
2023,10.517757900102362,8.295982887675036,11.79277300341648,12.42856393369854,19.48568596141806,24.272728411356606,28.65882786529138,28.57809859450146,22.614561280633644,20.651520639929128,12.83641860770364,11.559744875918152
2024,,,,,,,,,,,,
