Day_of_year,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
52,2.2758705065800595,11.158427250690949,4.821503743147239,5.4763491581647825,5.182379086812337,2.7419154154948697,4.326858068123842,9.449960745297945,10.687385290096968,8.655754419473501,9.95937008735461,11.91088664226043,7.932980268429487,7.777560918759077,3.383171717325846,4.30161235271356,5.930155411744729,11.242696688725399,7.3817344689980535,8.729181387485601,10.598136229392809,10.291167528201372,6.0505691675039435,7.857196049812512,2.5118808257274137,5.552560916313758,16.477579850416916,13.036317091721754,13.991402308146158,14.25796719086476,7.812781358376528,7.852674643198649,9.459102251590826,12.371159333449144,9.291202263954359,5.731500442211445,8.543923842601288,17.69763807150034,3.9215083427918263,4.115034042260586,5.972139957623604,6.875309320596548,3.8188828443869567,5.522484125235142,5.424885566417988,4.497730640264658,7.064787607926589,7.256127051818065,4.208971965007293,16.93568161206368,9.481881263928535,12.078861138759516,5.832483169360039,5.705286820729573,7.680733570685754,9.529404444572252,6.487535782349416,8.529094989483173,5.947840751745762,12.774659352424818,4.582395260150616,8.925540019304325,10.9730283786089,6.43841012318929,14.071871635241386,7.9462791956388035,10.091581870348026,14.20040940015744,8.610074287805801,7.934758455325396,5.922998929635073,8.150899667006273,7.270042847364377,7.234938621520996,14.082137083395933,7.815193164042937,15.052170973557692,13.536162425310184,8.751207339457977,11.849954385023851,6.496146055368277,11.38113392316378,11.22780643365322,9.957814583411583,
53,3.802574628438705,7.354591345175718,9.651826858520508,3.850287382419293,5.797465104323167,4.91728854790712,4.000992188086877,17.289026798346104,12.269139289855957,8.087106301234318,7.285046357374925,7.132399118863619,7.353333888909756,9.781688029949482,2.8692882305536513,7.672417151622283,5.025224465590257,6.048356459690974,7.45070585837731,7.556713446592673,11.583377397977388,9.910159905751547,5.469925012343969,4.567601417883848,3.0617398757200975,5.356615708424495,14.005884488423666,9.092783463306915,16.713157800527718,9.404916775532257,11.337681061182266,8.853878950461363,13.567101698655348,11.261800668178461,7.7398912234184065,5.296351017096104,7.318866314032139,14.680595911466158,8.101071113195175,3.6164246583596253,6.01051139831543,10.739241783435528,4.255656444109404,2.4685908403152075,8.977205765553009,5.101254004698533,7.015776010660025,6.29840210156563,6.835408553099021,15.86208734756861,11.887525974175869,11.662761786045172,7.276131532131097,3.1178448567023644,8.453381636203863,13.14694035358918,5.753230767372327,9.394815175961226,10.190616118602264,11.75740574567746,4.754517500217144,8.2024777730306,5.8495067694248295,5.043198408224644,19.1315697156466,6.529443374046912,10.992329401847643,14.052195035494291,12.231125684884878,9.168206312717535,10.833901454240848,6.254178646283272,6.307057723020896,7.607401652213855,13.46689194899339,15.047371888772036,12.93438588655912,13.080181782062237,9.808001457116543,9.708800181364401,9.655662194276468,7.974918341025328,6.598863944029197,11.141241733844463,
54,4.382827740449172,9.144119311601688,15.323193061046112,2.9306037181463,5.643395546155098,6.398038546244304,5.259836906041855,17.057930652911846,5.9824551068819485,8.411354028261625,3.653218923470913,7.5745733089936085,4.783665883235442,9.239245805984888,2.8423796066871057,12.577653762621757,6.72354854681553,7.280011959564992,4.136088768641154,8.237561983939928,13.603124373998398,9.950505611224052,4.4326180922679415,4.314380181141389,3.055793908926157,5.823897869159014,17.46908799195901,11.831726441016563,15.704544654259315,11.93936020288712,9.74055727934226,6.66549932039701,10.474310422554995,6.882107575734456,8.603677211663662,4.708927747530815,7.911874746664976,11.178831565074432,12.485477789854391,3.689315386307545,6.729534577100705,12.712067383986254,4.186966376426892,3.2278752265832362,11.85351617519672,5.483640303978553,9.063577872056227,5.700393224373842,8.527827605223044,14.704028569735014,6.714627693860959,10.188358355791141,9.905607468042618,2.751265736726614,10.836427786411383,13.432979852725298,4.479629388222327,6.93338130070613,14.102955231299767,4.273813045941866,6.0692572471423025,9.164903420668383,8.975000467055883,3.321460870596079,16.036215831071903,6.976151393010066,9.431590581551577,11.806968909043531,12.548756379347582,9.04403186455751,12.915568987528482,3.4745145455384865,9.414739792163555,9.448090394337973,9.525659353305132,14.26833786108555,16.42541330288618,11.643079170813927,11.735520778558193,3.5689499317071376,13.967822197156075,6.716509782350981,7.213217111734243,12.806020956773024,
55,7.358862791305933,7.918402610680996,15.399288495381674,2.9418756992388992,4.224733193715413,8.32939058695084,7.679816563924153,9.641751387180426,3.962044587502113,11.93006654886099,9.549815887059921,9.783550543662829,5.964750228784023,7.64435940522414,3.1564225600315976,11.63623983432085,6.662692351218982,12.566066864209297,11.101316892183744,9.000405274904692,7.582388682243152,8.551911879808475,5.13110010440533,5.746252194429055,8.074099565163637,7.0191186146858415,7.145692434066381,5.663529848441099,19.341002415388058,13.64406355833396,6.884249357076792,5.494574956404857,13.28383120512351,5.434839120277991,9.696959189879589,5.7670266567132416,7.20486551676041,12.057846216055063,15.169432615622496,4.6467112211080694,4.461908921217307,10.539096551063734,7.494406712360871,3.9756430112398586,10.422543183351175,10.948052601936537,8.462592259431498,3.385618821168557,10.168749711452387,14.824865756890713,6.2947486608456344,13.517436981201172,5.072586212402735,5.340946552080986,13.523795543572842,11.98475588285006,3.9155725638071694,11.97822715074588,12.302932348006811,4.636288435031206,7.85261731270032,7.460498100672012,5.562441495748667,2.585875725134825,8.39607482078748,6.19084750688993,12.799971580505371,11.58012500176063,11.047422433510805,7.569187090947078,12.230857531229654,2.6431367702973194,12.964388505006449,11.86686520698743,8.219923618512276,14.387088824541141,7.858267771892058,14.79217957227658,8.617748260498047,8.084634805336977,14.506161763117863,9.142739442678598,6.879370872790997,12.189568079434908,
56,9.71627303881523,6.10541645074502,14.446971086355356,3.9079586603702645,5.381370788965469,5.355964550605187,8.7639205516913,15.906354928627993,2.9989226659139,9.979322629097181,10.867619856809958,12.829284178904999,9.38425549482688,6.663832713396121,4.616814986253396,10.055845309526493,7.134250824268047,15.090792240240635,12.685099503932856,7.726014504065881,12.9810731838911,6.689221003116706,5.777952854449932,4.970272027529203,13.375932424496382,5.6605590001130714,8.825000102703388,8.240074182168032,12.13180517539,11.364391400263859,7.5700788008861055,7.1897706251878,15.98502296056503,3.6847878052638126,9.389109721550575,6.873256646669828,7.203488680032583,14.343159382159893,17.54515246855907,4.983108428808359,4.332644150807307,8.178009033203125,7.550021452781482,3.9366498543665958,12.95183634146666,11.183120214022123,3.2296354587261495,4.2709691157707805,5.980415166952671,13.76638666788737,7.262008349100749,9.637014010013678,7.008678289560171,5.788466264040042,9.74418872442001,10.483796009650597,5.718826355078281,14.827205780224922,13.01108954502986,4.347908576329549,11.540875337062738,5.632543533276289,7.744830681727483,3.244261546012683,6.178039367382343,7.465462073301658,11.226405192644169,13.64315566038474,8.908644419450026,6.14344387788039,10.894507603767591,3.907327095667521,13.66463565826416,7.887341804993459,6.998669343116956,10.979741561107147,11.534577125158066,6.117093220735208,3.4656941768450613,10.702771284641363,12.182813106439053,7.699890931447347,9.53740924443954,13.424775172502567,
57,8.884181499481201,4.7117746487641945,13.750384232936762,6.53303774809226,10.607363884265606,8.779146805787699,9.315595590151274,9.811838859166855,1.8318456472494664,6.64770411222409,13.150669586964142,11.490409264197716,9.63231083062979,5.072090919201191,9.128024394695576,8.547271007146591,10.078899518037455,10.447808265686035,13.863284086569761,8.465656109345264,14.39493658603766,8.248709311852089,9.36135003505609,5.008197680497781,15.12726228665083,6.365059449122502,14.574800442426632,13.269585389357347,9.086682026202862,10.752222146743383,6.239126841227214,5.818900517928294,15.074302966778095,3.895167112350464,8.253417675311749,5.28035078293238,12.513872586763823,9.362271223312769,18.480479998466297,4.907343381490463,4.770397235185672,4.870147503339327,5.6255705662262745,9.769898708050068,13.853566560989771,12.124085108439127,3.0137364253019676,6.666449889158591,5.975620196415828,11.039063478127504,12.901031127342812,10.98521047983414,6.934167189475818,5.776666794067774,9.7117890333518,12.561353610112118,7.542729438879551,16.31175058315962,11.439360227340307,9.205055334629156,8.551500943990854,5.203895220389733,12.66197324410463,3.839273984615619,12.212748625339605,6.135343893980369,9.634331409747784,11.661794051145895,9.476254573235146,8.225124884874393,15.11391187325502,7.865894305400359,9.138463778373522,12.080233329381699,10.949973204197027,10.112669785817465,8.568251964373466,7.8879780524816265,3.8948706602438903,9.028523066104986,11.434303063612719,6.094814386123266,6.106072603127895,9.40592551842714,
58,6.334957550733518,3.7161799455300355,13.297224656129496,7.900159102219802,10.499867720481676,11.430504676623222,11.806655052380684,10.771686358329577,2.4530661534040403,8.904215360299135,10.193573890588222,7.409536398374117,10.317492338327261,7.905876245254126,9.441816757886837,8.721375159728222,5.96854001436478,9.619429172613682,13.842466403276493,8.552451598338592,12.615497026688013,9.868579167586107,11.3324217184996,2.610500659698095,15.180984839414938,5.1696124627039985,13.110781522897573,14.186901239248423,4.585881398274348,9.945297620235346,5.879844751113501,3.468635999239408,14.772221760872084,3.6001484455206456,8.072507405892397,4.966985543568929,9.391341026012714,8.259014520889673,15.628769434415377,5.334595191173064,6.169949507101988,4.591982156802446,5.6120261290134525,12.33073828770564,8.461821213746683,11.931575457255045,2.191470662752787,9.813583227304312,9.553446158384665,7.4271129216903296,11.378287584353716,10.077997109828852,6.734816697927622,6.927740781735151,9.110426389254057,8.600944237831312,7.242848885365022,8.457759417020357,8.52996311432276,7.758499903556628,8.102914822407257,4.841076251788017,16.039315492678913,4.609044276751005,9.44306220763769,5.044684721873357,6.183621761126396,9.73583002579518,11.799652833205004,9.179089705149332,5.5622806915870076,9.456104620909079,6.161532634343857,12.983550854218311,9.904689201941856,9.370158672332764,11.543750542860765,10.436088659824469,3.393229276706011,7.606509734422732,6.334716931367532,9.39134403375479,6.891840531275823,8.438359590677114,
59,6.831782536628919,8.841414842850122,10.305718813187037,6.40723817776411,10.738617359063564,8.441319086612799,12.315081840906387,15.239340782165527,2.7606613972248177,6.095357081828973,7.158478834690192,5.760514509983552,9.25152098826873,9.586489506256886,11.945919208037548,8.96601635370499,4.588354269663493,6.8397674560546875,8.9513154396644,8.656778164398975,10.281350135803223,13.30783137297019,10.321727997217423,1.9155326592616546,14.04590831658779,5.782027269021059,13.196927486321865,13.39103451753274,5.637461161002134,9.183469478900616,5.773865406329815,3.034610558778812,14.341894516578087,3.7267521894895115,6.862667108193422,5.880481133094201,8.550823602920923,4.483460279611441,15.8325500977345,6.089301231579903,5.965426542820075,4.7209637348468485,7.13112568243956,10.590187158340063,6.293942757141896,12.330040173652845,6.654998229100154,11.42695172627767,8.002821995661808,8.46769074904613,6.731854243156238,11.80219197884584,6.379790208278558,7.489575972923865,13.062131368196928,7.551032249744122,5.943071952232947,6.7385825499510155,9.350400667924147,6.545051599160219,5.003268113503089,8.138485578390268,15.127497110611353,6.063740608019707,7.447925188602546,2.1681064611826186,4.350011880581196,13.31677735157502,11.256326235257662,11.23251254741962,14.412441131396172,9.231362073849409,11.533123187529736,9.78721998899411,9.052689320001846,9.624760982317802,16.213115765498234,13.246016184488932,3.0901207006894627,7.224920443999461,5.148769665987063,5.177035246139917,4.665783955500676,8.957550916916285,
60,10.322498847276737,11.379941671322554,11.10113203831208,7.977959950764974,8.925423732170692,7.34691414466271,14.595309257507324,8.24601199076726,2.8170846761801305,4.844189252608862,8.238510792072002,5.568440156105237,8.641246013152294,8.104165431780693,11.809301840953339,8.881871504661364,8.932660836439867,4.706256145086044,5.2887468704810505,11.653894620063978,14.191597791818472,9.741201718648275,11.934025911184458,1.8611649458224957,7.5334206727834845,12.448463635566908,12.328896082364595,14.148244490990272,6.4828242766551485,9.383013150630854,5.253233536695823,3.456032863030067,10.596898176731207,4.809668320875901,7.3490214836903105,6.715356080960005,8.88216576209435,5.049664417902629,14.244495440752079,9.072910284384703,7.48937167876806,9.653178373972574,10.531219604687813,9.06525926100902,12.769497577960674,11.670803265693861,12.819093190706694,11.657058666913937,4.7940123325739155,7.581746468177209,10.42017421966944,11.947512577741573,5.691092943533873,9.821862171857784,14.260332400982197,6.693164678720327,6.783540077698537,9.26314472540831,12.674944144028883,8.348176198127943,14.665375342735878,6.660620493766589,15.164636954283102,7.142551177587265,4.777159807009575,2.2285908368917613,4.461896132200192,13.613698983803774,13.849037586114346,12.575197464380508,10.166425827221993,5.8964918699019995,14.535601395827074,7.751558609497853,12.119617584424141,10.951801666846642,10.744714932563978,10.65640405508188,10.116475325364332,10.462289724594507,16.913528711367878,6.902478902767866,5.068747489880293,11.939896999261318,
61,3.645015300848545,8.61006330832457,10.361923119960688,10.292015344668657,7.013921542045398,7.601385226616492,12.42448024260692,7.055825575804099,3.6523167964739676,3.3049258024264603,10.120490685487406,7.083026788173577,11.722832361857096,3.6350834308526454,10.619383017222086,7.325433376507881,11.590969036786984,3.4340892969033656,6.65484522550534,12.286343965774927,12.634792792491425,6.174887473766621,9.306580225626627,2.69002750592354,6.494603218176426,15.773948644980406,8.493680318196615,9.442049344380697,4.619650816306089,10.336921924199814,8.402338920495449,3.9928964712680917,10.816251718080961,6.39644734064738,10.439311699989515,10.96252553890913,7.013441428160056,7.974196996444311,12.562192012102177,8.292486325288431,6.9349565995045195,11.946684727301964,9.592381147237925,8.704979749826284,11.551688340994028,14.387881719149076,14.6245572750385,13.436450004577637,4.338532221622956,6.746290598160181,5.2478242470667915,12.912743299435347,7.399245335505559,10.922138678721893,13.905663294669909,17.166297399080715,3.465019158827953,7.872485380906325,7.510812086936755,13.36810659750914,7.12671188207773,9.383341361314823,16.5743134082892,11.464388529459635,5.248891353607178,2.5084554965679464,5.529130159280239,13.546308517456055,10.30896453368358,14.799970431205553,9.720247794420292,6.988047489753137,14.952381916535206,5.47334037682949,12.561541752937513,13.45228028908754,10.501435059767504,11.639235594333746,13.959763037852753,10.564977975992056,13.734135040870079,4.541506498287886,3.7990260063073573,11.755385839022123,
62,4.314765997422048,11.488729721460587,8.7132097024184,8.42348463107378,8.586561924371964,3.3911588130853114,13.275422047346066,9.781248398316212,5.250347467569204,2.4314136994190707,11.542073689974272,7.7642418298965845,11.387331669147198,3.7839754667037573,11.547259012858072,3.116042993007562,14.056190270643969,4.285116513570149,9.058401853610308,9.437808599227514,12.616825690636269,9.75511141312428,10.065494635166266,4.053220443236522,7.12733024205917,7.85717676847409,12.840880418435122,8.848438018407577,6.259267684740898,10.341481159894894,10.575525124867758,4.937731186548869,10.525106271107992,7.2283824896201105,9.155925701826046,11.03966796092498,6.2888701267731495,13.65765728094639,12.076511872120392,8.98484153013963,8.904698237394674,11.647570487780449,7.154764493306478,7.9542820025713015,9.660020009065287,14.284852052346254,12.995076301770332,5.839826559409117,5.3439914630009575,13.55242572686611,3.9008481074602175,12.36884359213022,8.872358847887089,9.546025386223427,10.217220281943296,12.640540636502779,4.076455996586726,9.177552321018316,10.441230651659843,13.830900436792618,8.24117950292734,18.394733453408264,12.399305270268368,11.60759153121557,7.095735867818196,5.7526673292502375,7.985678868416028,14.222992114531689,13.301392188439003,13.990333703848032,9.303122447087215,8.685060464418852,13.376325020423302,4.804167937009763,12.070283302894005,6.759242131159856,12.442853096203926,11.554392496744791,12.350354072375175,9.916252050644312,13.308866134056679,3.2733615667392044,4.503907319826958,11.31828978122809,
63,6.475807348887126,15.122491836547852,8.061473479637733,3.392486633398594,7.085591181730613,4.029419795060769,11.24484888712565,11.500888188680014,6.547246223840958,2.9670168039126272,9.79440505688007,7.860854087731777,11.054793577927809,8.793000429104536,10.262246743226664,3.0930760090167704,13.78122065617488,5.547569715059721,4.901844049111391,16.664072183462288,11.254708118927784,10.626963603190887,17.585583393390362,5.5592186940022,8.207210748623579,6.3172867236993255,14.13067372639974,9.058661387516903,6.37919379503299,10.212597590226393,12.766944494002905,3.812223727886493,10.164271880418827,9.857166143564077,14.356830768096142,12.282980625446026,4.827638302093897,14.713093610910269,11.842239673321064,7.820749392876258,4.912513005427825,10.557700511736748,8.390356552906525,6.545592577029497,8.796003158275898,11.843004569029196,9.583653315519674,2.2597651175963573,7.545575398665208,10.025177845588097,6.238102974035801,10.685324595524715,9.075826877202744,5.262737316963,7.444872244810447,13.740063691750551,4.081037674194727,13.895414499136118,15.426994592715532,12.292511304219564,10.806973616282145,17.2949701944987,8.151996514736078,9.645019201131968,6.623228293198806,7.100464845315004,13.92015919318566,7.55159900127313,12.438097929343199,14.597641969338442,11.087199602371607,7.790490627288818,9.947954214536226,5.486385241532937,11.143310351249498,10.46615499105209,8.760898663447453,14.0821560835227,9.35310585070879,10.91005425575452,9.292138723226694,6.476018172044021,4.949926137924194,7.037415736760849,
64,7.338497430850298,11.213258107503256,14.375507966066019,5.547982484866411,7.507318655649821,6.301606263869848,9.563511175987047,18.6936770708133,5.392543040789091,2.699909271338047,8.373135627844395,6.90648970237145,11.923491893670498,7.895665902357835,11.222330020024227,5.870728712815505,8.73385962461814,6.81613260660416,5.946374489710881,17.033742709037586,9.968053059700209,9.154451235746725,20.768266188792694,6.111405794437115,8.886949453598413,11.501053907932379,13.188274774795923,9.892514497805864,7.459997568375025,6.712172496013152,8.430901796389849,2.398495845305614,13.332959346282177,10.556659356141703,13.915230971116285,14.906014466897036,4.032403872563289,9.084634670844444,15.900326093037924,11.877606000655737,6.46339811422886,7.422622851836375,10.706092638847155,5.987638375697991,7.150053378863213,13.54491984538543,11.291169117658566,3.048836671389066,11.98984177907308,9.033325831095377,6.660714760804788,12.67818993788499,9.085670043260624,3.961746924962753,6.651378998389611,6.980237581791022,3.4598534290607157,12.929519506601187,13.930629901396923,11.288964222639034,4.513923107049404,16.111038917150253,10.860689676724947,9.546018196986271,4.567202549714309,5.634865100567158,14.796520355420235,10.865601759690504,7.50938020608364,15.71915819706061,4.675942873343443,6.412598475431785,7.73826143069145,6.336829319978372,10.954188835926544,6.811428412412986,11.625840700589693,11.916460232856947,13.33601626371726,8.601535136883076,10.50581281613081,11.253839333852133,5.6394455921955595,8.513658902583979,
65,3.8027557959923377,10.20962265210274,16.793563916133,10.027174313863119,9.824346958062588,6.553547736925957,12.415260950724283,16.88715140024821,7.814618514134334,3.3647468945918937,9.466681309235401,9.96377783555251,6.789490394103221,7.2602308713472805,8.591948607029058,8.84329350789388,5.424851454221285,10.075956894801212,8.298175542782515,18.04797544234838,5.97858914350852,10.34283380019359,14.305836041768393,6.275351463220058,8.650706462371044,8.412693769503862,11.684522066360865,17.62175330137595,9.386651295882006,5.31937549664424,7.192519004528339,5.018108918116643,14.668391887958233,9.643825958936642,13.169497343210073,10.20494826634725,4.627659485890315,8.771578324146759,16.572016544831104,11.595103508386856,8.877496303656162,10.330609688392052,8.928154040605595,10.390621258662296,6.273678437257424,13.7412811426016,12.074336174206856,2.9660278039100842,8.470680114550468,8.281238017938076,6.093915315774771,15.774311701456705,11.980861737177921,5.712972078567896,9.888244873438126,9.917541173788218,6.395905519143129,12.63929210565029,7.813821841508914,9.238821494273651,6.557541945041755,8.174969978821583,14.964605062435835,9.81699189161643,6.351665374560234,4.700759251912435,4.808924742234059,14.770690722343248,9.33130497810168,10.003252102778507,4.716890634634556,6.053963710100223,6.229384850233029,19.032716139768944,11.56966296220437,5.217547856844389,10.263733203594501,10.900172783778263,13.305929355132275,10.213925997416178,13.149150530497232,4.028558052503145,6.27315291380271,10.212924162546793,
66,3.6106859353872447,8.400050640106201,17.04084232525948,5.916950763800205,10.961806126129932,6.770090213188758,13.27955925770295,14.345432526026016,5.489543694716233,3.342560058985001,8.779616294763027,16.62280936118884,4.4206049136626415,6.195567864638108,5.746731067315126,9.18857347048246,7.954690639789288,15.234058967003456,10.144124886928461,18.760252512418308,5.731801094152988,10.197570067185621,6.203714627486009,9.438472417684702,6.248527343456562,6.955906892434145,9.10383184139545,14.854419757158329,7.318538372333233,5.7455232326801005,5.81466957850334,4.7596770861209965,13.57660970932398,12.285654948307918,9.63854858202812,12.695782869290083,4.732642595584576,10.871507473481007,10.888725610879751,10.836930201603817,12.053569524716108,10.009035709576729,11.771057617970001,10.53210571484688,8.136248845320482,13.241244682898888,15.902242880601149,3.773654369207529,7.585448803045811,5.026044325950818,8.578200853787935,16.700604903392303,10.986794704046005,6.851484506558149,13.139959506499462,7.787912906744541,6.931527761312632,10.015692772009434,13.067558704278408,7.912087281545003,6.598833768795698,6.350981516715808,11.325061700282953,11.413776642236954,11.321409959059496,3.902774590712327,4.1879069071549635,16.63579363700671,14.153656079218937,9.14644386829474,4.250943740208943,2.7955284240918283,5.448742903195894,17.746714836511856,10.528781511844732,5.092585954910669,10.502748464926695,9.207796646998478,11.905878727252666,15.04811211121388,9.412106110499455,3.5203937750596266,5.119316840783144,11.223543264927008,
67,3.7399279337662916,16.050605871738533,13.131057568085499,3.767077910594451,10.830022249466333,5.303087246723664,12.40441202506041,11.768919969216372,7.326409767835568,3.6710256796616774,6.906827535384741,13.589795895111866,4.154896357120612,5.2679593318547955,6.928292745198959,7.928788172893035,2.5847980487040982,13.174542475969364,7.32495545118283,15.659026194841434,6.135058965438452,9.281525183946659,3.2286155498944797,8.037192039000683,5.762147096487192,5.803145237458058,11.30756461314666,16.91508408081837,5.742360610228318,5.963430881500244,6.715910398043119,4.079968128448877,15.338504473368326,8.239349707579,9.893152004633194,14.405815271230844,7.797982105842004,10.301222128745836,8.09503225179819,11.0030424900544,9.78385424002623,10.435404801980043,10.14670686232738,10.510539213816324,7.0281724073948,13.47277230482835,15.00337263254019,3.5092736268654847,4.983814850831643,10.023184067163712,8.819717994103065,19.47827456547664,6.773074895907671,5.935336663172795,14.636778073433119,6.656171762026274,6.623248308132856,4.7035576685881,12.62286183772943,6.548496772081424,11.799570034711788,16.673313214228703,10.60967721694555,8.539278568365635,10.032498029562143,5.87114632435334,4.943228073609181,17.193055886488693,13.253019919762245,7.825185005481426,3.529772611764761,3.488690883685381,8.056896588741205,16.113720478155674,8.425251801808676,5.182917069166135,10.00324184466631,7.312859009473752,8.867023773682423,11.708469782120142,6.69253316292396,7.21956511032887,4.700630799317971,12.832658572074694,
68,4.569757596040383,17.34716417850592,10.498702391599997,7.4074218823359566,7.168049751183926,6.725567878820957,11.462006544455503,6.504781160599146,18.042231388581104,8.395616763677353,9.257408692286564,8.708577082707333,3.924677102993696,4.02394035534981,9.946987567803799,7.976734026884421,2.3457402907885037,11.654996138352613,4.441539195867685,11.680591192000952,9.601656938210512,6.377612346257919,7.124393328642234,11.963081971192972,9.428238685314472,5.030686836976272,11.978165748791817,16.828190607902332,6.151875312511738,5.91855867092426,9.939485060863007,7.33506807914147,17.824709867819763,5.899608599833953,8.760955284803341,14.67153172615247,11.82831447552412,10.627991089454063,9.541209551004263,6.529051902966621,9.754848859249018,13.30372722332294,8.426712500743378,8.385111099634415,6.094562518290984,11.3206540621244,14.422437643393492,4.37465037443699,5.6729913246937285,11.382470204279972,13.510302372467823,16.362388121776092,5.038152517416538,7.4382572785401955,17.94394109187982,10.562537119938778,5.043748537699382,6.381071054018461,6.547243582896697,12.222517331441244,14.292736053466797,14.513242036868364,7.22969633493668,9.974712640811235,7.621498046777187,6.994778755383614,11.228251506120731,11.55410893758138,11.551911354064941,8.15783160772079,7.13495168930445,5.785331518222124,7.395113296997853,17.57443261757875,7.009330370487311,9.2771315574646,9.994687483860897,12.772592079945099,10.889454181377705,12.110372494428585,10.571787516276041,7.1745249674870415,7.027687671857002,13.791338138091259,
69,8.273687374897492,9.490703876201923,7.810572159595979,9.918601133884527,6.415378888448079,9.243503558330048,13.133794491107647,7.706185585413223,14.977312723795572,13.838532936878693,11.688657418275492,9.917825173109005,4.870755623548459,4.093740903414213,9.347685092534775,11.021603144132174,4.4542759626339645,6.055441795251308,5.380435515672732,13.209371737944775,13.313946626125238,5.928475942367163,14.385461024748974,13.807939138167944,9.704358944526085,4.367185219740256,11.468889395395914,15.724515083508614,8.486941900008764,6.932775301811023,5.9484243515210276,6.709133441631611,16.42548348353459,4.545918525793613,7.28072880475949,14.380794280614609,4.975045228615786,10.232276818691156,6.861631527925149,9.912384118789282,8.049533195984669,16.964370409647625,8.930901026114439,8.191662042568892,7.124413160177378,7.223708042731652,12.461475054423014,6.062318532894819,5.583988819366846,12.685183329459948,13.439995252169096,17.232638138991135,4.888137267186091,5.436997951605381,16.822096677926872,7.709493123568022,4.517115091666197,9.612766290322329,3.2628725369771323,12.485567997663448,12.476996030562963,13.863768968826685,9.088829333965595,9.338092119265825,6.503685413262783,5.139197025543604,12.955708528176332,8.692361929477789,11.941611461150341,6.239335439144036,11.499067599956806,8.241061736375858,6.8649570147196455,14.644603240184296,10.038797500805977,8.530175600296412,10.315840513278276,7.9015254729833355,15.77429167429606,13.229987657987154,12.286107919155024,6.837111949920654,5.693090518315633,13.595513955140726,
70,8.16100086309971,9.018902155069204,10.57255612886869,10.083490029359476,7.184456971975473,10.52683626077114,10.867268880208334,14.515884546133188,9.438981643089882,15.548294654259315,8.342958193558912,9.734959015479454,8.738212964473627,5.602470960372534,8.772425186939728,9.637951753078363,3.856308013964922,4.498606522878011,8.013225506513546,15.076143607115133,16.283032001593174,8.34099695010063,16.660524759537136,12.403784018296461,9.669067505078438,3.619174309265919,13.27080963819455,17.56534835619804,6.711038723970071,8.109957242623354,9.941945455013178,6.116476682516245,16.54402764638265,4.553816984861325,6.782638231913249,12.406120715997158,2.944489821409568,13.833183508652906,10.616078792474209,10.903612405825884,8.421660961248936,19.275895534417568,10.690523551060604,8.886624458508614,7.332416375478108,8.689492567991598,10.485470123780079,3.632832307081956,6.315536009959685,12.628156393002241,11.023238475506123,14.847552666297325,6.491096227596968,7.442799103565705,14.961469576908993,7.152742324731289,5.022369751563439,5.810287500039125,4.083188662162194,13.644877702761919,12.87728825593606,12.630892680241512,4.33605722280649,9.61172612508138,8.86064058695084,5.25960452740009,6.668249056889461,8.708261502094757,12.92129663320688,7.1993052531511355,7.688050551292224,8.206253675314096,10.546054326570951,11.648811584863907,6.016609191894531,8.651175437829433,13.984057964422764,6.552951115828294,19.05110060863006,9.456637089069073,14.726619744912172,11.578248488597382,3.854534570987408,10.515640527774126,
71,9.828246532342373,6.2495401700337725,10.862088081164238,8.5937456595592,6.194828956555098,11.441568203461475,10.465446423261593,9.091626301789896,9.247808566460243,13.617029092250727,7.91496177820059,14.333160767188438,10.25984190671872,6.217228975051489,8.482638689187857,8.455484145726913,3.981243451436361,3.7107425225086703,4.6903249728373995,12.429685176947178,15.086217660170336,8.39350542655358,11.351478258768717,13.94814936319987,11.007093869722807,4.28453629444807,11.981761443309296,11.506287611447847,3.108041818325336,11.86980232825646,10.565281061025766,4.072449030020298,11.847486789409931,6.343694136692927,6.551429271697998,12.07430526537773,3.882063994040856,15.576025229233961,6.742628537691557,15.688612717848558,8.905592796130058,14.925832479428022,5.624065081278483,6.931791501167493,7.939463835496169,11.93310659359663,12.909069623702612,3.8907993145478077,8.431902750944479,13.203156153361002,12.255533756353916,11.163684502626078,8.12009225747524,7.304329089629344,13.721308977175982,7.22091129498604,6.756335600828513,4.234274258980384,5.354818185170491,12.900510470072428,8.061596014560797,15.512937399057241,4.158373875495715,12.1238341209216,9.776394171592516,9.656979646438208,6.32377892274123,8.42717527731871,12.279708446600498,6.978890614631848,7.292486044076773,8.044111435229961,12.609195929307203,12.798102158766527,7.008497580503806,8.238998584258251,11.918308747120392,7.459644635518392,13.797741498702612,6.028890964312431,11.797801946982359,13.044933600303454,2.598994893905444,9.218914068662203,
