Day_of_year,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,6.577728640386766,6.443299538551033,7.876238254450509,9.108274426867151,6.9242927362659294,8.791725729783577,6.827804900708946,10.099242102754072,8.054664307454395,8.75534445099993,10.335881462012985,8.514275867731545,8.034410414248768,8.574617382707391,9.789689561908814,9.713280662562276,8.065500669190744,8.594145483056653,9.154322980381252,10.345535922521501,9.597173935427993,9.359356302130669,7.467741483046559,7.484745041769861,10.45388082828578,8.995881570693374,9.088131037816726,7.526941403865614,8.92961122178891,9.513948919894366,9.65110558990472,10.301332873023323,10.106989012289668,10.011288707072918,10.143646064552254,9.195705854777481,10.287792542542967,9.138925085452588,9.455516724538382,9.557804263003888,7.195487601309075,8.93671079702165,10.008081059437833,9.06490726669379,8.701483794499367,9.841496304235022,7.663087797595855,10.856150644273505,8.575240811964903,9.134801987741813,8.642945081960157,7.679199672937894,8.978254776484029,10.043834662577744,9.083958745954819,10.511307095719665,10.22438781165736,9.920751527910124,8.311517939792054,7.882549678191962,11.310600678727324,7.5147145582177455,9.851805866841962,8.24631959593261,7.79619729143073,7.835502833416103,10.641538295389074,9.285048820131614,9.571196400202238,9.344861397476645,9.252430048045014,9.215746990218289,9.595764646213464,11.41865798103153,10.205516645917376,9.687276888715465,6.7225189818810795,10.016375612240472,8.724203886731225,9.378754810306795,10.66372151002006,9.144710873795837,11.701474952216708,
2,6.646861240812688,6.528409328015726,7.992203807219482,9.103405292919074,6.987310866640114,8.696305375832779,6.773979524295338,9.988589177165728,7.954188550906604,8.72594351786533,10.353644398793096,8.534854038065347,7.876596251071226,8.478100988783723,9.734572273886169,9.498825501273188,8.139809305500513,8.596912376466745,9.230691369915771,10.175350079971384,9.702987584610756,9.238400169659585,7.477737783583938,7.413035297253494,10.516571542103284,9.103963637061359,8.924313539915499,7.495698854070394,8.924892656739994,9.546400406020886,9.683831994199814,10.252568269186835,9.996067543799459,10.174896856174094,10.121744843679801,9.11833693430974,10.215959147677395,9.14137674159691,9.4439675100915,9.57534718262944,7.2236216612952555,8.896455149632533,9.909866001987819,9.196530811122207,8.602731654452597,9.844089671812824,7.606131532153146,10.807476690608246,8.452177977451711,9.190192181956824,8.582577613583629,7.7067019653801365,8.770898667490249,10.00074936628041,9.143121594388528,10.467116880236478,10.203955704021375,9.778308503364205,8.220721544413669,7.878240893647771,11.180242013710796,7.587553843373559,9.70548374766109,8.120862252975822,7.6371936073519695,7.783454271312921,10.662926553326928,9.230973710127866,9.5141076450841,9.269054992201951,9.168600620367588,9.075192456888823,9.61155215327907,11.600207422199546,10.087407546165663,9.712825200296141,6.849262278087003,10.125845527488577,8.766016712104538,9.327627833523938,10.644121209028741,9.021439402681683,11.60313843798868,
3,6.700364458906696,6.585914953459507,8.146652688244503,9.100738386187848,7.011215885329918,8.578168717939946,6.712524974030474,9.82584242882875,7.874074668481401,8.70806006415144,10.258718627398132,8.426357564429066,7.757096010078248,8.422001552511635,9.790425187151389,9.328433287499482,8.242355216897401,8.557676198603778,9.320333368139842,9.981045933419189,9.678679242059934,9.07271207265866,7.428445603327372,7.29552952699072,10.420257589204715,9.073260648253587,8.915922856521288,7.508215192487732,8.944651866370062,9.534258282550397,9.620114763828326,10.25610155556171,9.945509839629167,10.35514249296537,10.087689860822174,9.071494331576336,10.187396487852965,9.168617580958202,9.565638325654342,9.535745359359042,7.18811533805852,8.854994149306282,9.842508096061568,9.218958360199771,8.5707299786989,9.779248177679511,7.520482700729932,10.83708592220834,8.341573047858418,9.293947042713349,8.495724169984491,7.732354406049744,8.579242774898038,9.948453676455058,9.196620060346266,10.530545470593307,10.177180259630628,9.632110487317377,8.221908319743054,7.916624595207946,10.975605788276997,7.592246994745738,9.559521432181477,8.085146655551323,7.516362982269294,7.629203256662777,10.59086536819968,9.252430862316118,9.60752478749274,9.1986952708919,9.090258774611067,8.853299220403036,9.777665511456394,11.796084201852029,9.90908468205571,9.760693637900815,6.984299196170729,10.253587423727863,8.802413985828434,9.444930035309314,10.629716099987215,9.022406945362869,11.474865251952433,
4,6.779974007015221,6.622873003415673,8.191168111379833,9.069234189289666,7.00180434288724,8.51136132762832,6.65745805837167,9.752623855090533,7.777228873434464,8.656651045304981,10.131682791495434,8.34106632940606,7.687169701174159,8.25406072825231,9.86248594454829,9.16244366876515,8.23923690271959,8.507960113821635,9.438527797289685,9.851308626204592,9.596412592246885,8.913797771594965,7.4618319173779195,7.145482971569027,10.413047000208337,9.133136101057673,8.99515605734496,7.54744809372378,9.00186273108615,9.521176830967619,9.624263878678414,10.262881334312027,9.88859050802044,10.460797197831784,10.045209315505636,9.017912120065454,10.103114820719266,9.208446662733664,9.68282107872941,9.48519085775458,7.214455839013191,8.752300252930464,9.776336519895555,9.251568150049302,8.561681176444571,9.723958229106632,7.5052567893790325,10.807161133045808,8.263892003095867,9.390622618870857,8.419155898791693,7.764842010235877,8.440752807361031,10.009961223592274,9.122802528427048,10.63306850863886,10.082171016177394,9.584803305989105,8.187824522411688,7.862362457003199,10.872063467812268,7.529188343234903,9.392569738358398,8.125269777086313,7.444582020650144,7.555839525696208,10.463866139921436,9.35813051564897,9.744024626143393,9.110435182279577,9.074349356779987,8.682650121133236,9.692259025253033,11.89769940879376,9.753695210572701,9.892979333660291,7.094046408160988,10.31114108565476,8.803343393362686,9.607667192184108,10.696092295416168,8.995264095536498,11.358616213379612,
5,6.867393593269019,6.65258884069147,8.201345807266316,9.032236388572478,6.981556440311703,8.563336101035304,6.664120132906089,9.836583272806482,7.678029768002941,8.649148165152422,10.121460279530465,8.267108723615188,7.641367305171946,8.11414013479176,9.872867644559742,9.092929782913533,8.27813288252511,8.433917508850884,9.470924362609146,9.768290070136489,9.475975170812973,8.79236637358407,7.459507864781317,7.077470754665105,10.435200500608543,9.133037763766353,9.049330104344431,7.613986867172672,9.049729116226557,9.528824879272289,9.514065439834372,10.23876395472061,9.797027151741968,10.489418137018397,9.985614582088225,9.016171788307437,10.069714445484541,9.241249919488883,9.800083685191854,9.497297270150684,7.3599444043491005,8.696710148394835,9.743434724911967,9.250102628625307,8.55074211943796,9.667809723504906,7.527494044953308,10.680352375255808,8.18030678168622,9.411809538882938,8.37962591397557,7.776819997096373,8.190466716390741,10.003354245697365,8.96809670092329,10.689300961031439,10.043390726206333,9.538634140634798,8.260829609399485,7.801907949710203,10.865977636652365,7.444122631041731,9.305315754903672,8.062349949027372,7.244072552637274,7.421628521640244,10.309265148043382,9.403096984844844,9.717894511094562,9.060049765046879,9.079685532981582,8.52219094825222,9.718812533014209,11.969010668574587,9.635148849142556,9.817248585946725,7.1857887084567285,10.285123627844253,8.72750388889465,9.696585973705151,10.634770931041057,8.958153219271129,11.19312421611098,
6,6.847828429303484,6.652866822122876,8.121157106555476,8.903099607248775,6.966291815355677,8.565102590488355,6.6484911418251755,9.762877274481575,7.628639043905797,8.617174363426924,10.134638298354565,8.20072263196117,7.592094390519581,8.01612850741811,9.942338987777795,8.955660707211987,8.275993840340657,8.495984904602729,9.474997360849642,9.693962446327419,9.30822405678828,8.65799009524358,7.493453739720666,7.092968183387574,10.419768885836575,9.07254211097868,9.0833779536861,7.630715743189552,9.041560152089112,9.620256452913193,9.508335785787615,10.20468438538547,9.880151710073305,10.493640707640552,9.942950834091494,9.038386071114141,10.133909193293896,9.174768109139197,9.971228782396048,9.50121304687205,7.334239027839892,8.62429996326522,9.7176274969679,9.24978798124258,8.588942218247759,9.525583826428253,7.5794194601022085,10.593749754365726,8.16260625064348,9.393463617465535,8.337783266737361,7.850563091909049,8.092215155943846,10.073168224975712,8.871119311498264,10.634736666011932,10.119807417500967,9.516696241033234,8.334830518678839,7.9347637380657705,10.878953934517565,7.3853822511101335,9.136158424548213,8.014228611244981,7.07967197198535,7.2704728097162015,10.109281199276072,9.44120866433569,9.748037719736585,9.081518042633743,8.903757337363341,8.45852199949703,9.779306026405024,12.039395773896857,9.536019642546478,9.797066036719844,7.297996953486796,10.301621884044955,8.626945251173812,9.607277231288588,10.577588479125035,9.011105234856464,11.115205304970406,
7,6.807296147713295,6.666718492391682,8.075287118936197,8.735604110110852,6.949620977977386,8.572938921322288,6.577506831785669,9.743043824372647,7.591409775327865,8.571227219586817,10.157122690470192,8.00464704027693,7.484918069618998,7.915664886365974,9.959244144218417,8.904219961958106,8.239653022011673,8.583672822298448,9.46227902346872,9.59521977267079,9.126299124998724,8.63926692447927,7.461855422904282,7.06675126052494,10.309182085074914,8.922565681085512,9.012266548003605,7.673166389673786,8.972052932437002,9.671957108091537,9.448055426881012,10.238211988550919,9.910684074359363,10.57206458391989,9.847132716573753,9.072702885275381,10.084850229000335,9.09000334994239,10.085862295173607,9.406324421672974,7.324213572187852,8.542637694829049,9.636422503540725,9.291921745082218,8.632461311888324,9.34416026696281,7.564222131721511,10.606399649278915,8.256138553936074,9.356442843579906,8.273196869760364,7.914798721439351,8.05970677606896,10.150420580505575,8.886829974020966,10.487058848280423,10.076260094659677,9.458456786052679,8.36171838048628,7.99829854926125,10.842904223970828,7.483965935953629,8.999734453716012,8.06929754689743,6.987789596214471,7.184939994336979,10.006607483695063,9.368922359555548,9.853140345788294,9.00759472161494,8.659783177137275,8.39788225850622,9.833078865145074,12.124373547616955,9.479890888505947,9.778248527963004,7.439033451727731,10.340386897789024,8.435011295272103,9.518345749242911,10.640180938230838,9.07439825353426,11.032703351252918,
8,6.784941980346705,6.599491769599033,8.105109951936083,8.560351882526081,6.790037594406782,8.585613550434298,6.517413021035935,9.710788922432142,7.586683730008774,8.519138513767905,10.138918611571388,7.911985804424311,7.383106440844382,7.763297760321244,9.951677699207309,8.820901040672105,8.212115832866367,8.564342327356439,9.455271031135972,9.413935348535597,9.006256086177913,8.70663423075201,7.431298252162236,7.030084793384258,10.26102013706209,8.86089255921026,8.928822063307344,7.80751008313962,8.846649708593528,9.702685764227759,9.393643223873553,10.331910016708086,9.86661702747754,10.451834690475625,9.708936894025157,8.995739326901976,10.109276876072766,8.935241908073024,10.090721197266598,9.389587013698417,7.463678276253227,8.509934311406159,9.443146670651366,9.38484607568655,8.68015132660924,9.18223481280506,7.625332621828555,10.693549584821273,8.330644469343348,9.32547596499117,8.216019890247248,7.972887511311484,7.951928722552764,10.165252504302655,8.844780899988299,10.346758445955816,10.039235392028719,9.352412029793905,8.404697049059955,8.026124498081488,10.74801576373055,7.655530857007611,8.921404517162944,8.184155333287679,6.891688492980611,7.196903418522515,9.954484277635425,9.2587892503085,9.9928375782211,8.828927802257851,8.37620326900442,8.40792899093692,9.813481764615009,12.20181656685533,9.412041676350128,9.820012349549238,7.444481528521888,10.321462853709507,8.302880102669107,9.477616132733802,10.725552401055605,9.009504270032457,10.921094608687714,
9,6.8457289003634365,6.659111251045346,8.155978443693744,8.501752683674404,6.789837064438379,8.643183141007249,6.5412378198412,9.787510701316203,7.5344465060512675,8.348582649792178,10.083531461377362,7.890372502598356,7.324086701834888,7.574429840688798,9.910072335479338,8.706321984842676,8.30653661106153,8.629617205734462,9.428671897635233,9.321491869721608,8.807111046904524,8.834594783887187,7.4534614123732865,7.051129834598831,10.220287721164091,8.933022477938477,8.864601021907369,7.930665360022212,8.773209584566064,9.674873456678354,9.394369174473022,10.544588727377803,9.756602255122509,10.383801416370638,9.558948202061021,8.89591352595858,10.082446376432538,8.772277732013706,10.03189213083491,9.31481422281606,7.569201848095031,8.458142755912501,9.260912271546136,9.387741847216656,8.772435086622314,9.03410805318976,7.620924530283851,10.768558186009532,8.331790078332716,9.368026116606869,8.129009532297093,8.05890385620531,7.824806594157129,10.216000722054925,8.754703996661533,10.264412691083061,9.991512729696687,9.217915712358973,8.421962090027638,8.04705870442152,10.620583174658606,7.778267114490157,8.955812744655345,8.190471414058536,6.870097454178479,7.220973871444745,9.89601576804313,9.177525231496483,10.09398274989928,8.74531139872464,8.270517192802895,8.266252650288585,9.833052205458166,12.225738874149203,9.359642974465473,9.87347314777671,7.467550595952164,10.396429153989974,8.290990729149573,9.350300465977057,10.688386927637147,8.927983248619634,10.682100980308888,
10,6.95571991464279,6.718739427403774,8.159777208505032,8.383000000177589,6.836638443507082,8.683918362908525,6.547303367081987,9.885056046289073,7.491935958477468,8.326531350487368,10.035342836339918,7.769167320925732,7.296611626191318,7.405309382232612,9.79289129192261,8.562359759716388,8.364445256705844,8.758691804506238,9.406318639245741,9.209574635763438,8.771284405550771,8.940340849269885,7.4399089342709,7.068797766836615,10.140448740722253,8.956746673523854,8.763673794775663,8.047418877175497,8.732393266373997,9.660060357225698,9.415638554041102,10.681115423445444,9.76389228350578,10.480266853860067,9.41852597310394,8.839248254951585,10.009129730980654,8.616960206619076,10.060861058924669,9.276175504975482,7.603554052031806,8.40679036844373,9.171763817469278,9.316752848879737,8.8723007819391,8.906793394024605,7.702521362791748,10.82106184999499,8.284866141090378,9.468345874144582,8.028484562406424,8.112828205793331,7.7330393632353225,10.231317492230895,8.71853894123063,10.192423695974764,9.862875865431782,9.170992415309104,8.484239465802496,7.991342852274978,10.620933751590918,7.894647725443221,8.968189431218953,8.076503714376662,6.811902001456285,7.245529825069064,9.919234814289087,9.109692770976787,9.987798254697351,8.692854694881175,8.30731096434062,8.097684429693043,9.823351003383078,12.229680765271437,9.383428053677509,9.9406920816278,7.476524610337013,10.401475688598396,8.318341889066724,9.37140577708337,10.74297569889439,8.895927239085708,10.455561319786543,
